2015/01/20 19:25:24,U,I,Ah,Wh,T,S
2015/01/20 19:25:24,5.2218,0.0000,0.0000,0.0000,26.0,20
2015/01/20 19:25:25,5.2217,0.0000,0.0000,0.0000,26.0,21
2015/01/20 19:25:26,5.2218,-0.0001,0.0000,0.0000,26.0,22
2015/01/20 19:25:27,5.2216,0.0000,0.0000,0.0000,26.0,23
2015/01/20 19:25:28,5.2217,-0.0001,0.0000,0.0000,26.0,24
2015/01/20 19:25:29,5.2219,0.0000,0.0000,0.0000,26.0,26
2015/01/20 19:25:30,5.2218,0.0000,0.0000,0.0000,26.0,27
2015/01/20 19:25:32,5.2221,0.0000,0.0000,0.0000,26.0,28
2015/01/20 19:25:33,5.2216,0.0000,0.0000,0.0000,26.0,29
2015/01/20 19:25:34,5.2219,0.0000,0.0000,0.0000,26.0,30
2015/01/20 19:25:35,5.2213,0.0000,0.0000,0.0000,26.0,31
2015/01/20 19:25:36,5.2209,0.0000,0.0000,0.0000,26.0,32
2015/01/20 19:25:37,5.2219,-0.0001,0.0000,0.0000,26.0,33
2015/01/20 19:25:38,5.2209,0.0000,0.0000,0.0000,26.0,34
2015/01/20 19:25:39,5.2217,0.0000,0.0000,0.0000,26.0,35
2015/01/20 19:25:40,5.2215,0.0000,0.0000,0.0000,26.0,36
2015/01/20 19:25:41,5.2119,0.0018,0.0000,0.0000,26.0,38
2015/01/20 19:25:42,5.2192,0.0017,0.0000,0.0000,26.0,39
2015/01/20 19:25:44,5.2201,0.0018,0.0000,0.0000,26.0,40
2015/01/20 19:25:45,5.0776,1.0025,0.0004,0.0021,26.0,41
2015/01/20 19:25:46,5.0783,0.9999,0.0006,0.0035,26.0,42
2015/01/20 19:25:47,5.0819,0.9987,0.0009,0.0049,26.0,43
2015/01/20 19:25:48,5.0845,0.9979,0.0012,0.0063,26.0,44
2015/01/20 19:25:49,5.0868,0.9972,0.0015,0.0077,26.0,45
2015/01/20 19:25:50,5.0880,0.9970,0.0019,0.0098,26.0,46
2015/01/20 19:25:51,5.0890,0.9970,0.0022,0.0112,26.0,47
2015/01/20 19:25:52,5.0901,0.9966,0.0024,0.0126,26.0,49
2015/01/20 19:25:53,5.1084,0.9669,0.0026,0.0133,26.0,50
2015/01/20 19:25:55,5.2342,0.0019,0.0028,0.0144,26.0,51
2015/01/20 19:25:56,5.0646,1.5057,0.0034,0.0176,26.0,52
2015/01/20 19:25:57,5.0663,1.5082,0.0038,0.0197,26.0,53
2015/01/20 19:25:58,5.0691,1.5158,0.0043,0.0219,26.1,54
2015/01/20 19:25:59,5.0764,1.5272,0.0047,0.0240,26.0,55
2015/01/20 19:26:00,5.0818,1.5365,0.0053,0.0273,26.1,56
2015/01/20 19:26:01,5.0832,1.5398,0.0058,0.0295,26.0,57
2015/01/20 19:26:02,5.0842,1.5426,0.0062,0.0316,26.0,59
2015/01/20 19:26:03,5.1041,1.5129,0.0064,0.0327,26.0,60
2015/01/20 19:26:04,5.0807,1.5418,0.0066,0.0338,26.0,61
2015/01/20 19:26:06,5.0842,1.5472,0.0073,0.0371,26.1,62
2015/01/20 19:26:07,5.0850,1.5479,0.0077,0.0393,26.0,63
2015/01/20 19:26:08,5.0859,1.5501,0.0081,0.0414,26.0,64
2015/01/20 19:26:09,5.0863,1.5502,0.0088,0.0447,26.0,65
2015/01/20 19:26:10,5.0870,1.5514,0.0092,0.0469,26.1,67
2015/01/20 19:26:11,5.0873,1.5519,0.0096,0.0491,26.0,68
2015/01/20 19:26:12,5.0876,1.5523,0.0101,0.0513,26.0,69
2015/01/20 19:26:14,5.2477,0.0019,0.0103,0.0524,26.0,70
2015/01/20 19:26:15,5.0834,1.5501,0.0107,0.0546,26.0,71
2015/01/20 19:26:16,5.0862,1.5538,0.0111,0.0568,26.1,72
2015/01/20 19:26:17,5.0875,1.5560,0.0116,0.0590,26.1,73
2015/01/20 19:26:18,5.0880,1.5573,0.0120,0.0612,26.1,74
2015/01/20 19:26:19,5.0885,1.5579,0.0124,0.0634,26.1,75
2015/01/20 19:26:20,5.0890,1.5583,0.0131,0.0667,26.1,76
2015/01/20 19:26:21,5.0895,1.5594,0.0135,0.0689,26.1,77
2015/01/20 19:26:22,5.0900,1.5602,0.0139,0.0711,26.1,79
2015/01/20 19:26:23,5.1062,1.5388,0.0142,0.0722,26.1,80
2015/01/20 19:26:25,5.0852,1.5550,0.0146,0.0744,26.1,81
2015/01/20 19:26:26,5.0877,1.5594,0.0150,0.0766,26.1,82
2015/01/20 19:26:27,5.0897,1.5624,0.0155,0.0788,26.1,83
2015/01/20 19:26:28,5.0906,1.5630,0.0161,0.0821,26.1,84
2015/01/20 19:26:29,5.0907,1.5640,0.0165,0.0843,26.0,85
2015/01/20 19:26:30,5.0911,1.5639,0.0170,0.0865,26.1,87
2015/01/20 19:26:31,5.0913,1.5644,0.0174,0.0888,26.1,88
2015/01/20 19:26:32,5.0917,1.5635,0.0178,0.0910,26.1,89
2015/01/20 19:26:34,5.2513,0.0019,0.0181,0.0921,26.1,90
2015/01/20 19:26:35,5.0870,1.5593,0.0185,0.0943,26.1,91
2015/01/20 19:26:36,5.0895,1.5639,0.0189,0.0965,26.1,92
2015/01/20 19:26:37,5.0910,1.5662,0.0194,0.0987,26.1,93
2015/01/20 19:26:38,5.0921,1.5677,0.0198,0.1009,26.1,94
2015/01/20 19:26:39,5.0928,1.5686,0.0202,0.1031,26.1,95
2015/01/20 19:26:40,5.0934,1.5684,0.0209,0.1065,26.1,96
