    i,  t(s),    U(V),    I(A), Tself, Tprob
    0,     8,  5.2345,  0.0000,  22.5, 809.5
    1,    13,  5.2365,  0.0000,  22.5, 809.5
    2,    18,  5.2368,  0.0000,  22.5, 809.5
    3,    23,  5.2365,  0.0000,  22.5, 809.5
    4,    28,  5.2380,  0.0000,  22.5, 809.5
    5,    33,  5.2382,  0.0000,  22.5, 809.5
    6,    38,  5.2374,  0.0000,  22.5, 809.5
    7,    43,  5.2380,  0.0000,  22.5, 809.5
    8,    48,  5.2382,  0.0000,  22.5, 809.5
    9,    53,  5.2380,  0.0000,  22.5, 809.5
   10,    58,  5.2381,  0.0000,  22.5, 809.5
   11,    63,  5.2382,  0.0000,  22.5, 809.5
   12,    68,  5.2377,  0.0000,  22.5, 809.5
   13,    73,  5.2391,  0.0000,  22.5, 809.5
   14,    78,  5.2381,  0.0000,  22.5, 809.5
   15,    83,  5.2367,  0.0000,  22.5, 809.5
   16,    88,  5.2382,  0.0000,  22.5, 809.5
   17,    93,  5.2396,  0.0000,  22.5, 809.5
   18,    98,  5.2212,  0.4617,  22.5, 809.5
   19,   103,  5.3310,  1.8413,  22.5, 809.5
   20,   108,  5.3269,  1.8404,  22.5, 809.5
   21,   113,  5.3233,  1.8404,  22.5, 809.5
   22,   118,  5.3208,  1.8403,  22.5, 809.5
   23,   123,  5.3188,  1.8413,  22.5, 809.5
   24,   128,  5.3178,  1.8415,  22.5, 809.5
   25,   133,  5.3162,  1.8418,  22.5, 809.5
   26,   138,  5.3152,  1.8420,  22.5, 809.5
   27,   143,  5.3139,  1.8424,  22.5, 809.5
   28,   148,  5.3128,  1.8429,  22.5, 809.5
   29,   153,  5.3111,  1.8436,  22.5, 809.5
   30,   158,  5.3112,  1.8443,  22.5, 809.5
   31,   163,  5.3104,  1.8437,  22.5, 809.5
   32,   168,  5.3093,  1.8466,  22.5, 809.5
   33,   173,  5.3083,  1.8476,  22.5, 809.5
   34,   178,  5.3077,  1.8481,  22.5, 809.5
   35,   183,  5.3075,  1.8473,  22.5, 809.5
   36,   188,  5.3064,  1.8484,  22.5, 809.5
   37,   193,  5.3053,  1.8485,  22.5, 809.5
   38,   198,  5.3051,  1.8485,  22.5, 809.5
   39,   203,  5.3046,  1.8485,  22.5, 809.5
   40,   208,  5.3041,  1.8487,  22.5, 809.5
   41,   213,  5.3029,  1.8488,  22.5, 809.5
   42,   218,  5.3026,  1.8488,  22.5, 809.5
   43,   223,  5.3022,  1.8489,  22.5, 809.5
   44,   228,  5.3014,  1.8489,  22.5, 809.5
   45,   233,  5.3008,  1.8491,  22.5, 809.5
   46,   238,  5.3006,  1.8496,  22.5, 809.5
   47,   243,  5.3001,  1.8495,  22.5, 809.5
   48,   248,  5.2993,  1.8496,  22.5, 809.5
   49,   253,  5.2988,  1.8498,  23.0, 810.0
   50,   258,  5.2984,  1.8497,  22.5, 809.5
   51,   263,  5.2979,  1.8501,  23.0, 810.0
   52,   268,  5.2978,  1.8498,  23.0, 810.0
   53,   273,  5.2969,  1.8499,  23.0, 810.0
   54,   278,  5.2964,  1.8499,  23.0, 810.0
   55,   283,  5.2961,  1.8501,  23.0, 810.0
