2015/04/18 08:47:25,V,mA,mAh,mWh,T,S
2015/04/18 08:47:26,5.0625,-0.001,0.000,0.000,19.6,16
2015/04/18 08:47:27,5.0626,-0.001,0.000,0.000,19.6,17
2015/04/18 08:47:28,5.0626,-0.001,0.000,0.000,19.6,18
2015/04/18 08:47:29,5.0626,-0.001,0.000,0.000,19.6,19
2015/04/18 08:47:30,5.0625,-0.001,0.000,0.000,19.6,20
2015/04/18 08:47:31,5.0624,-0.001,0.000,0.000,19.6,21
2015/04/18 08:47:32,5.0624,-0.001,0.000,0.000,19.6,22
2015/04/18 08:47:33,5.0623,-0.001,0.000,0.000,19.6,23
2015/04/18 08:47:34,5.0625,-0.001,0.000,0.000,19.6,24
2015/04/18 08:47:35,5.0624,-0.001,0.000,0.000,19.6,25
2015/04/18 08:47:36,5.0621,-0.000,0.000,0.000,19.6,26
2015/04/18 08:47:37,5.0623,-0.001,0.000,0.000,19.6,27
2015/04/18 08:47:38,5.0622,-0.001,0.000,0.000,19.6,28
2015/04/18 08:47:39,5.0624,-0.001,0.000,0.000,19.6,29
2015/04/18 08:47:40,5.0625,-0.001,0.000,0.000,19.6,30
2015/04/18 08:47:41,5.0626,-0.001,0.000,0.000,19.6,31
2015/04/18 08:47:42,5.0627,-0.001,0.000,0.000,19.7,32
2015/04/18 08:47:43,5.0627,-0.001,0.000,0.000,19.7,33
2015/04/18 08:47:44,5.0626,-0.001,0.000,0.000,19.7,34
2015/04/18 08:47:45,5.0627,-0.001,0.000,0.000,19.7,35
2015/04/18 08:47:46,5.0628,-0.001,0.000,0.000,19.7,36
2015/04/18 08:47:47,5.0624,-0.001,0.000,0.000,19.7,37
2015/04/18 08:47:48,5.0630,-0.001,0.000,0.000,19.8,38
2015/04/18 08:47:49,5.0498,17.974,0.001,0.006,19.8,39
2015/04/18 08:47:50,5.0481,26.710,0.008,0.041,19.8,40
2015/04/18 08:47:51,5.0486,26.711,0.016,0.078,19.8,41
2015/04/18 08:47:52,5.0490,26.709,0.023,0.116,19.8,42
2015/04/18 08:47:53,5.0490,26.708,0.030,0.153,19.8,43
2015/04/18 08:47:54,5.0499,26.708,0.038,0.191,19.8,44
2015/04/18 08:47:55,5.0501,26.707,0.045,0.228,19.8,45
2015/04/18 08:47:56,5.0502,26.707,0.053,0.266,19.8,46
2015/04/18 08:47:57,5.0503,26.708,0.060,0.303,19.8,47
2015/04/18 08:47:58,5.0503,26.707,0.067,0.341,19.8,48
2015/04/18 08:47:59,5.0503,26.707,0.075,0.378,19.8,49
2015/04/18 08:48:00,5.0505,26.708,0.082,0.416,19.8,50
2015/04/18 08:48:01,5.0503,26.708,0.090,0.453,19.8,51
2015/04/18 08:48:02,5.0503,26.706,0.097,0.491,19.8,52
2015/04/18 08:48:03,5.0508,26.707,0.105,0.528,19.9,53
2015/04/18 08:48:04,5.0504,26.706,0.112,0.566,19.9,54
2015/04/18 08:48:05,5.0504,26.706,0.119,0.603,19.8,55
2015/04/18 08:48:06,5.0508,26.707,0.127,0.640,19.8,56
2015/04/18 08:48:07,5.0505,26.707,0.134,0.678,19.9,57
2015/04/18 08:48:08,5.0506,26.707,0.142,0.715,19.9,58
2015/04/18 08:48:09,5.0509,26.707,0.149,0.753,19.9,59
2015/04/18 08:48:10,5.0509,26.708,0.156,0.790,19.9,60
2015/04/18 08:48:11,5.0506,26.708,0.164,0.828,19.8,61
2015/04/18 08:48:12,5.0510,26.708,0.171,0.865,19.9,62
2015/04/18 08:48:13,5.0509,26.708,0.179,0.903,19.9,63
2015/04/18 08:48:14,5.0509,26.708,0.186,0.940,19.9,64
2015/04/18 08:48:15,5.0510,26.708,0.194,0.978,19.9,65
2015/04/18 08:48:16,5.0509,26.707,0.201,1.015,19.9,66
2015/04/18 08:48:17,5.0509,26.708,0.208,1.053,19.9,67
2015/04/18 08:48:18,5.0509,26.708,0.216,1.090,19.9,68
2015/04/18 08:48:19,5.0510,26.709,0.223,1.128,19.9,69
2015/04/18 08:48:20,5.0510,26.709,0.231,1.165,19.9,70
2015/04/18 08:48:21,5.0510,26.708,0.238,1.203,19.9,71
2015/04/18 08:48:22,5.0508,26.708,0.246,1.240,19.9,72
2015/04/18 08:48:23,5.0509,26.707,0.253,1.278,19.9,73
2015/04/18 08:48:24,5.0511,26.708,0.260,1.315,19.9,74
2015/04/18 08:48:25,5.0510,26.709,0.268,1.352,19.9,75
2015/04/18 08:48:26,5.0509,26.708,0.275,1.390,19.9,76
2015/04/18 08:48:27,5.0511,26.708,0.283,1.427,19.9,77
2015/04/18 08:48:28,5.0510,26.709,0.290,1.465,19.9,78
2015/04/18 08:48:29,5.0511,26.708,0.297,1.502,19.9,79
2015/04/18 08:48:30,5.0513,26.708,0.305,1.540,19.9,80
2015/04/18 08:48:31,5.0512,26.708,0.312,1.577,19.9,81
2015/04/18 08:48:32,5.0512,26.706,0.320,1.615,19.9,82
2015/04/18 08:48:33,5.0514,26.706,0.327,1.652,19.9,83
2015/04/18 08:48:34,5.0513,26.707,0.335,1.690,19.9,84
2015/04/18 08:48:35,5.0512,26.707,0.342,1.727,19.9,85
2015/04/18 08:48:36,5.0514,26.707,0.349,1.765,19.9,86
2015/04/18 08:48:37,5.0513,26.707,0.357,1.802,19.9,87
2015/04/18 08:48:38,5.0513,26.708,0.364,1.840,19.9,88
2015/04/18 08:48:39,5.0514,26.707,0.372,1.877,19.9,89
2015/04/18 08:48:40,5.0512,26.707,0.379,1.915,19.9,90
2015/04/18 08:48:41,5.0512,26.707,0.386,1.952,19.9,91
2015/04/18 08:48:42,5.0515,26.707,0.394,1.990,19.9,92
2015/04/18 08:48:43,5.0511,26.706,0.401,2.027,19.9,93
2015/04/18 08:48:44,5.0513,26.706,0.409,2.065,19.9,94
2015/04/18 08:48:45,5.0515,26.707,0.416,2.102,19.9,95
2015/04/18 08:48:46,5.0512,26.707,0.424,2.139,19.9,96
2015/04/18 08:48:47,5.0513,26.708,0.431,2.177,19.9,97
2015/04/18 08:48:48,5.0515,26.709,0.438,2.214,19.9,98
2015/04/18 08:48:49,5.0513,26.708,0.446,2.252,19.9,99
2015/04/18 08:48:50,5.0513,26.707,0.453,2.289,20.0,100
2015/04/18 08:48:51,5.0514,26.707,0.461,2.327,19.9,101
2015/04/18 08:48:52,5.0511,26.708,0.468,2.364,19.9,102
2015/04/18 08:48:53,5.0512,26.708,0.476,2.402,19.9,103
2015/04/18 08:48:54,5.0514,26.708,0.483,2.439,19.9,104
2015/04/18 08:48:55,5.0512,26.708,0.490,2.477,19.9,105
2015/04/18 08:48:56,5.0514,26.699,0.498,2.514,20.0,106
2015/04/18 08:48:57,5.0513,26.698,0.505,2.552,19.9,107
2015/04/18 08:48:58,5.0513,26.698,0.513,2.589,19.9,108
2015/04/18 08:48:59,5.0515,26.698,0.520,2.627,19.9,109
2015/04/18 08:49:00,5.0515,26.698,0.527,2.664,19.9,110
2015/04/18 08:49:01,5.0515,26.697,0.535,2.702,19.9,111
2015/04/18 08:49:02,5.0516,26.698,0.542,2.739,19.9,112
2015/04/18 08:49:03,5.0513,26.698,0.550,2.777,20.0,113
2015/04/18 08:49:04,5.0514,26.698,0.557,2.814,19.9,114
2015/04/18 08:49:05,5.0519,26.698,0.565,2.851,20.0,115
2015/04/18 08:49:06,5.0515,26.696,0.572,2.889,20.0,116
2015/04/18 08:49:07,5.0513,26.696,0.579,2.926,20.0,117
2015/04/18 08:49:08,5.0514,26.696,0.587,2.964,20.0,118
2015/04/18 08:49:09,5.0513,26.697,0.594,3.001,20.0,119
2015/04/18 08:49:10,5.0512,26.698,0.602,3.039,19.9,120
2015/04/18 08:49:11,5.0515,26.697,0.609,3.076,20.0,121
2015/04/18 08:49:12,5.0515,26.697,0.616,3.114,19.9,122
2015/04/18 08:49:13,5.0513,26.698,0.624,3.151,19.9,123
2015/04/18 08:49:14,5.0515,26.697,0.631,3.189,19.9,124
2015/04/18 08:49:15,5.0515,26.697,0.639,3.226,20.0,125
2015/04/18 08:49:16,5.0513,26.698,0.646,3.264,20.0,126
2015/04/18 08:49:17,5.0514,26.698,0.653,3.301,20.0,127
2015/04/18 08:49:18,5.0516,26.698,0.661,3.338,19.9,128
2015/04/18 08:49:19,5.0512,26.698,0.668,3.376,19.9,129
2015/04/18 08:49:20,5.0513,26.698,0.676,3.413,20.0,130
2015/04/18 08:49:21,5.0515,26.699,0.683,3.451,20.0,131
2015/04/18 08:49:22,5.0512,26.698,0.691,3.488,20.0,132
2015/04/18 08:49:23,5.0514,26.698,0.698,3.526,19.9,133
2015/04/18 08:49:24,5.0515,26.698,0.705,3.563,20.0,134
2015/04/18 08:49:25,5.0511,26.698,0.713,3.601,19.9,135
2015/04/18 08:49:26,5.0512,26.699,0.720,3.638,20.0,136
2015/04/18 08:49:27,5.0513,26.698,0.728,3.676,20.0,137
2015/04/18 08:49:28,5.0513,26.699,0.735,3.713,20.0,138
2015/04/18 08:49:29,5.0514,26.699,0.742,3.751,20.0,139
2015/04/18 08:49:30,5.0513,26.700,0.750,3.788,20.0,140
2015/04/18 08:49:31,5.0512,26.699,0.757,3.825,19.9,141
2015/04/18 08:49:32,5.0514,26.699,0.765,3.863,20.0,142
2015/04/18 08:49:33,5.0514,26.699,0.772,3.900,20.0,143
2015/04/18 08:49:34,5.0513,26.699,0.780,3.938,20.0,144
2015/04/18 08:49:35,5.0513,26.700,0.787,3.975,20.0,145
2015/04/18 08:49:36,5.0513,26.700,0.794,4.013,20.0,146
2015/04/18 08:49:37,5.0511,26.699,0.802,4.050,20.0,147
2015/04/18 08:49:38,5.0516,26.699,0.809,4.088,20.0,148
2015/04/18 08:49:39,5.0513,26.699,0.817,4.125,20.0,149
2015/04/18 08:49:40,5.0512,26.699,0.824,4.163,20.0,150
2015/04/18 08:49:41,5.0514,26.699,0.831,4.200,20.0,151
2015/04/18 08:49:42,5.0511,26.699,0.839,4.237,20.0,152
2015/04/18 08:49:43,5.0512,26.699,0.846,4.275,20.0,153
2015/04/18 08:49:44,5.0515,26.700,0.854,4.313,20.0,154
2015/04/18 08:49:45,5.0512,26.699,0.861,4.350,20.0,155
2015/04/18 08:49:46,5.0513,26.698,0.869,4.387,20.0,156
2015/04/18 08:49:47,5.0515,26.699,0.876,4.425,20.0,157
2015/04/18 08:49:48,5.0513,26.699,0.883,4.462,20.0,158
2015/04/18 08:49:49,5.0511,26.700,0.891,4.500,20.0,159
2015/04/18 08:49:50,5.0516,26.700,0.898,4.537,20.0,160
2015/04/18 08:49:51,5.0512,26.700,0.906,4.575,20.0,161
2015/04/18 08:49:52,5.0511,26.699,0.913,4.612,20.0,162
2015/04/18 08:49:53,5.0514,26.700,0.920,4.650,20.0,163
2015/04/18 08:49:54,5.0512,26.700,0.928,4.687,20.0,164
2015/04/18 08:49:55,5.0512,26.699,0.935,4.725,20.0,165
2015/04/18 08:49:56,5.0513,26.699,0.943,4.762,20.0,166
2015/04/18 08:49:57,5.0511,26.700,0.950,4.800,20.0,167
2015/04/18 08:49:58,5.0511,26.700,0.958,4.837,20.0,168
2015/04/18 08:49:59,5.0514,26.701,0.965,4.874,20.0,169
2015/04/18 08:50:00,5.0511,26.700,0.972,4.912,20.0,170
2015/04/18 08:50:01,5.0513,26.700,0.980,4.949,20.0,171
2015/04/18 08:50:02,5.0512,26.700,0.987,4.987,20.0,172
2015/04/18 08:50:03,5.0512,26.700,0.995,5.024,20.0,173
2015/04/18 08:50:04,5.0510,26.699,1.002,5.062,20.0,174
2015/04/18 08:50:05,5.0510,26.700,1.009,5.099,20.0,175
2015/04/18 08:50:06,5.0511,26.700,1.017,5.137,20.0,176
2015/04/18 08:50:07,5.0512,26.699,1.024,5.174,20.0,177
2015/04/18 08:50:08,5.0511,26.699,1.032,5.212,20.0,178
2015/04/18 08:50:09,5.0511,26.698,1.039,5.249,20.0,179
2015/04/18 08:50:10,5.0513,26.698,1.047,5.287,20.0,180
2015/04/18 08:50:11,5.0512,26.699,1.054,5.324,20.0,181
2015/04/18 08:50:12,5.0510,26.699,1.061,5.362,20.0,182
2015/04/18 08:50:13,5.0510,26.699,1.069,5.399,20.0,183
2015/04/18 08:50:14,5.0511,26.700,1.076,5.436,20.0,184
2015/04/18 08:50:15,5.0510,26.700,1.084,5.474,20.0,185
2015/04/18 08:50:16,5.0510,26.700,1.091,5.511,20.0,186
2015/04/18 08:50:17,5.0512,26.699,1.098,5.549,20.0,187
2015/04/18 08:50:18,5.0511,26.700,1.106,5.586,20.0,188
2015/04/18 08:50:19,5.0510,26.700,1.113,5.624,20.0,189
2015/04/18 08:50:20,5.0512,26.701,1.121,5.661,20.0,190
2015/04/18 08:50:21,5.0511,26.700,1.128,5.699,20.0,191
2015/04/18 08:50:22,5.0508,26.701,1.136,5.736,20.0,192
2015/04/18 08:50:23,5.0512,26.702,1.143,5.774,20.0,193
2015/04/18 08:50:24,5.0509,26.701,1.150,5.811,20.0,194
2015/04/18 08:50:25,5.0510,26.701,1.158,5.849,20.0,195
2015/04/18 08:50:26,5.0513,26.700,1.165,5.886,20.0,196
2015/04/18 08:50:27,5.0510,26.701,1.173,5.924,20.0,197
2015/04/18 08:50:28,5.0510,26.701,1.180,5.961,20.0,198
2015/04/18 08:50:29,5.0511,26.700,1.187,5.998,20.0,199
2015/04/18 08:50:30,5.0509,26.699,1.195,6.036,20.0,200
2015/04/18 08:50:31,5.0510,26.700,1.202,6.073,20.0,201
2015/04/18 08:50:32,5.0513,26.701,1.210,6.111,20.0,202
2015/04/18 08:50:33,5.0510,26.702,1.217,6.148,20.0,203
2015/04/18 08:50:34,5.0510,26.702,1.225,6.186,20.0,204
2015/04/18 08:50:35,5.0513,26.701,1.232,6.223,20.0,205
2015/04/18 08:50:36,5.0510,26.700,1.239,6.261,20.0,206
2015/04/18 08:50:37,5.0509,26.698,1.247,6.298,20.0,207
2015/04/18 08:50:38,5.0512,26.699,1.254,6.336,20.0,208
2015/04/18 08:50:39,5.0510,26.699,1.262,6.373,20.0,209
2015/04/18 08:50:40,5.0511,26.699,1.269,6.410,20.0,210
2015/04/18 08:50:41,5.0512,26.700,1.276,6.448,20.0,211
2015/04/18 08:50:42,5.0511,26.700,1.284,6.485,20.0,212
2015/04/18 08:50:43,5.0512,26.700,1.291,6.523,20.0,213
2015/04/18 08:50:44,5.0512,26.700,1.299,6.560,20.0,214
2015/04/18 08:50:45,5.0512,26.701,1.306,6.598,20.0,215
2015/04/18 08:50:46,5.0512,26.702,1.314,6.635,20.0,216
2015/04/18 08:50:47,5.0512,26.701,1.321,6.673,20.0,217
2015/04/18 08:50:48,5.0511,26.702,1.328,6.710,20.0,218
2015/04/18 08:50:49,5.0512,26.701,1.336,6.748,20.0,219
2015/04/18 08:50:50,5.0512,26.700,1.343,6.785,20.0,220
2015/04/18 08:50:51,5.0510,26.698,1.351,6.823,20.0,221
2015/04/18 08:50:52,5.0512,26.699,1.358,6.860,20.0,222
2015/04/18 08:50:53,5.0512,26.699,1.365,6.898,20.0,223
2015/04/18 08:50:54,5.0510,26.699,1.373,6.935,20.0,224
2015/04/18 08:50:55,5.0513,26.699,1.380,6.973,20.0,225
2015/04/18 08:50:56,5.0512,26.700,1.388,7.010,20.0,226
2015/04/18 08:50:57,5.0511,26.700,1.395,7.047,20.0,227
2015/04/18 08:50:58,5.0514,26.700,1.403,7.085,20.0,228
2015/04/18 08:50:59,5.0510,26.700,1.410,7.122,20.0,229
2015/04/18 08:51:00,5.0510,26.698,1.417,7.160,20.0,230
2015/04/18 08:51:01,5.0511,26.699,1.425,7.197,20.0,231
2015/04/18 08:51:02,5.0511,26.699,1.432,7.235,20.0,232
2015/04/18 08:51:03,5.0509,26.699,1.440,7.272,20.0,233
2015/04/18 08:51:04,5.0511,26.699,1.447,7.310,20.0,234
2015/04/18 08:51:05,5.0511,26.699,1.454,7.347,20.0,235
2015/04/18 08:51:06,5.0509,26.700,1.462,7.385,20.0,236
2015/04/18 08:51:07,5.0511,26.700,1.469,7.422,20.0,237
2015/04/18 08:51:08,5.0512,26.699,1.477,7.460,20.0,238
2015/04/18 08:51:09,5.0510,26.700,1.484,7.497,20.0,239
2015/04/18 08:51:10,5.0512,26.700,1.492,7.534,20.0,240
2015/04/18 08:51:11,5.0511,26.700,1.499,7.572,20.0,241
2015/04/18 08:51:12,5.0510,26.700,1.506,7.609,20.0,242
2015/04/18 08:51:13,5.0511,26.700,1.514,7.647,20.0,243
2015/04/18 08:51:14,5.0513,26.700,1.521,7.684,20.0,244
2015/04/18 08:51:15,5.0509,26.700,1.529,7.722,20.0,245
2015/04/18 08:51:16,5.0511,26.700,1.536,7.759,20.0,246
2015/04/18 08:51:17,5.0513,26.700,1.543,7.797,20.0,247
2015/04/18 08:51:18,5.0509,26.701,1.551,7.834,20.0,248
2015/04/18 08:51:19,5.0510,26.700,1.558,7.872,20.0,249
2015/04/18 08:51:20,5.0511,26.701,1.566,7.909,20.0,250
2015/04/18 08:51:21,5.0511,26.700,1.573,7.947,20.0,251
2015/04/18 08:51:22,5.0511,26.700,1.581,7.984,20.0,252
2015/04/18 08:51:23,5.0513,26.702,1.588,8.021,20.0,253
2015/04/18 08:51:24,5.0509,26.702,1.595,8.059,20.0,254
2015/04/18 08:51:25,5.0510,26.701,1.603,8.096,20.0,255
2015/04/18 08:51:26,5.0512,26.702,1.610,8.134,20.1,256
2015/04/18 08:51:27,5.0509,26.703,1.618,8.171,20.0,257
2015/04/18 08:51:28,5.0511,26.701,1.625,8.209,20.0,258
2015/04/18 08:51:29,5.0512,26.700,1.632,8.246,20.0,259
2015/04/18 08:51:30,5.0510,26.701,1.640,8.284,20.0,260
2015/04/18 08:51:31,5.0512,26.702,1.647,8.321,20.0,261
2015/04/18 08:51:32,5.0510,26.702,1.655,8.359,20.0,262
2015/04/18 08:51:33,5.0509,26.702,1.662,8.396,20.0,263
2015/04/18 08:51:34,5.0511,26.702,1.670,8.434,20.0,264
2015/04/18 08:51:35,5.0511,26.702,1.677,8.471,20.0,265
2015/04/18 08:51:36,5.0510,26.702,1.684,8.508,20.0,266
2015/04/18 08:51:37,5.0512,26.703,1.692,8.546,20.0,267
2015/04/18 08:51:38,5.0511,26.703,1.699,8.584,20.1,268
2015/04/18 08:51:39,5.0511,26.702,1.707,8.621,20.1,269
2015/04/18 08:51:40,5.0514,26.702,1.714,8.658,20.0,270
2015/04/18 08:51:41,5.0510,26.701,1.721,8.696,20.1,271
2015/04/18 08:51:42,5.0508,26.701,1.729,8.733,20.0,272
2015/04/18 08:51:43,5.0511,26.702,1.736,8.771,20.0,273
2015/04/18 08:51:44,5.0510,26.701,1.744,8.808,20.0,274
2015/04/18 08:51:45,5.0510,26.702,1.751,8.846,20.0,275
2015/04/18 08:51:46,5.0511,26.701,1.759,8.883,20.1,276
2015/04/18 08:51:47,5.0508,26.700,1.766,8.921,20.0,277
2015/04/18 08:51:48,5.0509,26.701,1.773,8.958,20.0,278
2015/04/18 08:51:49,5.0511,26.701,1.781,8.996,20.1,279
2015/04/18 08:51:50,5.0508,26.701,1.788,9.033,20.1,280
2015/04/18 08:51:51,5.0508,26.702,1.796,9.071,20.0,281
2015/04/18 08:51:52,5.0512,26.702,1.803,9.108,20.0,282
2015/04/18 08:51:53,5.0509,26.701,1.810,9.146,20.1,283
2015/04/18 08:51:54,5.0510,26.701,1.818,9.183,20.1,284
2015/04/18 08:51:55,5.0512,26.701,1.825,9.220,20.0,285
2015/04/18 08:51:56,5.0509,26.702,1.833,9.258,20.1,286
2015/04/18 08:51:57,5.0509,26.702,1.840,9.295,20.1,287
2015/04/18 08:51:58,5.0511,26.701,1.848,9.333,20.1,288
2015/04/18 08:51:59,5.0510,26.702,1.855,9.370,20.1,289
2015/04/18 08:52:00,5.0510,26.704,1.862,9.408,20.1,290
2015/04/18 08:52:01,5.0511,26.704,1.870,9.445,20.1,291
2015/04/18 08:52:02,5.0509,26.703,1.877,9.483,20.1,292
2015/04/18 08:52:03,5.0509,26.702,1.885,9.520,20.1,293
2015/04/18 08:52:04,5.0511,26.702,1.892,9.558,20.1,294
2015/04/18 08:52:05,5.0506,26.703,1.899,9.595,20.1,295
2015/04/18 08:52:06,5.0510,26.703,1.907,9.633,20.1,296
2015/04/18 08:52:07,5.0509,26.703,1.914,9.670,20.1,297
2015/04/18 08:52:08,5.0510,26.703,1.922,9.708,20.1,298
2015/04/18 08:52:09,5.0511,26.702,1.929,9.745,20.1,299
2015/04/18 08:52:10,5.0511,26.702,1.937,9.782,20.1,300
2015/04/18 08:52:11,5.0509,26.702,1.944,9.820,20.1,301
2015/04/18 08:52:12,5.0510,26.702,1.951,9.857,20.1,302
2015/04/18 08:52:13,5.0511,26.702,1.959,9.895,20.1,303
2015/04/18 08:52:14,5.0510,26.702,1.966,9.932,20.1,304
2015/04/18 08:52:15,5.0509,26.702,1.974,9.970,20.1,305
2015/04/18 08:52:16,5.0509,26.702,1.981,10.007,20.1,306
2015/04/18 08:52:17,5.0508,26.702,1.989,10.045,20.1,307
2015/04/18 08:52:18,5.0509,26.702,1.996,10.082,20.1,308
2015/04/18 08:52:19,5.0509,26.702,2.003,10.120,20.1,309
2015/04/18 08:52:20,5.0509,26.703,2.011,10.157,20.1,310
2015/04/18 08:52:21,5.0509,26.705,2.018,10.195,20.1,311
2015/04/18 08:52:22,5.0509,26.706,2.026,10.232,20.1,312
2015/04/18 08:52:23,5.0506,26.705,2.033,10.270,20.1,313
2015/04/18 08:52:24,5.0509,26.705,2.040,10.307,20.1,314
2015/04/18 08:52:25,5.0510,26.704,2.048,10.344,20.1,315
2015/04/18 08:52:26,5.0509,26.705,2.055,10.382,20.1,316
2015/04/18 08:52:27,5.0506,26.704,2.063,10.419,20.1,317
2015/04/18 08:52:28,5.0510,26.704,2.070,10.457,20.1,318
2015/04/18 08:52:29,5.0508,26.705,2.078,10.494,20.1,319
2015/04/18 08:52:30,5.0509,26.703,2.085,10.532,20.1,320
2015/04/18 08:52:31,5.0510,26.704,2.092,10.569,20.1,321
2015/04/18 08:52:32,5.0508,26.705,2.100,10.607,20.1,322
2015/04/18 08:52:33,5.0508,26.705,2.107,10.644,20.1,323
2015/04/18 08:52:34,5.0512,26.705,2.115,10.682,20.1,324
2015/04/18 08:52:35,5.0509,26.704,2.122,10.719,20.1,325
2015/04/18 08:52:36,5.0509,26.704,2.129,10.757,20.1,326
2015/04/18 08:52:37,5.0510,26.704,2.137,10.794,20.1,327
2015/04/18 08:52:38,5.0509,26.703,2.144,10.832,20.1,328
2015/04/18 08:52:39,5.0508,26.704,2.152,10.869,20.1,329
2015/04/18 08:52:40,5.0512,26.705,2.159,10.907,20.1,330
2015/04/18 08:52:41,5.0506,26.704,2.167,10.944,20.1,331
2015/04/18 08:52:42,5.0508,26.704,2.174,10.981,20.1,332
2015/04/18 08:52:43,5.0511,26.703,2.181,11.019,20.1,333
2015/04/18 08:52:44,5.0509,26.704,2.189,11.056,20.1,334
2015/04/18 08:52:45,5.0508,26.703,2.196,11.094,20.1,335
2015/04/18 08:52:46,5.0511,26.703,2.204,11.131,20.1,336
2015/04/18 08:52:47,5.0509,26.702,2.211,11.169,20.1,337
2015/04/18 08:52:48,5.0509,26.702,2.218,11.206,20.1,338
2015/04/18 08:52:49,5.0511,26.703,2.226,11.244,20.1,339
2015/04/18 08:52:50,5.0509,26.704,2.233,11.281,20.1,340
2015/04/18 08:52:51,5.0510,26.704,2.241,11.319,20.1,341
2015/04/18 08:52:52,5.0510,26.703,2.248,11.356,20.1,342
2015/04/18 08:52:53,5.0508,26.703,2.256,11.394,20.1,343
2015/04/18 08:52:54,5.0510,26.704,2.263,11.431,20.1,344
2015/04/18 08:52:55,5.0510,26.704,2.270,11.469,20.1,345
2015/04/18 08:52:56,5.0509,26.705,2.278,11.506,20.1,346
2015/04/18 08:52:57,5.0511,26.705,2.285,11.544,20.1,347
2015/04/18 08:52:58,5.0511,26.705,2.293,11.581,20.1,348
2015/04/18 08:52:59,5.0508,26.704,2.300,11.618,20.1,349
2015/04/18 08:53:00,5.0510,26.703,2.307,11.656,20.1,350
2015/04/18 08:53:01,5.0511,26.704,2.315,11.693,20.1,351
2015/04/18 08:53:02,5.0509,26.705,2.322,11.731,20.1,352
2015/04/18 08:53:03,5.0510,26.706,2.330,11.768,20.1,353
2015/04/18 08:53:04,5.0511,26.705,2.337,11.806,20.1,354
2015/04/18 08:53:05,5.0509,26.705,2.345,11.843,20.1,355
2015/04/18 08:53:06,5.0509,26.705,2.352,11.881,20.1,356
2015/04/18 08:53:07,5.0510,26.705,2.359,11.918,20.1,357
2015/04/18 08:53:08,5.0509,26.705,2.367,11.956,20.1,358
2015/04/18 08:53:09,5.0512,26.706,2.374,11.993,20.1,359
2015/04/18 08:53:10,5.0509,26.705,2.382,12.031,20.1,360
2015/04/18 08:53:11,5.0508,26.705,2.389,12.068,20.1,361
2015/04/18 08:53:12,5.0510,26.706,2.396,12.106,20.1,362
2015/04/18 08:53:13,5.0509,26.706,2.404,12.143,20.1,363
2015/04/18 08:53:14,5.0506,26.706,2.411,12.181,20.1,364
2015/04/18 08:53:15,5.0511,26.706,2.419,12.218,20.1,365
2015/04/18 08:53:16,5.0510,26.707,2.426,12.255,20.1,366
2015/04/18 08:53:17,5.0509,26.706,2.434,12.293,20.1,367
2015/04/18 08:53:18,5.0512,26.705,2.441,12.330,20.1,368
2015/04/18 08:53:19,5.0510,26.705,2.448,12.368,20.1,369
2015/04/18 08:53:20,5.0508,26.705,2.456,12.405,20.1,370
2015/04/18 08:53:21,5.0511,26.706,2.463,12.443,20.1,371
2015/04/18 08:53:22,5.0511,26.705,2.471,12.480,20.1,372
2015/04/18 08:53:23,5.0509,26.705,2.478,12.518,20.1,373
2015/04/18 08:53:24,5.0509,26.705,2.486,12.555,20.1,374
2015/04/18 08:53:25,5.0512,26.705,2.493,12.593,20.1,375
2015/04/18 08:53:26,5.0510,26.706,2.500,12.630,20.1,376
2015/04/18 08:53:27,5.0511,26.705,2.508,12.668,20.1,377
2015/04/18 08:53:28,5.0511,26.705,2.515,12.705,20.1,378
2015/04/18 08:53:29,5.0509,26.705,2.523,12.743,20.1,379
2015/04/18 08:53:30,5.0512,26.706,2.530,12.780,20.1,380
2015/04/18 08:53:31,5.0511,26.706,2.537,12.818,20.1,381
2015/04/18 08:53:32,5.0509,26.705,2.545,12.855,20.1,382
2015/04/18 08:53:33,5.0511,26.705,2.552,12.892,20.1,383
2015/04/18 08:53:34,5.0511,26.707,2.560,12.930,20.1,384
2015/04/18 08:53:35,5.0509,26.706,2.567,12.967,20.1,385
2015/04/18 08:53:36,5.0509,26.705,2.575,13.005,20.1,386
2015/04/18 08:53:37,5.0512,26.705,2.582,13.042,20.1,387
2015/04/18 08:53:38,5.0510,26.705,2.589,13.080,20.1,388
2015/04/18 08:53:39,5.0510,26.705,2.597,13.117,20.1,389
2015/04/18 08:53:40,5.0513,26.707,2.604,13.155,20.1,390
2015/04/18 08:53:41,5.0509,26.707,2.612,13.192,20.1,391
2015/04/18 08:53:42,5.0509,26.707,2.619,13.230,20.1,392
2015/04/18 08:53:43,5.0512,26.706,2.626,13.267,20.1,393
2015/04/18 08:53:44,5.0509,26.707,2.634,13.305,20.1,394
2015/04/18 08:53:45,5.0511,26.708,2.641,13.342,20.1,395
2015/04/18 08:53:46,5.0512,26.706,2.649,13.380,20.1,396
2015/04/18 08:53:47,5.0509,26.707,2.656,13.417,20.1,397
2015/04/18 08:53:48,5.0508,26.707,2.664,13.455,20.1,398
2015/04/18 08:53:49,5.0510,26.707,2.671,13.492,20.1,399
2015/04/18 08:53:50,5.0509,26.707,2.678,13.530,20.1,400
2015/04/18 08:53:51,5.0510,26.707,2.686,13.567,20.1,401
2015/04/18 08:53:52,5.0510,26.706,2.693,13.604,20.1,402
