2015/04/18 08:47:25,V,mA,mAh,mWh,T,S
2015/04/18 11:29:37,5.0541,5.009,49.371,249.401,18.1,9748
2015/04/18 11:29:38,5.0543,5.012,49.372,249.408,18.1,9749
2015/04/18 11:29:39,5.0540,5.002,49.374,249.415,18.1,9750
2015/04/18 11:29:40,5.0540,5.007,49.375,249.422,18.1,9751
2015/04/18 11:29:41,5.0541,5.003,49.377,249.430,18.1,9752
2015/04/18 11:29:42,5.0539,4.997,49.378,249.437,18.1,9753
2015/04/18 11:29:43,5.0542,4.999,49.380,249.444,18.1,9754
2015/04/18 11:29:44,5.0540,5.015,49.381,249.451,18.1,9755
2015/04/18 11:29:45,5.0542,4.980,49.383,249.459,18.1,9756
2015/04/18 11:29:46,5.0543,4.896,49.384,249.466,18.2,9757
2015/04/18 11:29:47,5.0543,4.884,49.385,249.473,18.2,9758
2015/04/18 11:29:48,5.0542,4.878,49.387,249.480,18.2,9759
2015/04/18 11:29:49,5.0542,4.894,49.388,249.487,18.2,9760
2015/04/18 11:29:50,5.0541,4.879,49.390,249.494,18.2,9761
2015/04/18 11:29:51,5.0541,4.882,49.391,249.501,18.2,9762
2015/04/18 11:29:52,5.0542,4.886,49.392,249.508,18.2,9763
2015/04/18 11:29:53,5.0542,4.878,49.394,249.515,18.3,9764
2015/04/18 11:29:54,5.0542,4.878,49.395,249.523,18.2,9765
2015/04/18 11:29:55,5.0542,4.880,49.397,249.530,18.2,9766
2015/04/18 11:29:56,5.0541,4.880,49.398,249.537,18.3,9767
2015/04/18 11:29:57,5.0542,4.875,49.399,249.544,18.3,9768
2015/04/18 11:29:58,5.0542,4.876,49.401,249.551,18.3,9769
2015/04/18 11:29:59,5.0543,4.880,49.402,249.558,18.3,9770
2015/04/18 11:30:00,5.0541,4.871,49.404,249.565,18.3,9771
2015/04/18 11:30:01,5.0543,4.882,49.405,249.572,18.3,9772
2015/04/18 11:30:02,5.0543,4.880,49.406,249.579,18.3,9773
2015/04/18 11:30:03,5.0540,4.865,49.408,249.586,18.3,9774
2015/04/18 11:30:04,5.0543,4.879,49.409,249.593,18.3,9775
2015/04/18 11:30:05,5.0542,4.876,49.410,249.600,18.3,9776
2015/04/18 11:30:06,5.0541,4.875,49.412,249.607,18.3,9777
2015/04/18 11:30:07,5.0544,4.884,49.413,249.615,18.3,9778
2015/04/18 11:30:08,5.0545,4.872,49.415,249.622,18.3,9779
2015/04/18 11:30:09,5.0542,4.873,49.416,249.629,18.3,9780
2015/04/18 11:30:10,5.0544,4.881,49.418,249.636,18.3,9781
2015/04/18 11:30:11,5.0542,4.875,49.419,249.643,18.3,9782
2015/04/18 11:30:12,5.0541,4.873,49.420,249.650,18.3,9783
2015/04/18 11:30:13,5.0544,4.868,49.422,249.657,18.3,9784
2015/04/18 11:30:14,5.0541,4.870,49.423,249.664,18.3,9785
2015/04/18 11:30:15,5.0541,4.865,49.425,249.671,18.3,9786
2015/04/18 11:30:16,5.0543,4.864,49.426,249.678,18.3,9787
2015/04/18 11:30:17,5.0543,4.863,49.427,249.685,18.3,9788
2015/04/18 11:30:18,5.0543,4.878,49.429,249.692,18.3,9789
2015/04/18 11:30:19,5.0543,4.872,49.430,249.699,18.3,9790
2015/04/18 11:30:20,5.0544,4.874,49.432,249.706,18.3,9791
2015/04/18 11:30:21,5.0543,4.880,49.433,249.713,18.3,9792
2015/04/18 11:30:22,5.0541,4.877,49.434,249.720,18.3,9793
2015/04/18 11:30:23,5.0544,4.879,49.436,249.727,18.3,9794
2015/04/18 11:30:24,5.0542,4.888,49.437,249.734,18.3,9795
2015/04/18 11:30:25,5.0544,4.879,49.438,249.741,18.3,9796
2015/04/18 11:30:26,5.0545,4.880,49.440,249.748,18.3,9797
2015/04/18 11:30:27,5.0542,4.891,49.441,249.755,18.3,9798
2015/04/18 11:30:28,5.0543,4.878,49.443,249.762,18.3,9799
2015/04/18 11:30:29,5.0545,4.880,49.444,249.769,18.3,9800
2015/04/18 11:30:30,5.0543,4.887,49.445,249.776,18.3,9801
2015/04/18 11:30:31,5.0542,4.880,49.447,249.783,18.3,9802
2015/04/18 11:30:32,5.0543,4.890,49.448,249.790,18.3,9803
2015/04/18 11:30:33,5.0542,4.890,49.449,249.797,18.3,9804
2015/04/18 11:30:34,5.0544,4.882,49.451,249.804,18.3,9805
2015/04/18 11:30:35,5.0543,4.885,49.452,249.811,18.3,9806
2015/04/18 11:30:36,5.0542,4.893,49.454,249.818,18.3,9807
2015/04/18 11:30:37,5.0542,4.886,49.455,249.825,18.3,9808
2015/04/18 11:30:38,5.0543,4.883,49.456,249.832,18.3,9809
2015/04/18 11:30:39,5.0541,4.886,49.458,249.839,18.3,9810
2015/04/18 11:30:40,5.0542,4.880,49.459,249.846,18.3,9811
2015/04/18 11:30:41,5.0543,4.888,49.461,249.853,18.3,9812
2015/04/18 11:30:42,5.0541,4.896,49.462,249.860,18.3,9813
2015/04/18 11:30:43,5.0543,4.886,49.463,249.867,18.3,9814
2015/04/18 11:30:44,5.0542,4.889,49.465,249.874,18.4,9815
2015/04/18 11:30:45,5.0542,4.896,49.466,249.881,18.4,9816
2015/04/18 11:30:46,5.0542,4.884,49.468,249.888,18.4,9817
2015/04/18 11:30:47,5.0542,4.885,49.469,249.895,18.4,9818
2015/04/18 11:30:48,5.0541,4.886,49.470,249.902,18.4,9819
2015/04/18 11:30:49,5.0542,4.882,49.472,249.910,18.4,9820
2015/04/18 11:30:50,5.0543,4.892,49.473,249.917,18.3,9821
2015/04/18 11:30:51,5.0542,4.896,49.474,249.924,18.3,9822
2015/04/18 11:30:52,5.0544,4.891,49.476,249.931,18.3,9823
2015/04/18 11:30:53,5.0543,4.884,49.477,249.938,18.3,9824
2015/04/18 11:30:54,5.0543,4.888,49.479,249.945,18.3,9825
2015/04/18 11:30:55,5.0543,4.891,49.480,249.952,18.3,9826
2015/04/18 11:30:56,5.0543,4.890,49.481,249.959,18.3,9827
2015/04/18 11:30:57,5.0544,4.893,49.483,249.966,18.3,9828
2015/04/18 11:30:58,5.0543,4.879,49.484,249.973,18.3,9829
2015/04/18 11:30:59,5.0541,4.882,49.486,249.980,18.3,9830
2015/04/18 11:31:00,5.0542,4.899,49.487,249.987,18.3,9831
2015/04/18 11:31:01,5.0542,4.890,49.488,249.994,18.3,9832
2015/04/18 11:31:02,5.0543,4.888,49.490,250.001,18.3,9833
2015/04/18 11:31:03,5.0543,4.896,49.491,250.008,18.3,9834
2015/04/18 11:31:04,5.0544,4.889,49.493,250.015,18.3,9835
2015/04/18 11:31:05,5.0541,4.893,49.494,250.022,18.3,9836
2015/04/18 11:31:06,5.0543,4.899,49.495,250.029,18.3,9837
2015/04/18 11:31:07,5.0543,4.891,49.497,250.036,18.3,9838
2015/04/18 11:31:08,5.0543,4.885,49.498,250.043,18.3,9839
2015/04/18 11:31:09,5.0542,4.901,49.500,250.050,18.2,9840
2015/04/18 11:31:10,5.0544,4.897,49.501,250.057,18.2,9841
2015/04/18 11:31:11,5.0543,4.892,49.502,250.064,18.2,9842
2015/04/18 11:31:12,5.0542,4.906,49.504,250.071,18.1,9843
2015/04/18 11:31:13,5.0545,4.897,49.505,250.078,18.1,9844
2015/04/18 11:31:14,5.0542,4.891,49.507,250.085,18.1,9845
2015/04/18 11:31:15,5.0544,4.904,49.508,250.093,18.1,9846
2015/04/18 11:31:16,5.0543,4.881,49.509,250.100,18.1,9847
2015/04/18 11:31:17,5.0538,5.036,49.511,250.107,18.1,9848
2015/04/18 11:31:18,5.0538,4.991,49.512,250.114,18.2,9849
2015/04/18 11:31:19,5.0537,4.982,49.514,250.121,18.2,9850
2015/04/18 11:31:20,5.0538,4.997,49.515,250.128,18.2,9851
2015/04/18 11:31:21,5.0537,4.991,49.516,250.135,18.1,9852
2015/04/18 11:31:22,5.0539,4.988,49.518,250.142,18.2,9853
2015/04/18 11:31:23,5.0537,5.004,49.519,250.149,18.2,9854
2015/04/18 11:31:24,5.0537,4.996,49.521,250.156,18.2,9855
2015/04/18 11:31:25,5.0538,4.995,49.522,250.163,18.2,9856
2015/04/18 11:31:26,5.0535,5.000,49.523,250.170,18.2,9857
2015/04/18 11:31:27,5.0537,4.993,49.525,250.178,18.2,9858
2015/04/18 11:31:28,5.0537,4.992,49.526,250.185,18.2,9859
2015/04/18 11:31:29,5.0536,5.000,49.528,250.192,18.2,9860
2015/04/18 11:31:30,5.0537,5.000,49.529,250.199,18.2,9861
2015/04/18 11:31:31,5.0537,4.987,49.530,250.206,18.2,9862
2015/04/18 11:31:32,5.0535,5.007,49.532,250.213,18.2,9863
2015/04/18 11:31:33,5.0537,5.004,49.533,250.220,18.2,9864
2015/04/18 11:31:34,5.0537,4.990,49.535,250.227,18.2,9865
2015/04/18 11:31:35,5.0538,5.014,49.536,250.234,18.3,9866
2015/04/18 11:31:36,5.0536,4.998,49.537,250.241,18.2,9867
2015/04/18 11:31:37,5.0537,4.994,49.539,250.248,18.2,9868
2015/04/18 11:31:38,5.0536,5.009,49.540,250.255,18.2,9869
2015/04/18 11:31:39,5.0537,4.993,49.541,250.262,18.2,9870
2015/04/18 11:31:40,5.0535,4.998,49.543,250.269,18.2,9871
2015/04/18 11:31:41,5.0534,5.009,49.544,250.277,18.2,9872
2015/04/18 11:31:42,5.0537,5.002,49.546,250.284,18.2,9873
2015/04/18 11:31:43,5.0536,5.003,49.547,250.291,18.2,9874
2015/04/18 11:31:44,5.0536,5.009,49.549,250.298,18.2,9875
2015/04/18 11:31:45,5.0536,5.007,49.550,250.305,18.2,9876
2015/04/18 11:31:46,5.0535,4.999,49.551,250.312,18.2,9877
2015/04/18 11:31:47,5.0535,5.014,49.553,250.319,18.3,9878
2015/04/18 11:31:48,5.0537,5.010,49.554,250.326,18.3,9879
2015/04/18 11:31:49,5.0538,4.989,49.555,250.333,18.3,9880
2015/04/18 11:31:50,5.0537,5.018,49.557,250.340,18.3,9881
2015/04/18 11:31:51,5.0534,5.011,49.558,250.347,18.3,9882
2015/04/18 11:31:52,5.0536,5.001,49.560,250.354,18.4,9883
2015/04/18 11:31:53,5.0537,5.022,49.561,250.361,18.3,9884
2015/04/18 11:31:54,5.0536,5.004,49.562,250.368,18.4,9885
2015/04/18 11:31:55,5.0539,5.007,49.564,250.375,18.4,9886
2015/04/18 11:31:56,5.0535,5.023,49.565,250.382,18.4,9887
2015/04/18 11:31:57,5.0536,5.011,49.567,250.390,18.3,9888
2015/04/18 11:31:58,5.0536,5.008,49.568,250.397,18.4,9889
2015/04/18 11:31:59,5.0536,5.011,49.569,250.404,18.4,9890
2015/04/18 11:32:00,5.0535,5.009,49.571,250.411,18.4,9891
2015/04/18 11:32:01,5.0539,5.010,49.572,250.418,18.4,9892
2015/04/18 11:32:02,5.0537,5.016,49.574,250.425,18.4,9893
2015/04/18 11:32:03,5.0536,5.020,49.575,250.432,18.4,9894
2015/04/18 11:32:04,5.0538,5.008,49.576,250.439,18.4,9895
2015/04/18 11:32:05,5.0535,5.021,49.578,250.446,18.4,9896
2015/04/18 11:32:06,5.0536,5.022,49.579,250.453,18.4,9897
2015/04/18 11:32:07,5.0539,5.001,49.581,250.460,18.3,9898
2015/04/18 11:32:08,5.0534,5.021,49.582,250.467,18.3,9899
2015/04/18 11:32:09,5.0536,5.013,49.583,250.474,18.3,9900
2015/04/18 11:32:10,5.0537,5.007,49.585,250.481,18.3,9901
2015/04/18 11:32:11,5.0534,5.028,49.586,250.488,18.3,9902
2015/04/18 11:32:12,5.0536,5.012,49.588,250.495,18.3,9903
2015/04/18 11:32:13,5.0537,5.010,49.589,250.502,18.3,9904
2015/04/18 11:32:14,5.0535,5.029,49.590,250.509,18.3,9905
2015/04/18 11:32:15,5.0535,5.016,49.592,250.516,18.4,9906
2015/04/18 11:32:16,5.0536,5.018,49.593,250.523,18.4,9907
2015/04/18 11:32:17,5.0534,5.022,49.595,250.530,18.4,9908
2015/04/18 11:32:18,5.0542,5.017,49.596,250.538,18.4,9909
2015/04/18 11:32:19,5.0545,4.862,49.597,250.544,18.4,9910
2015/04/18 11:32:20,5.0542,4.868,49.599,250.551,18.4,9911
2015/04/18 11:32:21,5.0543,4.879,49.600,250.558,18.4,9912
2015/04/18 11:32:22,5.0544,4.867,49.601,250.565,18.4,9913
2015/04/18 11:32:23,5.0544,4.871,49.603,250.572,18.4,9914
2015/04/18 11:32:24,5.0545,4.874,49.604,250.579,18.4,9915
2015/04/18 11:32:25,5.0545,4.869,49.606,250.586,18.4,9916
2015/04/18 11:32:26,5.0545,4.879,49.607,250.593,18.4,9917
2015/04/18 11:32:27,5.0545,4.875,49.608,250.600,18.4,9918
2015/04/18 11:32:28,5.0544,4.865,49.610,250.607,18.4,9919
2015/04/18 11:32:29,5.0543,4.872,49.611,250.614,18.4,9920
2015/04/18 11:32:30,5.0543,4.876,49.613,250.621,18.4,9921
2015/04/18 11:32:31,5.0543,4.873,49.614,250.628,18.4,9922
2015/04/18 11:32:32,5.0543,4.873,49.615,250.635,18.4,9923
2015/04/18 11:32:33,5.0544,4.878,49.617,250.642,18.4,9924
2015/04/18 11:32:34,5.0544,4.878,49.618,250.649,18.4,9925
2015/04/18 11:32:35,5.0544,4.876,49.619,250.656,18.3,9926
2015/04/18 11:32:36,5.0545,4.882,49.621,250.664,18.3,9927
2015/04/18 11:32:37,5.0543,4.872,49.622,250.671,18.3,9928
2015/04/18 11:32:38,5.0543,4.871,49.624,250.678,18.3,9929
2015/04/18 11:32:39,5.0544,4.882,49.625,250.685,18.3,9930
2015/04/18 11:32:40,5.0543,4.868,49.626,250.692,18.3,9931
2015/04/18 11:32:41,5.0539,5.001,49.628,250.699,18.3,9932
2015/04/18 11:32:42,5.0541,4.949,49.629,250.706,18.3,9933
2015/04/18 11:32:43,5.0541,4.917,49.631,250.713,18.3,9934
2015/04/18 11:32:44,5.0540,4.922,49.632,250.720,18.2,9935
2015/04/18 11:32:45,5.0541,4.921,49.633,250.727,18.2,9936
2015/04/18 11:32:46,5.0541,4.908,49.635,250.734,18.2,9937
2015/04/18 11:32:47,5.0539,4.928,49.636,250.741,18.3,9938
2015/04/18 11:32:48,5.0540,4.923,49.638,250.748,18.3,9939
2015/04/18 11:32:49,5.0540,4.910,49.639,250.755,18.3,9940
2015/04/18 11:32:50,5.0541,4.932,49.640,250.762,18.3,9941
2015/04/18 11:32:51,5.0542,4.921,49.642,250.769,18.2,9942
2015/04/18 11:32:52,5.0542,4.913,49.643,250.777,18.3,9943
2015/04/18 11:32:53,5.0541,4.935,49.645,250.784,18.2,9944
2015/04/18 11:32:54,5.0541,4.918,49.646,250.791,18.2,9945
2015/04/18 11:32:55,5.0539,4.917,49.647,250.798,18.2,9946
2015/04/18 11:32:56,5.0540,4.933,49.649,250.805,18.2,9947
2015/04/18 11:32:57,5.0540,4.923,49.650,250.812,18.2,9948
2015/04/18 11:32:58,5.0539,4.922,49.652,250.819,18.3,9949
2015/04/18 11:32:59,5.0540,4.923,49.653,250.826,18.3,9950
2015/04/18 11:33:00,5.0542,4.928,49.654,250.833,18.3,9951
2015/04/18 11:33:01,5.0541,4.932,49.656,250.840,18.2,9952
2015/04/18 11:33:02,5.0539,4.933,49.657,250.847,18.3,9953
2015/04/18 11:33:03,5.0540,4.930,49.659,250.854,18.3,9954
2015/04/18 11:33:04,5.0540,4.923,49.660,250.861,18.3,9955
2015/04/18 11:33:05,5.0540,4.931,49.661,250.868,18.3,9956
2015/04/18 11:33:06,5.0539,4.936,49.663,250.876,18.3,9957
2015/04/18 11:33:07,5.0541,4.928,49.664,250.883,18.3,9958
2015/04/18 11:33:08,5.0539,4.943,49.666,250.890,18.2,9959
2015/04/18 11:33:09,5.0539,4.937,49.667,250.897,18.2,9960
2015/04/18 11:33:10,5.0541,4.930,49.668,250.904,18.1,9961
2015/04/18 11:33:11,5.0541,4.944,49.670,250.911,18.1,9962
2015/04/18 11:33:12,5.0539,4.934,49.671,250.918,18.1,9963
2015/04/18 11:33:13,5.0540,4.936,49.673,250.925,18.1,9964
2015/04/18 11:33:14,5.0539,4.945,49.674,250.932,18.1,9965
2015/04/18 11:33:15,5.0541,4.938,49.675,250.939,18.1,9966
2015/04/18 11:33:16,5.0536,5.029,49.677,250.946,18.1,9967
2015/04/18 11:33:17,5.0535,5.094,49.678,250.954,18.1,9968
2015/04/18 11:33:18,5.0536,5.063,49.680,250.961,18.1,9969
2015/04/18 11:33:19,5.0535,5.075,49.681,250.967,18.1,9970
2015/04/18 11:33:20,5.0535,5.074,49.682,250.974,18.1,9971
2015/04/18 11:33:21,5.0536,5.057,49.684,250.981,18.0,9972
2015/04/18 11:33:22,5.0536,5.070,49.685,250.988,18.0,9973
2015/04/18 11:33:23,5.0534,5.072,49.687,250.995,18.1,9974
2015/04/18 11:33:24,5.0536,5.062,49.688,251.002,18.1,9975
2015/04/18 11:33:25,5.0536,5.063,49.689,251.009,18.1,9976
2015/04/18 11:33:26,5.0535,5.069,49.691,251.016,18.1,9977
2015/04/18 11:33:27,5.0536,5.059,49.692,251.023,18.1,9978
2015/04/18 11:33:28,5.0534,5.068,49.693,251.030,18.1,9979
2015/04/18 11:33:29,5.0536,5.066,49.695,251.037,18.1,9980
2015/04/18 11:33:30,5.0537,5.046,49.696,251.044,18.1,9981
2015/04/18 11:33:31,5.0536,5.058,49.697,251.051,18.1,9982
2015/04/18 11:33:32,5.0536,5.072,49.699,251.058,18.1,9983
2015/04/18 11:33:33,5.0535,5.052,49.700,251.064,18.1,9984
2015/04/18 11:33:34,5.0535,5.052,49.702,251.071,18.1,9985
2015/04/18 11:33:35,5.0535,5.057,49.703,251.078,18.2,9986
2015/04/18 11:33:36,5.0536,5.045,49.704,251.085,18.2,9987
2015/04/18 11:33:37,5.0536,5.058,49.706,251.092,18.2,9988
2015/04/18 11:33:38,5.0535,5.058,49.707,251.099,18.2,9989
2015/04/18 11:33:39,5.0536,5.043,49.708,251.106,18.2,9990
2015/04/18 11:33:40,5.0535,5.050,49.710,251.113,18.2,9991
2015/04/18 11:33:41,5.0536,5.058,49.711,251.120,18.2,9992
2015/04/18 11:33:42,5.0537,5.044,49.713,251.127,18.2,9993
2015/04/18 11:33:43,5.0538,5.046,49.714,251.134,18.2,9994
2015/04/18 11:33:44,5.0536,5.049,49.715,251.141,18.2,9995
2015/04/18 11:33:45,5.0538,5.040,49.717,251.148,18.2,9996
2015/04/18 11:33:46,5.0535,5.043,49.718,251.154,18.2,9997
2015/04/18 11:33:47,5.0536,5.049,49.719,251.161,18.2,9998
2015/04/18 11:33:48,5.0538,5.033,49.721,251.168,18.2,9999
2015/04/18 11:33:49,5.0538,5.031,49.722,251.175,18.2,10000
2015/04/18 11:33:50,5.0537,5.039,49.724,251.182,18.2,10001
2015/04/18 11:33:51,5.0538,5.034,49.725,251.189,18.2,10002
2015/04/18 11:33:52,5.0537,5.032,49.726,251.196,18.3,10003
2015/04/18 11:33:53,5.0537,5.026,49.728,251.203,18.3,10004
2015/04/18 11:33:54,5.0539,5.021,49.729,251.210,18.3,10005
2015/04/18 11:33:55,5.0537,5.023,49.730,251.217,18.3,10006
2015/04/18 11:33:56,5.0537,5.023,49.732,251.224,18.3,10007
2015/04/18 11:33:57,5.0538,5.021,49.733,251.230,18.3,10008
2015/04/18 11:33:58,5.0537,5.016,49.734,251.237,18.3,10009
2015/04/18 11:33:59,5.0535,5.023,49.736,251.244,18.3,10010
2015/04/18 11:34:00,5.0538,5.021,49.737,251.251,18.3,10011
2015/04/18 11:34:01,5.0535,5.021,49.739,251.258,18.3,10012
2015/04/18 11:34:02,5.0538,5.018,49.740,251.265,18.3,10013
2015/04/18 11:34:03,5.0538,5.011,49.741,251.272,18.3,10014
2015/04/18 11:34:04,5.0536,5.018,49.743,251.279,18.3,10015
2015/04/18 11:34:05,5.0536,5.021,49.744,251.286,18.3,10016
2015/04/18 11:34:06,5.0540,5.011,49.745,251.293,18.3,10017
2015/04/18 11:34:07,5.0536,5.012,49.747,251.299,18.3,10018
2015/04/18 11:34:08,5.0538,5.014,49.748,251.306,18.2,10019
2015/04/18 11:34:09,5.0538,5.006,49.749,251.313,18.2,10020
2015/04/18 11:34:10,5.0536,5.008,49.751,251.320,18.2,10021
2015/04/18 11:34:11,5.0535,5.010,49.752,251.327,18.2,10022
2015/04/18 11:34:12,5.0538,5.003,49.754,251.334,18.2,10023
2015/04/18 11:34:13,5.0537,5.007,49.755,251.341,18.2,10024
2015/04/18 11:34:14,5.0538,5.008,49.756,251.348,18.2,10025
2015/04/18 11:34:15,5.0537,4.997,49.758,251.355,18.2,10026
2015/04/18 11:34:16,5.0534,5.017,49.759,251.361,18.2,10027
2015/04/18 11:34:17,5.0534,5.041,49.760,251.368,18.2,10028
2015/04/18 11:34:18,5.0535,5.051,49.762,251.375,18.1,10029
2015/04/18 11:34:19,5.0534,5.056,49.763,251.382,18.1,10030
2015/04/18 11:34:20,5.0534,5.064,49.764,251.389,18.1,10031
2015/04/18 11:34:21,5.0536,5.045,49.766,251.396,18.1,10032
2015/04/18 11:34:22,5.0535,5.051,49.767,251.403,18.1,10033
2015/04/18 11:34:23,5.0535,5.066,49.769,251.410,18.1,10034
2015/04/18 11:34:24,5.0534,5.050,49.770,251.417,18.1,10035
2015/04/18 11:34:25,5.0534,5.056,49.771,251.424,18.1,10036
2015/04/18 11:34:26,5.0533,5.060,49.773,251.431,18.1,10037
2015/04/18 11:34:27,5.0535,5.044,49.774,251.437,18.1,10038
2015/04/18 11:34:28,5.0535,5.056,49.775,251.444,18.1,10039
2015/04/18 11:34:29,5.0533,5.058,49.777,251.451,18.0,10040
2015/04/18 11:34:30,5.0535,5.043,49.778,251.458,18.1,10041
2015/04/18 11:34:31,5.0533,5.044,49.779,251.465,18.0,10042
2015/04/18 11:34:32,5.0535,5.053,49.781,251.472,18.0,10043
2015/04/18 11:34:33,5.0536,5.042,49.782,251.479,18.0,10044
2015/04/18 11:34:34,5.0535,5.040,49.784,251.486,18.0,10045
2015/04/18 11:34:35,5.0534,5.046,49.785,251.493,18.0,10046
2015/04/18 11:34:36,5.0536,5.038,49.786,251.500,18.0,10047
2015/04/18 11:34:37,5.0535,5.042,49.788,251.506,18.0,10048
2015/04/18 11:34:38,5.0536,5.049,49.789,251.513,18.0,10049
2015/04/18 11:34:39,5.0535,5.028,49.790,251.520,18.0,10050
2015/04/18 11:34:40,5.0535,5.031,49.792,251.527,18.0,10051
2015/04/18 11:34:41,5.0536,5.047,49.793,251.534,18.0,10052
2015/04/18 11:34:42,5.0535,5.031,49.794,251.541,18.0,10053
2015/04/18 11:34:43,5.0535,5.033,49.796,251.548,18.0,10054
2015/04/18 11:34:44,5.0535,5.036,49.797,251.555,18.0,10055
2015/04/18 11:34:45,5.0537,5.022,49.799,251.562,18.0,10056
2015/04/18 11:34:46,5.0535,5.038,49.800,251.569,18.0,10057
2015/04/18 11:34:47,5.0534,5.040,49.801,251.575,18.0,10058
2015/04/18 11:34:48,5.0538,5.024,49.803,251.582,18.0,10059
2015/04/18 11:34:49,5.0535,5.020,49.804,251.589,18.0,10060
2015/04/18 11:34:50,5.0534,5.035,49.805,251.596,18.0,10061
2015/04/18 11:34:51,5.0536,5.029,49.807,251.603,18.0,10062
2015/04/18 11:34:52,5.0534,5.029,49.808,251.610,18.0,10063
2015/04/18 11:34:53,5.0534,5.030,49.809,251.617,18.0,10064
2015/04/18 11:34:54,5.0537,5.019,49.811,251.624,18.0,10065
2015/04/18 11:34:55,5.0535,5.029,49.812,251.631,18.0,10066
2015/04/18 11:34:56,5.0535,5.028,49.814,251.638,18.0,10067
2015/04/18 11:34:57,5.0537,5.023,49.815,251.644,18.0,10068
2015/04/18 11:34:58,5.0535,5.021,49.816,251.651,18.0,10069
2015/04/18 11:34:59,5.0536,5.017,49.818,251.658,17.9,10070
2015/04/18 11:35:00,5.0539,5.014,49.819,251.665,17.9,10071
2015/04/18 11:35:01,5.0535,5.016,49.820,251.672,17.9,10072
2015/04/18 11:35:02,5.0534,5.013,49.822,251.679,18.0,10073
2015/04/18 11:35:03,5.0536,5.010,49.823,251.686,18.0,10074
2015/04/18 11:35:04,5.0535,5.009,49.824,251.693,18.0,10075
2015/04/18 11:35:05,5.0536,5.008,49.826,251.699,18.0,10076
2015/04/18 11:35:06,5.0536,5.001,49.827,251.706,18.0,10077
2015/04/18 11:35:07,5.0535,5.001,49.829,251.713,18.0,10078
2015/04/18 11:35:08,5.0537,5.004,49.830,251.720,18.0,10079
2015/04/18 11:35:09,5.0538,4.995,49.831,251.727,18.0,10080
2015/04/18 11:35:10,5.0535,5.006,49.833,251.734,18.0,10081
2015/04/18 11:35:11,5.0535,5.009,49.834,251.741,18.0,10082
2015/04/18 11:35:12,5.0536,4.993,49.835,251.748,18.0,10083
2015/04/18 11:35:13,5.0536,4.998,49.837,251.754,18.0,10084
2015/04/18 11:35:14,5.0535,5.000,49.838,251.761,18.0,10085
2015/04/18 11:35:15,5.0537,4.992,49.839,251.768,18.0,10086
2015/04/18 11:35:16,5.0534,5.011,49.841,251.775,18.0,10087
2015/04/18 11:35:17,5.0534,4.977,49.842,251.782,18.0,10088
2015/04/18 11:35:18,5.0537,4.958,49.843,251.789,18.1,10089
2015/04/18 11:35:19,5.0535,4.972,49.845,251.796,18.1,10090
2015/04/18 11:35:20,5.0535,4.979,49.846,251.802,18.0,10091
2015/04/18 11:35:21,5.0535,4.966,49.848,251.809,18.1,10092
2015/04/18 11:35:22,5.0533,4.967,49.849,251.816,18.1,10093
2015/04/18 11:35:23,5.0536,4.976,49.850,251.823,18.1,10094
2015/04/18 11:35:24,5.0534,4.967,49.852,251.830,18.1,10095
2015/04/18 11:35:25,5.0534,4.967,49.853,251.836,18.1,10096
2015/04/18 11:35:26,5.0538,4.973,49.854,251.843,18.1,10097
2015/04/18 11:35:27,5.0536,4.953,49.856,251.850,18.1,10098
2015/04/18 11:35:28,5.0536,4.960,49.857,251.857,18.1,10099
2015/04/18 11:35:29,5.0536,4.976,49.858,251.863,18.1,10100
2015/04/18 11:35:30,5.0536,4.955,49.860,251.870,18.1,10101
2015/04/18 11:35:31,5.0534,4.959,49.861,251.877,18.1,10102
2015/04/18 11:35:32,5.0535,4.966,49.862,251.884,18.1,10103
2015/04/18 11:35:33,5.0535,4.947,49.864,251.891,18.1,10104
2015/04/18 11:35:34,5.0535,4.960,49.865,251.897,18.1,10105
2015/04/18 11:35:35,5.0535,4.961,49.866,251.904,18.1,10106
2015/04/18 11:35:36,5.0535,4.942,49.868,251.911,18.1,10107
2015/04/18 11:35:37,5.0535,4.957,49.869,251.918,18.1,10108
2015/04/18 11:35:38,5.0537,4.964,49.870,251.925,18.1,10109
2015/04/18 11:35:39,5.0535,4.947,49.872,251.931,18.1,10110
2015/04/18 11:35:40,5.0535,4.947,49.873,251.938,18.1,10111
2015/04/18 11:35:41,5.0536,4.955,49.874,251.945,18.1,10112
2015/04/18 11:35:42,5.0536,4.941,49.876,251.952,18.1,10113
2015/04/18 11:35:43,5.0538,4.945,49.877,251.958,18.1,10114
2015/04/18 11:35:44,5.0539,4.951,49.878,251.965,18.1,10115
2015/04/18 11:35:45,5.0537,4.932,49.880,251.972,18.1,10116
2015/04/18 11:35:46,5.0536,4.939,49.881,251.979,18.1,10117
2015/04/18 11:35:47,5.0537,4.949,49.882,251.986,18.1,10118
2015/04/18 11:35:48,5.0538,4.935,49.884,251.992,18.1,10119
2015/04/18 11:35:49,5.0536,4.939,49.885,251.999,18.1,10120
2015/04/18 11:35:50,5.0538,4.938,49.886,252.006,18.1,10121
2015/04/18 11:35:51,5.0537,4.929,49.888,252.013,18.1,10122
2015/04/18 11:35:52,5.0537,4.934,49.889,252.019,18.1,10123
2015/04/18 11:35:53,5.0537,4.939,49.890,252.026,18.1,10124
