    i,    t(s),    U(V),    I(A),   Vd+,   Vd-
 2028,    6092,  5.0247,  0.4673, 0.724, 3.083
 2029,    6095,  5.0237,  0.4675, 0.724, 3.083
 2030,    6098,  5.0254,  0.4651, 0.724, 3.083
 2031,    6101,  5.0244,  0.4628, 0.724, 3.083
 2032,    6104,  5.0257,  0.4626, 0.724, 3.082
 2033,    6107,  5.0234,  0.4632, 0.724, 3.082
 2034,    6110,  5.0259,  0.4616, 0.723, 3.082
 2035,    6113,  5.0242,  0.4605, 0.724, 3.082
 2036,    6116,  5.0247,  0.4613, 0.723, 3.083
 2037,    6119,  5.0239,  0.4600, 0.723, 3.084
 2038,    6122,  5.0242,  0.4592, 0.723, 3.082
 2039,    6125,  5.0199,  0.4577, 0.724, 3.082
 2040,    6128,  5.0242,  0.4572, 0.723, 3.082
 2041,    6131,  5.0209,  0.4569, 0.723, 3.082
 2042,    6134,  5.0244,  0.4618, 0.724, 3.082
 2043,    6137,  5.0191,  0.4594, 0.723, 3.083
 2044,    6140,  5.0244,  0.4551, 0.723, 3.082
 2045,    6143,  5.0219,  0.4535, 0.723, 3.082
 2046,    6146,  5.0234,  0.4525, 0.723, 3.081
 2047,    6149,  5.0204,  0.4572, 0.723, 3.082
 2048,    6152,  5.0237,  0.4553, 0.723, 3.081
 2049,    6155,  5.0262,  0.4502, 0.723, 3.081
 2050,    6158,  5.0237,  0.4489, 0.722, 3.081
 2051,    6161,  5.0232,  0.4483, 0.722, 3.081
 2052,    6164,  5.0254,  0.4484, 0.722, 3.081
 2053,    6167,  5.0221,  0.4459, 0.722, 3.080
 2054,    6170,  5.0267,  0.4459, 0.722, 3.081
 2055,    6173,  5.0226,  0.4466, 0.722, 3.080
 2056,    6176,  5.0269,  0.4442, 0.722, 3.081
 2057,    6179,  5.0244,  0.4454, 0.722, 3.081
 2058,    6182,  5.0242,  0.4414, 0.721, 3.080
 2059,    6185,  5.0239,  0.4419, 0.721, 3.080
 2060,    6188,  5.0252,  0.4411, 0.721, 3.080
 2061,    6191,  5.0252,  0.4401, 0.721, 3.079
 2062,    6194,  5.0249,  0.4386, 0.721, 3.080
 2063,    6197,  5.0272,  0.4389, 0.721, 3.080
 2064,    6200,  5.0221,  0.4373, 0.721, 3.080
 2065,    6203,  5.0279,  0.4372, 0.721, 3.080
 2066,    6206,  5.0214,  0.4373, 0.721, 3.080
 2067,    6209,  5.0252,  0.4360, 0.720, 3.079
 2068,    6212,  5.0181,  0.4337, 0.720, 3.080
 2069,    6215,  5.0242,  0.4502, 0.721, 3.079
 2070,    6218,  5.0166,  0.4322, 0.720, 3.079
 2071,    6221,  5.0216,  0.4339, 0.720, 3.079
 2072,    6224,  5.0189,  0.4327, 0.720, 3.080
 2073,    6227,  5.0191,  0.4316, 0.720, 3.079
 2074,    6230,  5.0194,  0.4316, 0.720, 3.079
 2075,    6233,  5.0209,  0.4298, 0.720, 3.080
 2076,    6236,  5.0194,  0.4315, 0.720, 3.079
 2077,    6239,  5.0269,  0.4355, 0.721, 3.080
 2078,    6242,  5.0234,  0.4526, 0.722, 3.081
 2079,    6245,  5.0219,  0.4308, 0.720, 3.079
 2080,    6248,  5.0194,  0.4302, 0.720, 3.080
 2081,    6251,  5.0249,  0.4541, 0.724, 3.082
 2082,    6254,  5.0176,  0.4262, 0.719, 3.078
 2083,    6257,  5.0229,  0.4262, 0.720, 3.079
 2084,    6260,  5.0209,  0.4256, 0.720, 3.079
 2085,    6263,  5.0216,  0.4256, 0.720, 3.079
 2086,    6266,  5.0201,  0.4261, 0.720, 3.078
 2087,    6269,  5.0221,  0.4226, 0.719, 3.079
 2088,    6272,  5.0221,  0.4211, 0.719, 3.078
 2089,    6275,  5.0229,  0.4442, 0.720, 3.080
 2090,    6278,  5.0244,  0.4349, 0.721, 3.080
 2091,    6281,  5.0221,  0.4243, 0.719, 3.079
 2092,    6284,  5.0237,  0.4184, 0.719, 3.079
 2093,    6287,  5.0194,  0.4177, 0.719, 3.078
 2094,    6290,  5.0239,  0.4170, 0.719, 3.078
 2095,    6293,  5.0186,  0.4175, 0.719, 3.079
 2096,    6296,  5.0239,  0.4163, 0.719, 3.078
 2097,    6299,  5.0191,  0.4168, 0.718, 3.078
 2098,    6302,  5.0239,  0.4179, 0.718, 3.078
 2099,    6305,  5.0184,  0.4168, 0.718, 3.078
 2100,    6308,  5.0239,  0.4151, 0.719, 3.078
 2101,    6311,  5.0224,  0.4360, 0.721, 3.081
 2102,    6314,  5.0229,  0.4139, 0.718, 3.078
 2103,    6317,  5.0186,  0.4125, 0.718, 3.077
 2104,    6320,  5.0226,  0.4127, 0.718, 3.078
 2105,    6323,  5.0196,  0.4117, 0.718, 3.077
 2106,    6326,  5.0239,  0.4083, 0.717, 3.077
 2107,    6329,  5.0194,  0.4084, 0.717, 3.076
 2108,    6332,  5.0229,  0.4098, 0.718, 3.077
 2109,    6335,  5.0194,  0.4324, 0.721, 3.080
 2110,    6338,  5.0224,  0.4072, 0.717, 3.077
 2111,    6341,  5.0226,  0.4141, 0.719, 3.079
 2112,    6344,  5.0206,  0.4110, 0.718, 3.077
 2113,    6347,  5.0226,  0.4076, 0.717, 3.077
 2114,    6350,  5.0229,  0.4063, 0.717, 3.077
 2115,    6353,  5.0199,  0.4052, 0.717, 3.077
 2116,    6356,  5.0206,  0.4050, 0.717, 3.076
 2117,    6359,  5.0199,  0.4031, 0.717, 3.077
 2118,    6362,  5.0199,  0.4031, 0.717, 3.077
 2119,    6365,  5.0201,  0.4014, 0.717, 3.076
 2120,    6368,  5.0191,  0.4012, 0.716, 3.076
 2121,    6371,  5.0206,  0.3992, 0.716, 3.076
 2122,    6374,  5.0191,  0.3988, 0.717, 3.077
 2123,    6377,  5.0216,  0.3980, 0.716, 3.075
 2124,    6380,  5.0199,  0.3985, 0.716, 3.077
 2125,    6383,  5.0204,  0.3987, 0.716, 3.075
 2126,    6386,  5.0191,  0.3983, 0.716, 3.076
 2127,    6389,  5.0219,  0.3966, 0.716, 3.076
 2128,    6392,  5.0194,  0.3949, 0.716, 3.075
 2129,    6395,  5.0216,  0.4132, 0.719, 3.078
 2130,    6398,  5.0194,  0.3954, 0.716, 3.075
 2131,    6401,  5.0237,  0.3946, 0.716, 3.076
 2132,    6404,  5.0186,  0.3957, 0.716, 3.075
 2133,    6407,  5.0226,  0.3952, 0.716, 3.076
 2134,    6410,  5.0189,  0.3983, 0.716, 3.075
 2135,    6413,  5.0224,  0.3930, 0.716, 3.075
 2136,    6416,  5.0199,  0.3920, 0.715, 3.075
 2137,    6419,  5.0219,  0.3913, 0.715, 3.075
 2138,    6422,  5.0189,  0.3923, 0.715, 3.075
 2139,    6425,  5.0206,  0.3898, 0.715, 3.074
 2140,    6428,  5.0196,  0.3880, 0.715, 3.075
 2141,    6431,  5.0214,  0.3892, 0.715, 3.075
 2142,    6434,  5.0194,  0.3903, 0.715, 3.075
 2143,    6437,  5.0214,  0.3877, 0.715, 3.075
 2144,    6440,  5.0204,  0.3870, 0.715, 3.075
 2145,    6443,  5.0206,  0.4034, 0.717, 3.077
 2146,    6446,  5.0204,  0.3882, 0.715, 3.075
 2147,    6449,  5.0191,  0.3843, 0.714, 3.075
 2148,    6452,  5.0194,  0.3819, 0.714, 3.074
 2149,    6455,  5.0199,  0.3825, 0.715, 3.076
 2150,    6458,  5.0191,  0.3820, 0.714, 3.074
 2151,    6461,  5.0194,  0.3805, 0.714, 3.074
 2152,    6464,  5.0209,  0.3809, 0.714, 3.075
 2153,    6467,  5.0194,  0.3799, 0.714, 3.073
 2154,    6470,  5.0209,  0.3802, 0.714, 3.074
 2155,    6473,  5.0194,  0.4012, 0.716, 3.075
 2156,    6476,  5.0226,  0.3824, 0.714, 3.075
 2157,    6479,  5.0196,  0.3776, 0.714, 3.074
 2158,    6482,  5.0214,  0.3778, 0.714, 3.074
 2159,    6485,  5.0191,  0.3754, 0.713, 3.072
 2160,    6488,  5.0211,  0.3754, 0.713, 3.073
 2161,    6491,  5.0199,  0.3755, 0.713, 3.074
 2162,    6494,  5.0211,  0.3738, 0.713, 3.073
 2163,    6497,  5.0189,  0.3755, 0.713, 3.073
 2164,    6500,  5.0211,  0.3747, 0.713, 3.073
 2165,    6503,  5.0194,  0.3738, 0.714, 3.074
 2166,    6506,  5.0219,  0.3732, 0.713, 3.073
 2167,    6509,  5.0189,  0.3716, 0.713, 3.073
 2168,    6512,  5.0214,  0.3704, 0.713, 3.073
 2169,    6515,  5.0199,  0.3721, 0.713, 3.073
 2170,    6518,  5.0204,  0.3709, 0.713, 3.073
 2171,    6521,  5.0189,  0.3698, 0.712, 3.073
 2172,    6524,  5.0184,  0.3704, 0.713, 3.073
 2173,    6527,  5.0189,  0.3672, 0.712, 3.073
 2174,    6530,  5.0184,  0.3682, 0.712, 3.073
 2175,    6533,  5.0186,  0.3673, 0.712, 3.072
 2176,    6536,  5.0186,  0.3670, 0.712, 3.073
 2177,    6539,  5.0191,  0.3696, 0.712, 3.072
 2178,    6542,  5.0191,  0.3903, 0.714, 3.074
 2179,    6545,  5.0194,  0.3646, 0.712, 3.072
 2180,    6548,  5.0191,  0.3658, 0.713, 3.072
 2181,    6551,  5.0194,  0.3657, 0.713, 3.073
 2182,    6554,  5.0186,  0.3622, 0.712, 3.072
 2183,    6557,  5.0186,  0.3626, 0.712, 3.071
 2184,    6560,  5.0189,  0.3629, 0.712, 3.072
 2185,    6563,  5.0191,  0.3607, 0.712, 3.072
 2186,    6566,  5.0181,  0.3622, 0.712, 3.071
 2187,    6569,  5.0194,  0.3600, 0.711, 3.071
 2188,    6572,  5.0189,  0.3617, 0.712, 3.071
 2189,    6575,  5.0196,  0.3605, 0.712, 3.071
 2190,    6578,  5.0189,  0.3596, 0.711, 3.071
 2191,    6581,  5.0206,  0.3612, 0.712, 3.072
 2192,    6584,  5.0189,  0.3591, 0.712, 3.072
 2193,    6587,  5.0196,  0.3584, 0.712, 3.071
 2194,    6590,  5.0189,  0.3582, 0.711, 3.072
 2195,    6593,  5.0204,  0.3708, 0.712, 3.073
 2196,    6596,  5.0196,  0.3618, 0.712, 3.072
 2197,    6599,  5.0191,  0.3559, 0.711, 3.072
 2198,    6602,  5.0191,  0.3546, 0.711, 3.071
 2199,    6605,  5.0186,  0.3600, 0.712, 3.073
 2200,    6608,  5.0199,  0.3607, 0.712, 3.071
 2201,    6611,  5.0191,  0.3538, 0.711, 3.071
 2202,    6614,  5.0196,  0.3552, 0.711, 3.071
 2203,    6617,  5.0191,  0.3518, 0.711, 3.071
 2204,    6620,  5.0194,  0.3516, 0.711, 3.070
 2205,    6623,  5.0191,  0.3520, 0.711, 3.071
 2206,    6626,  5.0199,  0.3507, 0.711, 3.071
 2207,    6629,  5.0189,  0.3509, 0.711, 3.071
 2208,    6632,  5.0199,  0.3512, 0.711, 3.071
 2209,    6635,  5.0176,  0.3497, 0.710, 3.070
 2210,    6638,  5.0186,  0.3509, 0.710, 3.070
 2211,    6641,  5.0184,  0.3487, 0.710, 3.069
 2212,    6644,  5.0191,  0.3492, 0.710, 3.070
 2213,    6647,  5.0186,  0.3492, 0.710, 3.070
 2214,    6650,  5.0191,  0.3480, 0.710, 3.070
 2215,    6653,  5.0191,  0.3478, 0.710, 3.070
 2216,    6656,  5.0189,  0.3461, 0.710, 3.070
 2217,    6659,  5.0184,  0.3454, 0.710, 3.069
 2218,    6662,  5.0196,  0.3437, 0.710, 3.070
 2219,    6665,  5.0194,  0.3425, 0.710, 3.069
 2220,    6668,  5.0196,  0.3649, 0.710, 3.071
 2221,    6671,  5.0191,  0.3482, 0.710, 3.070
 2222,    6674,  5.0216,  0.3711, 0.711, 3.071
 2223,    6677,  5.0191,  0.3414, 0.710, 3.069
 2224,    6680,  5.0189,  0.3408, 0.709, 3.070
 2225,    6683,  5.0194,  0.3419, 0.709, 3.070
 2226,    6686,  5.0189,  0.3412, 0.709, 3.070
 2227,    6689,  5.0189,  0.3408, 0.709, 3.069
 2228,    6692,  5.0199,  0.3419, 0.709, 3.070
 2229,    6695,  5.0191,  0.3404, 0.710, 3.070
 2230,    6698,  5.0196,  0.3412, 0.709, 3.070
 2231,    6701,  5.0189,  0.3404, 0.709, 3.070
 2232,    6704,  5.0194,  0.3394, 0.709, 3.069
 2233,    6707,  5.0191,  0.3389, 0.709, 3.070
 2234,    6710,  5.0196,  0.3401, 0.710, 3.070
 2235,    6713,  5.0194,  0.3381, 0.709, 3.070
 2236,    6716,  5.0184,  0.3384, 0.709, 3.068
 2237,    6719,  5.0196,  0.3372, 0.709, 3.069
 2238,    6722,  5.0184,  0.3363, 0.709, 3.068
 2239,    6725,  5.0191,  0.3368, 0.709, 3.069
 2240,    6728,  5.0181,  0.3348, 0.709, 3.068
 2241,    6731,  5.0191,  0.3341, 0.708, 3.069
 2242,    6734,  5.0191,  0.3379, 0.709, 3.069
 2243,    6737,  5.0186,  0.3324, 0.708, 3.069
 2244,    6740,  5.0191,  0.3333, 0.708, 3.068
 2245,    6743,  5.0204,  0.3341, 0.709, 3.069
 2246,    6746,  5.0189,  0.3324, 0.708, 3.068
 2247,    6749,  5.0199,  0.3329, 0.708, 3.069
 2248,    6752,  5.0194,  0.3314, 0.708, 3.068
 2249,    6755,  5.0196,  0.3298, 0.708, 3.069
 2250,    6758,  5.0196,  0.3309, 0.708, 3.068
 2251,    6761,  5.0179,  0.3300, 0.708, 3.068
 2252,    6764,  5.0194,  0.3311, 0.708, 3.069
 2253,    6767,  5.0179,  0.3306, 0.708, 3.069
 2254,    6770,  5.0191,  0.3290, 0.708, 3.069
 2255,    6773,  5.0194,  0.3282, 0.708, 3.069
 2256,    6776,  5.0181,  0.3290, 0.708, 3.068
 2257,    6779,  5.0191,  0.3287, 0.708, 3.068
 2258,    6782,  5.0199,  0.3288, 0.708, 3.069
 2259,    6785,  5.0196,  0.3282, 0.708, 3.069
 2260,    6788,  5.0186,  0.3266, 0.707, 3.068
 2261,    6791,  5.0196,  0.3254, 0.707, 3.067
 2262,    6794,  5.0189,  0.3236, 0.707, 3.068
 2263,    6797,  5.0186,  0.3247, 0.708, 3.068
 2264,    6800,  5.0189,  0.3292, 0.708, 3.068
 2265,    6803,  5.0186,  0.3242, 0.707, 3.067
 2266,    6806,  5.0181,  0.3239, 0.707, 3.068
 2267,    6809,  5.0196,  0.3233, 0.707, 3.067
 2268,    6812,  5.0184,  0.3233, 0.707, 3.068
 2269,    6815,  5.0194,  0.3211, 0.707, 3.068
 2270,    6818,  5.0196,  0.3230, 0.707, 3.068
 2271,    6821,  5.0191,  0.3225, 0.707, 3.068
 2272,    6824,  5.0196,  0.3205, 0.707, 3.067
 2273,    6827,  5.0191,  0.3216, 0.707, 3.067
 2274,    6830,  5.0206,  0.3201, 0.707, 3.068
 2275,    6833,  5.0181,  0.3194, 0.707, 3.067
 2276,    6836,  5.0199,  0.3194, 0.707, 3.069
 2277,    6839,  5.0184,  0.3199, 0.707, 3.067
 2278,    6842,  5.0184,  0.3184, 0.707, 3.068
 2279,    6845,  5.0189,  0.3174, 0.707, 3.068
 2280,    6848,  5.0194,  0.3170, 0.707, 3.067
 2281,    6851,  5.0189,  0.3182, 0.706, 3.067
 2282,    6854,  5.0196,  0.3166, 0.706, 3.068
 2283,    6857,  5.0191,  0.3170, 0.706, 3.067
 2284,    6860,  5.0189,  0.3223, 0.708, 3.069
 2285,    6863,  5.0194,  0.3251, 0.708, 3.068
 2286,    6866,  5.0196,  0.3166, 0.707, 3.067
 2287,    6869,  5.0194,  0.3160, 0.706, 3.067
 2288,    6872,  5.0196,  0.3148, 0.706, 3.066
 2289,    6875,  5.0184,  0.3145, 0.706, 3.067
 2290,    6878,  5.0186,  0.3143, 0.706, 3.067
 2291,    6881,  5.0191,  0.3132, 0.706, 3.066
 2292,    6884,  5.0189,  0.3133, 0.706, 3.068
 2293,    6887,  5.0196,  0.3122, 0.706, 3.066
 2294,    6890,  5.0196,  0.3132, 0.706, 3.067
 2295,    6893,  5.0196,  0.3120, 0.706, 3.066
 2296,    6896,  5.0189,  0.3119, 0.706, 3.066
 2297,    6899,  5.0196,  0.3093, 0.706, 3.066
 2298,    6902,  5.0181,  0.3100, 0.705, 3.066
 2299,    6905,  5.0201,  0.3097, 0.706, 3.066
 2300,    6908,  5.0161,  0.3093, 0.706, 3.065
 2301,    6911,  5.0184,  0.3094, 0.706, 3.066
 2302,    6914,  5.0158,  0.3083, 0.705, 3.066
 2303,    6917,  5.0176,  0.3096, 0.705, 3.067
 2304,    6920,  5.0166,  0.3088, 0.706, 3.066
 2305,    6923,  5.0186,  0.3081, 0.705, 3.066
 2306,    6926,  5.0151,  0.3076, 0.705, 3.065
 2307,    6929,  5.0191,  0.3112, 0.706, 3.067
 2308,    6932,  5.0194,  0.3155, 0.707, 3.067
 2309,    6935,  5.0181,  0.3066, 0.706, 3.067
 2310,    6938,  5.0148,  0.3060, 0.705, 3.066
 2311,    6941,  5.0163,  0.3064, 0.705, 3.065
 2312,    6944,  5.0143,  0.3045, 0.705, 3.065
 2313,    6947,  5.0163,  0.3057, 0.705, 3.065
 2314,    6950,  5.0158,  0.3042, 0.706, 3.067
 2315,    6953,  5.0168,  0.3037, 0.704, 3.065
 2316,    6956,  5.0148,  0.3047, 0.705, 3.065
 2317,    6959,  5.0171,  0.3047, 0.705, 3.066
 2318,    6962,  5.0146,  0.3016, 0.705, 3.065
 2319,    6965,  5.0168,  0.3014, 0.705, 3.065
 2320,    6968,  5.0151,  0.3024, 0.705, 3.065
 2321,    6971,  5.0158,  0.3026, 0.705, 3.065
 2322,    6974,  5.0153,  0.3023, 0.705, 3.065
 2323,    6977,  5.0161,  0.3014, 0.705, 3.066
 2324,    6980,  5.0186,  0.3009, 0.705, 3.065
 2325,    6983,  5.0151,  0.2987, 0.704, 3.066
 2326,    6986,  5.0191,  0.2990, 0.704, 3.065
 2327,    6989,  5.0158,  0.2983, 0.704, 3.066
 2328,    6992,  5.0184,  0.2988, 0.704, 3.066
 2329,    6995,  5.0153,  0.3093, 0.705, 3.065
 2330,    6998,  5.0179,  0.2988, 0.704, 3.065
 2331,    7001,  5.0153,  0.2990, 0.704, 3.066
 2332,    7004,  5.0189,  0.2978, 0.705, 3.066
 2333,    7007,  5.0151,  0.2963, 0.704, 3.065
 2334,    7010,  5.0181,  0.2975, 0.704, 3.065
 2335,    7013,  5.0148,  0.2962, 0.704, 3.065
 2336,    7016,  5.0181,  0.2952, 0.704, 3.065
 2337,    7019,  5.0146,  0.2951, 0.704, 3.065
 2338,    7022,  5.0184,  0.2952, 0.703, 3.066
 2339,    7025,  5.0136,  0.2941, 0.704, 3.064
 2340,    7028,  5.0179,  0.2937, 0.704, 3.064
 2341,    7031,  5.0146,  0.2931, 0.704, 3.066
 2342,    7034,  5.0214,  0.3136, 0.707, 3.068
 2343,    7037,  5.0153,  0.2927, 0.704, 3.065
 2344,    7040,  5.0161,  0.2923, 0.703, 3.064
 2345,    7043,  5.0143,  0.2922, 0.703, 3.064
 2346,    7046,  5.0171,  0.2944, 0.704, 3.065
 2347,    7049,  5.0151,  0.2931, 0.704, 3.065
 2348,    7052,  5.0153,  0.2917, 0.703, 3.064
 2349,    7055,  5.0168,  0.2920, 0.704, 3.065
 2350,    7058,  5.0168,  0.2975, 0.705, 3.066
 2351,    7061,  5.0186,  0.2956, 0.704, 3.065
 2352,    7064,  5.0151,  0.2898, 0.704, 3.065
 2353,    7067,  5.0181,  0.2900, 0.703, 3.064
 2354,    7070,  5.0161,  0.2900, 0.704, 3.065
 2355,    7073,  5.0184,  0.2896, 0.704, 3.066
 2356,    7076,  5.0151,  0.2898, 0.704, 3.065
 2357,    7079,  5.0176,  0.2869, 0.703, 3.065
 2358,    7082,  5.0131,  0.2879, 0.703, 3.064
 2359,    7085,  5.0181,  0.2872, 0.703, 3.065
 2360,    7088,  5.0138,  0.2876, 0.703, 3.065
 2361,    7091,  5.0161,  0.2859, 0.703, 3.063
 2362,    7094,  5.0131,  0.3069, 0.706, 3.068
 2363,    7097,  5.0171,  0.2869, 0.703, 3.064
 2364,    7100,  5.0148,  0.2861, 0.703, 3.065
 2365,    7103,  5.0148,  0.2850, 0.703, 3.063
 2366,    7106,  5.0133,  0.2838, 0.702, 3.063
 2367,    7109,  5.0136,  0.2836, 0.702, 3.062
 2368,    7112,  5.0143,  0.2853, 0.703, 3.064
 2369,    7115,  5.0146,  0.2838, 0.702, 3.063
 2370,    7118,  5.0151,  0.2845, 0.702, 3.063
 2371,    7121,  5.0141,  0.2836, 0.702, 3.062
 2372,    7124,  5.0153,  0.2877, 0.703, 3.064
 2373,    7127,  5.0146,  0.2840, 0.703, 3.064
 2374,    7130,  5.0166,  0.2843, 0.703, 3.063
 2375,    7133,  5.0141,  0.2820, 0.702, 3.063
 2376,    7136,  5.0168,  0.2819, 0.702, 3.063
 2377,    7139,  5.0153,  0.2814, 0.702, 3.064
 2378,    7142,  5.0168,  0.2817, 0.702, 3.063
 2379,    7145,  5.0151,  0.2812, 0.702, 3.064
 2380,    7148,  5.0161,  0.2817, 0.702, 3.065
 2381,    7151,  5.0143,  0.2823, 0.702, 3.063
 2382,    7154,  5.0166,  0.2794, 0.702, 3.064
 2383,    7157,  5.0148,  0.2785, 0.703, 3.063
 2384,    7160,  5.0181,  0.2802, 0.703, 3.064
 2385,    7163,  5.0136,  0.2795, 0.702, 3.063
 2386,    7166,  5.0179,  0.2794, 0.703, 3.064
 2387,    7169,  5.0143,  0.2795, 0.702, 3.063
 2388,    7172,  5.0181,  0.2790, 0.702, 3.063
 2389,    7175,  5.0126,  0.2787, 0.702, 3.063
 2390,    7178,  5.0174,  0.2784, 0.702, 3.063
 2391,    7181,  5.0118,  0.2769, 0.702, 3.062
 2392,    7184,  5.0163,  0.2775, 0.702, 3.063
 2393,    7187,  5.0128,  0.2778, 0.702, 3.063
 2394,    7190,  5.0166,  0.2814, 0.702, 3.064
 2395,    7193,  5.0118,  0.2776, 0.702, 3.063
 2396,    7196,  5.0156,  0.2759, 0.701, 3.062
 2397,    7199,  5.0131,  0.2769, 0.702, 3.063
 2398,    7202,  5.0143,  0.2758, 0.702, 3.064
 2399,    7205,  5.0166,  0.2745, 0.702, 3.062
 2400,    7208,  5.0121,  0.2749, 0.702, 3.063
 2401,    7211,  5.0163,  0.2742, 0.701, 3.062
 2402,    7214,  5.0118,  0.2740, 0.701, 3.063
 2403,    7217,  5.0179,  0.2745, 0.701, 3.063
 2404,    7220,  5.0113,  0.2739, 0.701, 3.062
 2405,    7223,  5.0163,  0.2734, 0.702, 3.062
 2406,    7226,  5.0121,  0.2732, 0.701, 3.062
 2407,    7229,  5.0138,  0.2709, 0.701, 3.063
 2408,    7232,  5.0116,  0.2709, 0.701, 3.062
 2409,    7235,  5.0131,  0.2720, 0.701, 3.062
 2410,    7238,  5.0123,  0.2704, 0.701, 3.062
 2411,    7241,  5.0138,  0.2704, 0.701, 3.062
 2412,    7244,  5.0113,  0.2703, 0.701, 3.062
 2413,    7247,  5.0131,  0.2696, 0.701, 3.061
 2414,    7250,  5.0113,  0.2701, 0.700, 3.061
 2415,    7253,  5.0136,  0.2730, 0.702, 3.062
 2416,    7256,  5.0128,  0.2740, 0.701, 3.062
 2417,    7259,  5.0138,  0.2691, 0.701, 3.061
 2418,    7262,  5.0116,  0.2699, 0.701, 3.062
 2419,    7265,  5.0128,  0.2696, 0.701, 3.062
 2420,    7268,  5.0133,  0.2673, 0.701, 3.062
 2421,    7271,  5.0123,  0.2667, 0.700, 3.061
 2422,    7274,  5.0143,  0.2675, 0.700, 3.062
 2423,    7277,  5.0123,  0.2663, 0.700, 3.062
 2424,    7280,  5.0148,  0.2673, 0.701, 3.062
 2425,    7283,  5.0126,  0.2672, 0.701, 3.063
 2426,    7286,  5.0156,  0.2650, 0.701, 3.062
 2427,    7289,  5.0116,  0.2670, 0.701, 3.063
 2428,    7292,  5.0181,  0.2643, 0.700, 3.062
 2429,    7295,  5.0126,  0.2650, 0.700, 3.062
 2430,    7298,  5.0179,  0.2648, 0.701, 3.062
 2431,    7301,  5.0116,  0.2662, 0.701, 3.062
 2432,    7304,  5.0156,  0.2622, 0.700, 3.062
 2433,    7307,  5.0126,  0.2634, 0.700, 3.062
 2434,    7310,  5.0153,  0.2647, 0.700, 3.063
 2435,    7313,  5.0136,  0.2629, 0.701, 3.062
 2436,    7316,  5.0161,  0.2624, 0.700, 3.062
 2437,    7319,  5.0131,  0.2693, 0.701, 3.063
 2438,    7322,  5.0143,  0.2627, 0.700, 3.062
 2439,    7325,  5.0113,  0.2632, 0.700, 3.061
 2440,    7328,  5.0153,  0.2600, 0.700, 3.061
 2441,    7331,  5.0123,  0.2612, 0.700, 3.062
 2442,    7334,  5.0141,  0.2626, 0.701, 3.062
 2443,    7337,  5.0121,  0.2600, 0.699, 3.061
 2444,    7340,  5.0131,  0.2607, 0.700, 3.061
 2445,    7343,  5.0108,  0.2595, 0.700, 3.061
 2446,    7346,  5.0118,  0.2597, 0.699, 3.062
 2447,    7349,  5.0126,  0.2603, 0.700, 3.061
 2448,    7352,  5.0126,  0.2592, 0.700, 3.060
 2449,    7355,  5.0136,  0.2580, 0.700, 3.061
 2450,    7358,  5.0121,  0.2583, 0.700, 3.061
 2451,    7361,  5.0141,  0.2588, 0.700, 3.061
 2452,    7364,  5.0108,  0.2571, 0.700, 3.061
 2453,    7367,  5.0163,  0.2575, 0.700, 3.061
 2454,    7370,  5.0110,  0.2582, 0.700, 3.061
 2455,    7373,  5.0153,  0.2580, 0.700, 3.060
 2456,    7376,  5.0110,  0.2562, 0.699, 3.060
 2457,    7379,  5.0158,  0.2571, 0.700, 3.061
 2458,    7382,  5.0110,  0.2554, 0.699, 3.061
 2459,    7385,  5.0161,  0.2611, 0.700, 3.062
 2460,    7388,  5.0110,  0.2541, 0.699, 3.060
 2461,    7391,  5.0143,  0.2547, 0.700, 3.062
 2462,    7394,  5.0105,  0.2556, 0.699, 3.060
 2463,    7397,  5.0121,  0.3215, 0.699, 3.060
 2464,    7400,  5.0098,  0.2547, 0.699, 3.060
 2465,    7403,  5.0123,  0.2523, 0.699, 3.060
 2466,    7406,  5.0108,  0.2513, 0.699, 3.060
 2467,    7409,  5.0113,  0.2546, 0.699, 3.060
 2468,    7412,  5.0118,  0.2530, 0.699, 3.061
 2469,    7415,  5.0103,  0.2554, 0.699, 3.060
 2470,    7418,  5.0116,  0.2531, 0.699, 3.061
 2471,    7421,  5.0103,  0.2530, 0.699, 3.059
 2472,    7424,  5.0128,  0.2525, 0.699, 3.061
 2473,    7427,  5.0103,  0.2526, 0.699, 3.060
 2474,    7430,  5.0141,  0.2521, 0.699, 3.061
 2475,    7433,  5.0110,  0.2506, 0.699, 3.059
 2476,    7436,  5.0141,  0.2502, 0.699, 3.061
 2477,    7439,  5.0110,  0.2518, 0.699, 3.060
 2478,    7442,  5.0161,  0.2510, 0.699, 3.060
 2479,    7445,  5.0118,  0.2502, 0.699, 3.060
 2480,    7448,  5.0171,  0.2542, 0.699, 3.061
 2481,    7451,  5.0108,  0.2564, 0.699, 3.062
 2482,    7454,  5.0148,  0.2496, 0.699, 3.061
 2483,    7457,  5.0108,  0.2501, 0.699, 3.060
 2484,    7460,  5.0131,  0.2489, 0.699, 3.061
 2485,    7463,  5.0123,  0.2480, 0.698, 3.060
 2486,    7466,  5.0123,  0.2474, 0.699, 3.061
 2487,    7469,  5.0116,  0.2470, 0.698, 3.060
 2488,    7472,  5.0128,  0.2665, 0.701, 3.063
 2489,    7475,  5.0110,  0.2494, 0.698, 3.060
 2490,    7478,  5.0138,  0.2489, 0.699, 3.061
 2491,    7481,  5.0103,  0.2494, 0.698, 3.060
 2492,    7484,  5.0128,  0.2484, 0.699, 3.060
