2015/05/17 13:37:48,V,A,Ah,Wh,T,S
2015/05/17 13:37:49,5.2126,0.0000,0.0000,0.0000,26.6,335
2015/05/17 13:37:50,5.2128,0.0000,0.0000,0.0000,26.6,336
2015/05/17 13:37:51,5.2130,0.0000,0.0000,0.0000,26.6,337
2015/05/17 13:37:52,5.2130,0.0000,0.0000,0.0000,26.6,338
2015/05/17 13:37:53,5.2129,0.0000,0.0000,0.0000,26.6,339
2015/05/17 13:37:54,5.2126,0.0000,0.0000,0.0000,26.6,340
2015/05/17 13:37:55,5.2125,0.0000,0.0000,0.0000,26.6,341
2015/05/17 13:37:56,5.2127,0.0000,0.0000,0.0000,26.6,342
2015/05/17 13:37:57,5.2128,0.0000,0.0000,0.0000,26.6,343
2015/05/17 13:37:58,5.2128,0.0000,0.0000,0.0000,26.6,344
2015/05/17 13:37:59,5.2131,0.0000,0.0000,0.0000,26.6,345
2015/05/17 13:38:00,5.2136,0.0000,0.0000,0.0000,26.6,346
2015/05/17 13:38:01,5.2135,0.0000,0.0000,0.0000,26.6,347
2015/05/17 13:38:02,5.2132,0.0000,0.0000,0.0000,26.6,348
2015/05/17 13:38:03,5.2126,0.0000,0.0000,0.0000,26.6,349
2015/05/17 13:38:04,5.2130,0.0000,0.0000,0.0000,26.6,350
2015/05/17 13:38:05,5.2130,0.0000,0.0000,0.0000,26.6,351
2015/05/17 13:38:06,5.2453,0.0050,0.0000,0.0000,26.6,352
2015/05/17 13:38:07,5.3345,1.7158,0.0001,0.0005,26.6,353
2015/05/17 13:38:08,5.4268,2.2241,0.0007,0.0039,26.6,354
2015/05/17 13:38:09,5.4392,2.2245,0.0013,0.0072,26.6,355
2015/05/17 13:38:10,5.4474,2.2254,0.0019,0.0106,26.6,356
2015/05/17 13:38:11,5.4518,2.2250,0.0025,0.0140,26.6,357
2015/05/17 13:38:12,5.4556,2.2247,0.0031,0.0173,26.6,358
2015/05/17 13:38:13,5.4598,2.2244,0.0038,0.0207,26.6,359
2015/05/17 13:38:14,5.4623,2.2243,0.0044,0.0241,26.6,360
2015/05/17 13:38:15,5.4649,2.2241,0.0050,0.0275,26.6,361
2015/05/17 13:38:16,5.4668,2.2239,0.0056,0.0308,26.6,362
2015/05/17 13:38:17,5.4682,2.2239,0.0062,0.0342,26.6,363
2015/05/17 13:38:18,5.4698,2.2234,0.0069,0.0376,26.6,364
2015/05/17 13:38:19,5.4707,2.2232,0.0075,0.0410,26.6,365
2015/05/17 13:38:20,5.4717,2.2229,0.0081,0.0443,26.6,366
2015/05/17 13:38:21,5.4729,2.2227,0.0087,0.0477,26.6,367
2015/05/17 13:38:22,5.4741,2.2224,0.0093,0.0511,26.6,368
2015/05/17 13:38:23,5.4749,2.2222,0.0099,0.0545,26.6,369
2015/05/17 13:38:24,5.4753,2.2220,0.0106,0.0579,26.6,370
2015/05/17 13:38:25,5.4760,2.2216,0.0112,0.0612,26.6,371
2015/05/17 13:38:26,5.4764,2.2215,0.0118,0.0646,26.6,372
2015/05/17 13:38:27,5.4766,2.2210,0.0124,0.0680,26.6,373
2015/05/17 13:38:28,5.4772,2.2208,0.0130,0.0714,26.6,374
2015/05/17 13:38:29,5.4783,2.2207,0.0136,0.0748,26.6,375
2015/05/17 13:38:30,5.4790,2.2205,0.0143,0.0781,26.6,376
2015/05/17 13:38:31,5.4798,2.2206,0.0149,0.0815,26.6,377
2015/05/17 13:38:32,5.4804,2.2204,0.0155,0.0849,26.6,378
2015/05/17 13:38:33,5.4810,2.2202,0.0161,0.0883,26.6,379
2015/05/17 13:38:34,5.4816,2.2202,0.0167,0.0917,26.6,380
2015/05/17 13:38:35,5.4820,2.2202,0.0173,0.0950,26.6,381
2015/05/17 13:38:36,5.4828,2.2199,0.0180,0.0984,26.6,382
2015/05/17 13:38:37,5.4835,2.2197,0.0186,0.1018,26.6,383
2015/05/17 13:38:38,5.4840,2.2195,0.0192,0.1052,26.6,384
2015/05/17 13:38:39,5.4845,2.2195,0.0198,0.1086,26.6,385
2015/05/17 13:38:40,5.4851,2.2194,0.0204,0.1119,26.6,386
2015/05/17 13:38:41,5.4856,2.2194,0.0210,0.1153,26.6,387
2015/05/17 13:38:42,5.4860,2.2191,0.0217,0.1187,26.6,388
2015/05/17 13:38:43,5.4863,2.2190,0.0223,0.1221,26.6,389
2015/05/17 13:38:44,5.4865,2.2190,0.0229,0.1255,26.6,390
2015/05/17 13:38:45,5.4871,2.2186,0.0235,0.1288,26.6,391
2015/05/17 13:38:46,5.4875,2.2183,0.0241,0.1322,26.6,392
2015/05/17 13:38:47,5.4880,2.2181,0.0247,0.1356,26.6,393
2015/05/17 13:38:48,5.4882,2.2179,0.0254,0.1390,26.6,394
2015/05/17 13:38:49,5.4885,2.2178,0.0260,0.1424,26.6,395
2015/05/17 13:38:50,5.4890,2.2177,0.0266,0.1458,26.6,396
2015/05/17 13:38:51,5.4894,2.2176,0.0272,0.1491,26.6,397
2015/05/17 13:38:52,5.4897,2.2174,0.0278,0.1525,26.6,398
2015/05/17 13:38:53,5.4900,2.2173,0.0284,0.1559,26.6,399
2015/05/17 13:38:54,5.4903,2.2171,0.0291,0.1593,26.6,400
2015/05/17 13:38:55,5.4908,2.2171,0.0297,0.1627,26.6,401
2015/05/17 13:38:56,5.4911,2.2170,0.0303,0.1660,26.6,402
2015/05/17 13:38:57,5.4912,2.2169,0.0309,0.1694,26.6,403
2015/05/17 13:38:58,5.4916,2.2168,0.0315,0.1728,26.6,404
2015/05/17 13:38:59,5.4919,2.2167,0.0321,0.1762,26.6,405
2015/05/17 13:39:00,5.4923,2.2167,0.0328,0.1796,26.6,406
2015/05/17 13:39:01,5.4923,2.2166,0.0334,0.1830,26.6,407
2015/05/17 13:39:02,5.4925,2.2164,0.0340,0.1863,26.6,408
2015/05/17 13:39:03,5.4928,2.2165,0.0346,0.1897,26.6,409
2015/05/17 13:39:04,5.4931,2.2166,0.0352,0.1931,26.6,410
2015/05/17 13:39:05,5.4935,2.2164,0.0358,0.1965,26.6,411
2015/05/17 13:39:06,5.4960,2.1887,0.0364,0.1998,26.6,412
2015/05/17 13:39:07,5.4967,2.1828,0.0370,0.2032,26.6,413
2015/05/17 13:39:08,5.4972,2.1816,0.0377,0.2065,26.6,414
2015/05/17 13:39:09,5.4971,2.1849,0.0383,0.2098,26.6,415
2015/05/17 13:39:10,5.4972,2.1878,0.0389,0.2132,26.6,416
2015/05/17 13:39:11,5.4978,2.1863,0.0395,0.2165,26.6,417
2015/05/17 13:39:12,5.4984,2.1812,0.0401,0.2199,26.6,418
2015/05/17 13:39:13,5.4985,2.1814,0.0407,0.2232,26.6,419
2015/05/17 13:39:14,5.4982,2.1878,0.0413,0.2265,26.6,420
2015/05/17 13:39:15,5.4985,2.1876,0.0419,0.2299,26.6,421
2015/05/17 13:39:16,5.4992,2.1821,0.0425,0.2332,26.6,422
2015/05/17 13:39:17,5.4995,2.1812,0.0431,0.2365,26.6,423
2015/05/17 13:39:18,5.4995,2.1848,0.0437,0.2399,26.6,424
2015/05/17 13:39:19,5.4992,2.1878,0.0443,0.2432,26.6,425
2015/05/17 13:39:20,5.4994,2.1864,0.0449,0.2465,26.6,426
2015/05/17 13:39:21,5.5000,2.1816,0.0455,0.2499,26.6,427
2015/05/17 13:39:22,5.5003,2.1816,0.0462,0.2532,26.6,428
2015/05/17 13:39:23,5.5000,2.1879,0.0468,0.2566,26.6,429
2015/05/17 13:39:24,5.5000,2.1880,0.0474,0.2599,26.6,430
2015/05/17 13:39:25,5.5006,2.1825,0.0480,0.2632,26.6,431
2015/05/17 13:39:26,5.5091,2.0784,0.0486,0.2666,26.6,432
2015/05/17 13:39:27,5.5063,2.0821,0.0492,0.2698,26.6,433
2015/05/17 13:39:28,5.5058,2.0861,0.0497,0.2729,26.6,434
2015/05/17 13:39:29,5.5059,2.0838,0.0503,0.2761,26.6,435
2015/05/17 13:39:30,5.5066,2.0771,0.0509,0.2793,26.6,436
2015/05/17 13:39:31,5.5065,2.0772,0.0515,0.2825,26.6,437
2015/05/17 13:39:32,5.5058,2.0863,0.0520,0.2857,26.6,438
2015/05/17 13:39:33,5.5059,2.0864,0.0526,0.2889,26.6,439
2015/05/17 13:39:34,5.5066,2.0782,0.0532,0.2920,26.6,440
2015/05/17 13:39:35,5.5069,2.0775,0.0538,0.2952,26.6,441
2015/05/17 13:39:36,5.5066,2.0831,0.0544,0.2984,26.6,442
2015/05/17 13:39:37,5.5062,2.0867,0.0549,0.3016,26.6,443
2015/05/17 13:39:38,5.5062,2.0842,0.0555,0.3048,26.6,444
2015/05/17 13:39:39,5.5071,2.0777,0.0561,0.3080,26.6,445
2015/05/17 13:39:40,5.5071,2.0779,0.0567,0.3112,26.6,446
2015/05/17 13:39:41,5.5062,2.0871,0.0573,0.3143,26.6,447
2015/05/17 13:39:42,5.5063,2.0871,0.0578,0.3175,26.6,448
2015/05/17 13:39:43,5.5069,2.0785,0.0584,0.3207,26.6,449
2015/05/17 13:39:44,5.5071,2.0782,0.0590,0.3239,26.6,450
2015/05/17 13:39:45,5.5068,2.0842,0.0596,0.3271,26.6,451
2015/05/17 13:39:46,5.5066,2.0874,0.0601,0.3303,26.6,452
2015/05/17 13:39:47,5.4885,1.8659,0.0607,0.3335,26.6,453
2015/05/17 13:39:48,5.4845,1.8612,0.0612,0.3363,26.6,454
2015/05/17 13:39:49,5.4838,1.8616,0.0618,0.3391,26.6,455
2015/05/17 13:39:50,5.4886,1.8681,0.0623,0.3420,26.6,456
2015/05/17 13:39:51,5.4881,1.8682,0.0628,0.3448,26.6,457
2015/05/17 13:39:52,5.4834,1.8612,0.0633,0.3477,26.6,458
2015/05/17 13:39:53,5.4841,1.8607,0.0638,0.3505,26.6,459
2015/05/17 13:39:54,5.4871,1.8659,0.0643,0.3534,26.6,460
2015/05/17 13:39:55,5.4885,1.8679,0.0649,0.3562,26.6,461
2015/05/17 13:39:56,5.4868,1.8650,0.0654,0.3590,26.6,462
2015/05/17 13:39:57,5.4834,1.8608,0.0659,0.3619,26.6,463
2015/05/17 13:39:58,5.4840,1.8616,0.0664,0.3647,26.6,464
2015/05/17 13:39:59,5.4885,1.8679,0.0669,0.3676,26.6,465
2015/05/17 13:40:00,5.4884,1.8679,0.0675,0.3704,26.6,466
2015/05/17 13:40:01,5.4837,1.8610,0.0680,0.3732,26.6,467
2015/05/17 13:40:02,5.4839,1.8609,0.0685,0.3761,26.6,468
2015/05/17 13:40:03,5.4877,1.8663,0.0690,0.3789,26.7,469
2015/05/17 13:40:04,5.4886,1.8681,0.0695,0.3818,26.7,470
2015/05/17 13:40:05,5.4864,1.8648,0.0700,0.3846,26.7,471
2015/05/17 13:40:06,5.4838,1.8611,0.0706,0.3874,26.7,472
2015/05/17 13:40:07,5.4849,1.8621,0.0711,0.3903,26.7,473
2015/05/17 13:40:08,5.4893,1.8681,0.0716,0.3931,26.6,474
2015/05/17 13:40:09,5.4890,1.8681,0.0721,0.3960,26.7,475
2015/05/17 13:40:10,5.4843,1.8611,0.0726,0.3988,26.7,476
2015/05/17 13:40:11,5.4844,1.8611,0.0732,0.4017,26.7,477
2015/05/17 13:40:12,5.4889,1.8668,0.0737,0.4045,26.7,478
2015/05/17 13:40:13,5.4896,1.8681,0.0742,0.4073,26.7,479
2015/05/17 13:40:14,5.4873,1.8643,0.0747,0.4102,26.7,480
2015/05/17 13:40:15,5.4847,1.8611,0.0752,0.4130,26.7,481
2015/05/17 13:40:16,5.4865,1.8627,0.0757,0.4159,26.7,482
2015/05/17 13:40:17,5.4901,1.8680,0.0763,0.4187,26.7,483
2015/05/17 13:40:18,5.4910,1.8677,0.0768,0.4215,26.7,484
2015/05/17 13:40:19,5.4857,1.8611,0.0773,0.4244,26.7,485
2015/05/17 13:40:20,5.4862,1.8608,0.0778,0.4272,26.7,486
2015/05/17 13:40:21,5.4909,1.8671,0.0783,0.4301,26.7,487
2015/05/17 13:40:22,5.4917,1.8676,0.0788,0.4329,26.7,488
2015/05/17 13:40:23,5.4887,1.8634,0.0794,0.4358,26.7,489
2015/05/17 13:40:24,5.4871,1.8606,0.0799,0.4386,26.7,490
2015/05/17 13:40:25,5.4885,1.8629,0.0804,0.4414,26.7,491
2015/05/17 13:40:26,5.4922,1.8676,0.0809,0.4443,26.7,492
2015/05/17 13:40:27,5.4924,1.8674,0.0814,0.4471,26.7,493
2015/05/17 13:40:28,5.4876,1.8607,0.0820,0.4500,26.7,494
2015/05/17 13:40:29,5.4875,1.8607,0.0825,0.4528,26.7,495
2015/05/17 13:40:30,5.4929,1.8675,0.0830,0.4557,26.7,496
2015/05/17 13:40:31,5.4930,1.8675,0.0835,0.4585,26.7,497
2015/05/17 13:40:32,5.4895,1.8630,0.0840,0.4613,26.7,498
2015/05/17 13:40:33,5.4882,1.8607,0.0845,0.4642,26.7,499
2015/05/17 13:40:34,5.4899,1.8634,0.0851,0.4670,26.7,500
2015/05/17 13:40:35,5.4934,1.8677,0.0856,0.4699,26.7,501
2015/05/17 13:40:36,5.4928,1.8672,0.0861,0.4727,26.7,502
2015/05/17 13:40:37,5.4884,1.8607,0.0866,0.4756,26.7,503
2015/05/17 13:40:38,5.4880,1.8611,0.0871,0.4784,26.7,504
2015/05/17 13:40:39,5.4935,1.8678,0.0877,0.4812,26.7,505
2015/05/17 13:40:40,5.4939,1.8677,0.0882,0.4841,26.7,506
2015/05/17 13:40:41,5.4901,1.8626,0.0887,0.4869,26.7,507
2015/05/17 13:40:42,5.4887,1.8609,0.0892,0.4898,26.7,508
2015/05/17 13:40:43,5.4913,1.8640,0.0897,0.4926,26.7,509
2015/05/17 13:40:44,5.4944,1.8677,0.0902,0.4955,26.7,510
2015/05/17 13:40:45,5.4934,1.8665,0.0908,0.4983,26.7,511
2015/05/17 13:40:46,5.4894,1.8607,0.0913,0.5012,26.7,512
2015/05/17 13:40:47,5.4891,1.8608,0.0918,0.5040,26.7,513
2015/05/17 13:40:48,5.4944,1.8679,0.0923,0.5068,26.7,514
2015/05/17 13:40:49,5.4945,1.8680,0.0928,0.5097,26.7,515
2015/05/17 13:40:50,5.4904,1.8621,0.0933,0.5125,26.7,516
2015/05/17 13:40:51,5.4893,1.8611,0.0939,0.5154,26.7,517
2015/05/17 13:40:52,5.4923,1.8648,0.0944,0.5182,26.7,518
2015/05/17 13:40:53,5.4946,1.8681,0.0949,0.5211,26.7,519
2015/05/17 13:40:54,5.4936,1.8665,0.0954,0.5239,26.8,520
2015/05/17 13:40:55,5.4899,1.8612,0.0959,0.5268,26.7,521
2015/05/17 13:40:56,5.4901,1.8611,0.0965,0.5296,26.7,522
2015/05/17 13:40:57,5.4950,1.8681,0.0970,0.5324,26.7,523
2015/05/17 13:40:58,5.4948,1.8682,0.0975,0.5353,26.7,524
2015/05/17 13:40:59,5.4908,1.8618,0.0980,0.5381,26.7,525
2015/05/17 13:41:00,5.4905,1.8612,0.0985,0.5410,26.7,526
2015/05/17 13:41:01,5.4934,1.8657,0.0990,0.5438,26.7,527
2015/05/17 13:41:02,5.4952,1.8684,0.0996,0.5467,26.7,528
2015/05/17 13:41:03,5.4936,1.8661,0.1001,0.5495,26.7,529
2015/05/17 13:41:04,5.4900,1.8615,0.1006,0.5524,26.7,530
2015/05/17 13:41:05,5.4903,1.8620,0.1011,0.5552,26.7,531
2015/05/17 13:41:06,5.4953,1.8685,0.1016,0.5580,26.7,532
2015/05/17 13:41:07,5.4955,1.8686,0.1022,0.5609,26.7,533
2015/05/17 13:41:08,5.4905,1.8618,0.1027,0.5637,26.7,534
2015/05/17 13:41:09,5.4903,1.8618,0.1032,0.5666,26.8,535
2015/05/17 13:41:10,5.4942,1.8666,0.1037,0.5694,26.7,536
2015/05/17 13:41:11,5.4960,1.8687,0.1042,0.5723,26.7,537
2015/05/17 13:41:12,5.4934,1.8659,0.1047,0.5751,26.8,538
2015/05/17 13:41:13,5.4910,1.8616,0.1053,0.5780,26.7,539
2015/05/17 13:41:14,5.4914,1.8627,0.1058,0.5808,26.8,540
2015/05/17 13:41:15,5.4961,1.8688,0.1063,0.5837,26.7,541
2015/05/17 13:41:16,5.4960,1.8688,0.1068,0.5865,26.8,542
2015/05/17 13:41:17,5.4915,1.8617,0.1073,0.5894,26.8,543
2015/05/17 13:41:18,5.4915,1.8617,0.1079,0.5922,26.8,544
2015/05/17 13:41:19,5.4954,1.8674,0.1084,0.5951,26.8,545
2015/05/17 13:41:20,5.4968,1.8686,0.1089,0.5979,26.7,546
2015/05/17 13:41:21,5.4939,1.8653,0.1094,0.6007,26.8,547
2015/05/17 13:41:22,5.4915,1.8620,0.1099,0.6036,26.8,548
2015/05/17 13:41:23,5.4928,1.8634,0.1104,0.6064,26.8,549
2015/05/17 13:41:24,5.4970,1.8688,0.1110,0.6093,26.8,550
2015/05/17 13:41:25,5.4968,1.8689,0.1115,0.6121,26.8,551
2015/05/17 13:41:26,5.4917,1.8620,0.1120,0.6150,26.8,552
2015/05/17 13:41:27,5.4921,1.8620,0.1125,0.6178,26.8,553
2015/05/17 13:41:28,5.4967,1.8681,0.1130,0.6207,26.8,554
2015/05/17 13:41:29,5.4972,1.8689,0.1136,0.6235,26.8,555
2015/05/17 13:41:30,5.4940,1.8648,0.1141,0.6264,26.8,556
2015/05/17 13:41:31,5.4923,1.8620,0.1146,0.6292,26.8,557
2015/05/17 13:41:32,5.4939,1.8643,0.1151,0.6321,26.8,558
2015/05/17 13:41:33,5.4978,1.8690,0.1156,0.6349,26.8,559
2015/05/17 13:41:34,5.4973,1.8690,0.1161,0.6377,26.8,560
2015/05/17 13:41:35,5.4924,1.8621,0.1167,0.6406,26.8,561
2015/05/17 13:41:36,5.4923,1.8622,0.1172,0.6435,26.8,562
2015/05/17 13:41:37,5.4976,1.8692,0.1177,0.6463,26.8,563
2015/05/17 13:41:38,5.4976,1.8693,0.1182,0.6491,26.8,564
2015/05/17 13:41:39,5.4939,1.8644,0.1187,0.6520,26.8,565
2015/05/17 13:41:40,5.4924,1.8623,0.1193,0.6548,26.8,566
2015/05/17 13:41:41,5.4947,1.8653,0.1198,0.6577,26.8,567
2015/05/17 13:41:42,5.4975,1.8693,0.1203,0.6605,26.8,568
2015/05/17 13:41:43,5.4970,1.8684,0.1208,0.6634,26.8,569
2015/05/17 13:41:44,5.4925,1.8624,0.1213,0.6662,26.8,570
2015/05/17 13:41:45,5.4927,1.8625,0.1218,0.6691,26.8,571
2015/05/17 13:41:46,5.4979,1.8694,0.1224,0.6719,26.8,572
2015/05/17 13:41:47,5.4975,1.8696,0.1229,0.6748,26.8,573
2015/05/17 13:41:48,5.4936,1.8639,0.1234,0.6776,26.8,574
2015/05/17 13:41:49,5.4927,1.8627,0.1239,0.6805,26.8,575
2015/05/17 13:41:50,5.4952,1.8667,0.1244,0.6833,26.8,576
2015/05/17 13:41:51,5.4974,1.8699,0.1250,0.6862,26.8,577
2015/05/17 13:41:52,5.4964,1.8681,0.1255,0.6890,26.8,578
2015/05/17 13:41:53,5.4927,1.8629,0.1260,0.6919,26.8,579
2015/05/17 13:41:54,5.4928,1.8629,0.1265,0.6947,26.8,580
2015/05/17 13:41:55,5.4977,1.8700,0.1270,0.6976,26.8,581
2015/05/17 13:41:56,5.4978,1.8700,0.1275,0.7004,26.8,582
2015/05/17 13:41:57,5.4929,1.8635,0.1281,0.7033,26.8,583
2015/05/17 13:41:58,5.4924,1.8632,0.1286,0.7061,26.8,584
2015/05/17 13:41:59,5.4962,1.8678,0.1291,0.7090,26.8,585
2015/05/17 13:42:00,5.4979,1.8701,0.1296,0.7118,26.8,586
2015/05/17 13:42:01,5.4960,1.8675,0.1301,0.7147,26.8,587
2015/05/17 13:42:02,5.4929,1.8632,0.1307,0.7175,26.8,588
2015/05/17 13:42:03,5.4933,1.8639,0.1312,0.7204,26.8,589
2015/05/17 13:42:04,5.4982,1.8701,0.1317,0.7232,26.8,590
2015/05/17 13:42:05,5.4985,1.8700,0.1322,0.7261,26.8,591
2015/05/17 13:42:06,5.4933,1.8632,0.1327,0.7289,26.8,592
2015/05/17 13:42:07,5.4935,1.8631,0.1333,0.7318,26.8,593
2015/05/17 13:42:08,5.4974,1.8688,0.1338,0.7346,26.8,594
2015/05/17 13:42:09,5.4987,1.8701,0.1343,0.7375,26.8,595
2015/05/17 13:42:10,5.4961,1.8667,0.1348,0.7403,26.8,596
2015/05/17 13:42:11,5.4938,1.8632,0.1353,0.7432,26.8,597
2015/05/17 13:42:12,5.4950,1.8648,0.1358,0.7460,26.8,598
2015/05/17 13:42:13,5.4989,1.8702,0.1364,0.7489,26.8,599
2015/05/17 13:42:14,5.4990,1.8701,0.1369,0.7517,26.8,600
2015/05/17 13:42:15,5.4941,1.8632,0.1374,0.7546,26.8,601
2015/05/17 13:42:16,5.4942,1.8632,0.1379,0.7574,26.8,602
2015/05/17 13:42:17,5.4993,1.8694,0.1384,0.7603,26.8,603
2015/05/17 13:42:18,5.5001,1.8699,0.1390,0.7631,26.8,604
2015/05/17 13:42:19,5.4967,1.8656,0.1395,0.7660,26.8,605
2015/05/17 13:42:20,5.4948,1.8631,0.1400,0.7688,26.8,606
2015/05/17 13:42:21,5.4966,1.8656,0.1405,0.7717,26.8,607
2015/05/17 13:42:22,5.5000,1.8702,0.1410,0.7745,26.8,608
2015/05/17 13:42:23,5.4998,1.8697,0.1415,0.7774,26.8,609
2015/05/17 13:42:24,5.4954,1.8630,0.1421,0.7802,26.8,610
2015/05/17 13:42:25,5.4959,1.8629,0.1426,0.7831,26.8,611
2015/05/17 13:42:26,5.5008,1.8700,0.1431,0.7859,26.8,612
2015/05/17 13:42:27,5.5009,1.8700,0.1436,0.7888,26.8,613
2015/05/17 13:42:28,5.4977,1.8645,0.1441,0.7916,26.8,614
2015/05/17 13:42:29,5.4961,1.8629,0.1447,0.7945,26.8,615
2015/05/17 13:42:30,5.4984,1.8663,0.1452,0.7973,26.8,616
2015/05/17 13:42:31,5.5013,1.8700,0.1457,0.8002,26.8,617
2015/05/17 13:42:32,5.5001,1.8688,0.1462,0.8030,26.8,618
2015/05/17 13:42:33,5.4961,1.8631,0.1467,0.8059,26.8,619
2015/05/17 13:42:34,5.4964,1.8630,0.1473,0.8087,26.8,620
2015/05/17 13:42:35,5.5014,1.8700,0.1478,0.8116,26.8,621
2015/05/17 13:42:36,5.5014,1.8701,0.1483,0.8144,26.8,622
2015/05/17 13:42:37,5.4974,1.8639,0.1488,0.8173,26.8,623
2015/05/17 13:42:38,5.4969,1.8629,0.1493,0.8201,26.8,624
2015/05/17 13:42:39,5.4999,1.8671,0.1498,0.8230,26.8,625
2015/05/17 13:42:40,5.5021,1.8699,0.1504,0.8258,26.8,626
2015/05/17 13:42:41,5.5007,1.8678,0.1509,0.8287,26.8,627
2015/05/17 13:42:42,5.4970,1.8631,0.1514,0.8315,26.8,628
2015/05/17 13:42:43,5.4970,1.8632,0.1519,0.8344,26.8,629
2015/05/17 13:42:44,5.5024,1.8700,0.1524,0.8372,26.8,630
2015/05/17 13:42:45,5.5021,1.8701,0.1530,0.8401,26.8,631
2015/05/17 13:42:46,5.4974,1.8632,0.1535,0.8429,26.8,632
2015/05/17 13:42:47,5.4973,1.8631,0.1540,0.8458,26.8,633
2015/05/17 13:42:48,5.5010,1.8681,0.1545,0.8486,26.8,634
2015/05/17 13:42:49,5.5026,1.8701,0.1550,0.8515,26.8,635
2015/05/17 13:42:50,5.5005,1.8672,0.1555,0.8543,26.8,636
2015/05/17 13:42:51,5.4977,1.8631,0.1561,0.8572,26.8,637
2015/05/17 13:42:52,5.4984,1.8640,0.1566,0.8601,26.8,638
2015/05/17 13:42:53,5.5026,1.8702,0.1571,0.8629,26.8,639
2015/05/17 13:42:54,5.5028,1.8701,0.1576,0.8657,26.8,640
2015/05/17 13:42:55,5.4980,1.8632,0.1581,0.8686,26.8,641
2015/05/17 13:42:56,5.4983,1.8631,0.1587,0.8715,26.8,642
2015/05/17 13:42:57,5.5023,1.8689,0.1592,0.8743,26.8,643
2015/05/17 13:42:58,5.5032,1.8701,0.1597,0.8772,26.8,644
2015/05/17 13:42:59,5.5007,1.8664,0.1602,0.8800,26.8,645
2015/05/17 13:43:00,5.4987,1.8631,0.1607,0.8829,26.8,646
2015/05/17 13:43:01,5.4999,1.8649,0.1613,0.8857,26.8,647
2015/05/17 13:43:02,5.5035,1.8702,0.1618,0.8886,26.8,648
2015/05/17 13:43:03,5.5041,1.8700,0.1623,0.8914,26.8,649
2015/05/17 13:43:04,5.4994,1.8629,0.1628,0.8943,26.8,650
2015/05/17 13:43:05,5.4998,1.8628,0.1633,0.8971,26.8,651
2015/05/17 13:43:06,5.5049,1.8693,0.1638,0.9000,26.8,652
2015/05/17 13:43:07,5.5059,1.8693,0.1644,0.9028,26.8,653
2015/05/17 13:43:08,5.5028,1.8648,0.1649,0.9057,26.8,654
2015/05/17 13:43:09,5.5008,1.8625,0.1654,0.9085,26.8,655
2015/05/17 13:43:10,5.5030,1.8652,0.1659,0.9114,26.8,656
2015/05/17 13:43:11,5.5060,1.8696,0.1664,0.9142,26.8,657
2015/05/17 13:43:12,5.5059,1.8688,0.1670,0.9171,26.8,658
2015/05/17 13:43:13,5.5017,1.8623,0.1675,0.9199,26.8,659
2015/05/17 13:43:14,5.5014,1.8624,0.1680,0.9228,26.8,660
2015/05/17 13:43:15,5.5066,1.8693,0.1685,0.9257,26.8,661
2015/05/17 13:43:16,5.5069,1.8693,0.1690,0.9285,26.8,662
2015/05/17 13:43:17,5.5030,1.8638,0.1695,0.9314,26.8,663
2015/05/17 13:43:18,5.5019,1.8623,0.1701,0.9342,26.8,664
2015/05/17 13:43:19,5.5047,1.8659,0.1706,0.9371,26.8,665
2015/05/17 13:43:20,5.5070,1.8694,0.1711,0.9399,26.8,666
2015/05/17 13:43:21,5.5060,1.8678,0.1716,0.9428,26.8,667
2015/05/17 13:43:22,5.5019,1.8626,0.1721,0.9456,26.8,668
2015/05/17 13:43:23,5.5022,1.8624,0.1727,0.9485,26.8,669
2015/05/17 13:43:24,5.5072,1.8694,0.1732,0.9513,26.8,670
2015/05/17 13:43:25,5.5072,1.8694,0.1737,0.9542,26.8,671
2015/05/17 13:43:26,5.5031,1.8629,0.1742,0.9570,26.8,672
2015/05/17 13:43:27,5.5023,1.8625,0.1747,0.9599,26.8,673
2015/05/17 13:43:28,5.5052,1.8671,0.1752,0.9627,26.8,674
2015/05/17 13:43:29,5.5076,1.8696,0.1758,0.9656,26.8,675
2015/05/17 13:43:30,5.5059,1.8671,0.1763,0.9684,26.8,676
2015/05/17 13:43:31,5.5032,1.8623,0.1768,0.9713,26.8,677
2015/05/17 13:43:32,5.5034,1.8627,0.1773,0.9742,26.8,678
2015/05/17 13:43:33,5.5079,1.8694,0.1778,0.9770,26.8,679
2015/05/17 13:43:34,5.5078,1.8695,0.1784,0.9799,26.8,680
2015/05/17 13:43:35,5.5033,1.8623,0.1789,0.9827,26.8,681
2015/05/17 13:43:36,5.5034,1.8624,0.1794,0.9856,26.8,682
2015/05/17 13:43:37,5.5071,1.8677,0.1799,0.9884,26.8,683
2015/05/17 13:43:38,5.5083,1.8695,0.1804,0.9913,26.8,684
2015/05/17 13:43:39,5.5061,1.8661,0.1809,0.9941,26.8,685
2015/05/17 13:43:40,5.5035,1.8626,0.1815,0.9970,26.8,686
2015/05/17 13:43:41,5.5047,1.8637,0.1820,0.9998,26.8,687
2015/05/17 13:43:42,5.5088,1.8694,0.1825,1.0027,26.8,688
2015/05/17 13:43:43,5.5086,1.8695,0.1830,1.0055,26.8,689
2015/05/17 13:43:44,5.5040,1.8624,0.1835,1.0084,26.8,690
2015/05/17 13:43:45,5.5039,1.8624,0.1841,1.0113,26.8,691
2015/05/17 13:43:46,5.5079,1.8688,0.1846,1.0141,26.8,692
