2015/05/17 13:37:48,V,A,Ah,Wh,T,S
2015/05/17 14:35:33,5.5914,2.2104,1.9862,11.0619,28.6,3800
2015/05/17 14:35:34,5.5917,2.2093,1.9868,11.0653,28.6,3801
2015/05/17 14:35:35,5.5919,2.2093,1.9874,11.0688,28.6,3802
2015/05/17 14:35:36,5.5919,2.2101,1.9880,11.0722,28.6,3803
2015/05/17 14:35:37,5.5920,2.2103,1.9886,11.0756,28.6,3804
2015/05/17 14:35:38,5.5922,2.2098,1.9893,11.0791,28.6,3805
2015/05/17 14:35:39,5.5922,2.2093,1.9899,11.0825,28.6,3806
2015/05/17 14:35:40,5.5923,2.2096,1.9905,11.0859,28.6,3807
2015/05/17 14:35:41,5.5922,2.2103,1.9911,11.0894,28.6,3808
2015/05/17 14:35:42,5.5921,2.2103,1.9917,11.0928,28.6,3809
2015/05/17 14:35:43,5.5924,2.2094,1.9923,11.0962,28.6,3810
2015/05/17 14:35:44,5.5925,2.2094,1.9929,11.0997,28.6,3811
2015/05/17 14:35:45,5.5925,2.2102,1.9936,11.1031,28.6,3812
2015/05/17 14:35:46,5.3310,0.0036,1.9942,11.1065,28.6,3813
2015/05/17 14:35:47,5.2890,0.5406,1.9942,11.1065,28.6,3814
2015/05/17 14:35:48,5.5888,2.2098,1.9943,11.1073,28.6,3815
2015/05/17 14:35:49,5.5902,2.2099,1.9949,11.1108,28.6,3816
2015/05/17 14:35:50,5.5908,2.2105,1.9955,11.1142,28.6,3817
2015/05/17 14:35:51,5.5911,2.2103,1.9962,11.1176,28.6,3818
2015/05/17 14:35:52,5.5914,2.2094,1.9968,11.1211,28.6,3819
2015/05/17 14:35:53,5.5915,2.2095,1.9974,11.1245,28.6,3820
2015/05/17 14:35:54,5.5915,2.2105,1.9980,11.1279,28.6,3821
2015/05/17 14:35:55,5.5916,2.2103,1.9986,11.1314,28.6,3822
2015/05/17 14:35:56,5.5919,2.2094,1.9992,11.1348,28.6,3823
2015/05/17 14:35:57,5.5919,2.2093,1.9998,11.1382,28.6,3824
2015/05/17 14:35:58,5.5918,2.2101,2.0005,11.1417,28.6,3825
2015/05/17 14:35:59,5.5918,2.2103,2.0011,11.1451,28.6,3826
2015/05/17 14:36:00,5.5919,2.2102,2.0017,11.1485,28.6,3827
2015/05/17 14:36:01,5.5921,2.2095,2.0023,11.1520,28.6,3828
2015/05/17 14:36:02,5.5922,2.2096,2.0029,11.1554,28.6,3829
2015/05/17 14:36:03,5.5922,2.2104,2.0035,11.1588,28.6,3830
2015/05/17 14:36:04,5.5922,2.2103,2.0041,11.1622,28.6,3831
2015/05/17 14:36:05,5.5923,2.2095,2.0048,11.1657,28.6,3832
2015/05/17 14:36:06,5.5924,2.2094,2.0054,11.1691,28.6,3833
2015/05/17 14:36:07,5.3213,0.2621,2.0060,11.1725,28.6,3834
2015/05/17 14:36:08,5.5866,2.2117,2.0061,11.1729,28.6,3835
2015/05/17 14:36:09,5.5893,2.2101,2.0067,11.1764,28.5,3836
2015/05/17 14:36:10,5.5902,2.2096,2.0073,11.1798,28.5,3837
2015/05/17 14:36:11,5.5907,2.2098,2.0079,11.1832,28.6,3838
2015/05/17 14:36:12,5.5910,2.2105,2.0085,11.1867,28.5,3839
2015/05/17 14:36:13,5.5910,2.2105,2.0091,11.1901,28.5,3840
2015/05/17 14:36:14,5.5912,2.2095,2.0097,11.1935,28.5,3841
2015/05/17 14:36:15,5.5915,2.2094,2.0104,11.1970,28.6,3842
2015/05/17 14:36:16,5.5916,2.2104,2.0110,11.2004,28.6,3843
2015/05/17 14:36:17,5.5916,2.2104,2.0116,11.2038,28.5,3844
2015/05/17 14:36:18,5.5919,2.2097,2.0122,11.2073,28.6,3845
2015/05/17 14:36:19,5.5920,2.2096,2.0128,11.2107,28.5,3846
2015/05/17 14:36:20,5.5919,2.2100,2.0134,11.2141,28.6,3847
2015/05/17 14:36:21,5.5920,2.2105,2.0140,11.2176,28.6,3848
2015/05/17 14:36:22,5.5920,2.2104,2.0147,11.2210,28.6,3849
2015/05/17 14:36:23,5.5921,2.2096,2.0153,11.2244,28.6,3850
2015/05/17 14:36:24,5.5921,2.2096,2.0159,11.2279,28.6,3851
2015/05/17 14:36:25,5.5922,2.2105,2.0165,11.2313,28.6,3852
2015/05/17 14:36:26,5.5924,2.2105,2.0171,11.2347,28.6,3853
2015/05/17 14:36:27,5.5817,1.5771,2.0177,11.2382,28.6,3854
2015/05/17 14:36:28,5.3020,0.3981,2.0182,11.2406,28.6,3855
2015/05/17 14:36:29,5.5885,2.2107,2.0183,11.2412,28.6,3856
2015/05/17 14:36:30,5.5900,2.2107,2.0189,11.2446,28.6,3857
2015/05/17 14:36:31,5.5907,2.2103,2.0195,11.2480,28.6,3858
2015/05/17 14:36:32,5.5910,2.2096,2.0201,11.2515,28.6,3859
2015/05/17 14:36:33,5.5914,2.2097,2.0207,11.2549,28.6,3860
2015/05/17 14:36:34,5.5916,2.2105,2.0213,11.2583,28.6,3861
2015/05/17 14:36:35,5.5917,2.2105,2.0220,11.2618,28.6,3862
2015/05/17 14:36:36,5.5918,2.2094,2.0226,11.2652,28.6,3863
2015/05/17 14:36:37,5.5919,2.2095,2.0232,11.2686,28.6,3864
2015/05/17 14:36:38,5.5920,2.2103,2.0238,11.2721,28.6,3865
2015/05/17 14:36:39,5.5922,2.2105,2.0244,11.2755,28.6,3866
2015/05/17 14:36:40,5.5921,2.2098,2.0250,11.2789,28.6,3867
2015/05/17 14:36:41,5.5923,2.2094,2.0256,11.2824,28.6,3868
2015/05/17 14:36:42,5.5923,2.2098,2.0263,11.2858,28.6,3869
2015/05/17 14:36:43,5.5923,2.2105,2.0269,11.2892,28.6,3870
2015/05/17 14:36:44,5.5925,2.2105,2.0275,11.2927,28.6,3871
2015/05/17 14:36:45,5.5925,2.2095,2.0281,11.2961,28.6,3872
2015/05/17 14:36:46,5.5926,2.2094,2.0287,11.2995,28.6,3873
2015/05/17 14:36:47,5.5925,2.2103,2.0293,11.3030,28.6,3874
2015/05/17 14:36:48,5.3450,0.0054,2.0299,11.3064,28.6,3875
2015/05/17 14:36:49,5.4880,1.9168,2.0299,11.3064,28.6,3876
2015/05/17 14:36:50,5.5891,2.2099,2.0305,11.3093,28.6,3877
2015/05/17 14:36:51,5.5902,2.2102,2.0311,11.3128,28.6,3878
2015/05/17 14:36:52,5.5906,2.2107,2.0317,11.3162,28.6,3879
2015/05/17 14:36:53,5.5908,2.2105,2.0323,11.3196,28.6,3880
2015/05/17 14:36:54,5.5912,2.2096,2.0329,11.3231,28.6,3881
2015/05/17 14:36:55,5.5912,2.2094,2.0335,11.3265,28.6,3882
2015/05/17 14:36:56,5.5912,2.2104,2.0342,11.3299,28.6,3883
2015/05/17 14:36:57,5.5915,2.2105,2.0348,11.3334,28.6,3884
2015/05/17 14:36:58,5.5919,2.2096,2.0354,11.3368,28.6,3885
2015/05/17 14:36:59,5.5920,2.2094,2.0360,11.3402,28.6,3886
2015/05/17 14:37:00,5.5920,2.2099,2.0366,11.3437,28.6,3887
2015/05/17 14:37:01,5.5921,2.2104,2.0372,11.3471,28.6,3888
2015/05/17 14:37:02,5.5922,2.2101,2.0378,11.3505,28.6,3889
2015/05/17 14:37:03,5.5923,2.2094,2.0384,11.3540,28.6,3890
2015/05/17 14:37:04,5.5925,2.2094,2.0391,11.3574,28.6,3891
2015/05/17 14:37:05,5.5924,2.2104,2.0397,11.3608,28.6,3892
2015/05/17 14:37:06,5.5923,2.2104,2.0403,11.3643,28.6,3893
2015/05/17 14:37:07,5.5924,2.2094,2.0409,11.3677,28.6,3894
2015/05/17 14:37:08,5.5926,2.2093,2.0415,11.3711,28.6,3895
2015/05/17 14:37:09,5.3014,0.4036,2.0421,11.3746,28.6,3896
2015/05/17 14:37:10,5.5875,2.2114,2.0422,11.3751,28.6,3897
2015/05/17 14:37:11,5.5897,2.2105,2.0429,11.3786,28.6,3898
2015/05/17 14:37:12,5.5904,2.2097,2.0435,11.3820,28.6,3899
2015/05/17 14:37:13,5.5909,2.2098,2.0441,11.3854,28.5,3900
2015/05/17 14:37:14,5.5911,2.2105,2.0447,11.3889,28.5,3901
2015/05/17 14:37:15,5.5912,2.2107,2.0453,11.3923,28.5,3902
2015/05/17 14:37:16,5.5915,2.2096,2.0459,11.3957,28.5,3903
2015/05/17 14:37:17,5.5918,2.2095,2.0465,11.3992,28.5,3904
2015/05/17 14:37:18,5.5920,2.2105,2.0472,11.4026,28.5,3905
2015/05/17 14:37:19,5.5919,2.2105,2.0478,11.4060,28.6,3906
2015/05/17 14:37:20,5.5921,2.2098,2.0484,11.4095,28.5,3907
2015/05/17 14:37:21,5.5921,2.2095,2.0490,11.4129,28.6,3908
2015/05/17 14:37:22,5.5922,2.2099,2.0496,11.4163,28.5,3909
2015/05/17 14:37:23,5.5923,2.2106,2.0502,11.4198,28.5,3910
2015/05/17 14:37:24,5.5922,2.2105,2.0508,11.4232,28.6,3911
2015/05/17 14:37:25,5.5924,2.2096,2.0515,11.4266,28.5,3912
2015/05/17 14:37:26,5.5926,2.2096,2.0521,11.4301,28.6,3913
2015/05/17 14:37:27,5.5928,2.2105,2.0527,11.4335,28.5,3914
2015/05/17 14:37:28,5.5927,2.2105,2.0533,11.4369,28.5,3915
2015/05/17 14:37:29,5.4135,0.0902,2.0539,11.4404,28.6,3916
2015/05/17 14:37:30,5.3006,0.3984,2.0539,11.4405,28.6,3917
2015/05/17 14:37:31,5.5889,2.2108,2.0540,11.4411,28.6,3918
2015/05/17 14:37:32,5.5904,2.2109,2.0547,11.4445,28.6,3919
2015/05/17 14:37:33,5.5909,2.2105,2.0553,11.4480,28.6,3920
2015/05/17 14:37:34,5.5912,2.2098,2.0559,11.4514,28.6,3921
2015/05/17 14:37:35,5.5916,2.2097,2.0565,11.4548,28.6,3922
2015/05/17 14:37:36,5.5911,2.2106,2.0571,11.4583,28.6,3923
2015/05/17 14:37:37,5.5916,2.2106,2.0577,11.4617,28.6,3924
2015/05/17 14:37:38,5.5916,2.2096,2.0583,11.4651,28.6,3925
2015/05/17 14:37:39,5.5921,2.2097,2.0590,11.4686,28.6,3926
2015/05/17 14:37:40,5.5922,2.2103,2.0596,11.4720,28.6,3927
2015/05/17 14:37:41,5.5919,2.2105,2.0602,11.4754,28.6,3928
2015/05/17 14:37:42,5.5920,2.2102,2.0608,11.4789,28.6,3929
2015/05/17 14:37:43,5.5920,2.2097,2.0614,11.4823,28.6,3930
2015/05/17 14:37:44,5.5926,2.2099,2.0620,11.4857,28.6,3931
2015/05/17 14:37:45,5.5926,2.2107,2.0626,11.4892,28.6,3932
2015/05/17 14:37:46,5.5925,2.2108,2.0633,11.4926,28.6,3933
2015/05/17 14:37:47,5.5924,2.2097,2.0639,11.4960,28.6,3934
2015/05/17 14:37:48,5.5924,2.2096,2.0645,11.4995,28.6,3935
2015/05/17 14:37:49,5.5928,2.2106,2.0651,11.5029,28.6,3936
2015/05/17 14:37:50,5.3283,0.1598,2.0657,11.5063,28.6,3937
2015/05/17 14:37:51,5.5866,2.2116,2.0658,11.5066,28.6,3938
2015/05/17 14:37:52,5.5899,2.2101,2.0664,11.5100,28.6,3939
2015/05/17 14:37:53,5.5907,2.2102,2.0670,11.5134,28.6,3940
2015/05/17 14:37:54,5.5911,2.2107,2.0676,11.5169,28.6,3941
2015/05/17 14:37:55,5.5915,2.2105,2.0682,11.5203,28.6,3942
2015/05/17 14:37:56,5.5916,2.2098,2.0688,11.5237,28.6,3943
2015/05/17 14:37:57,5.5918,2.2096,2.0694,11.5272,28.6,3944
2015/05/17 14:37:58,5.5919,2.2105,2.0701,11.5306,28.6,3945
2015/05/17 14:37:59,5.5922,2.2106,2.0707,11.5340,28.6,3946
2015/05/17 14:38:00,5.5922,2.2096,2.0713,11.5375,28.6,3947
2015/05/17 14:38:01,5.5922,2.2093,2.0719,11.5409,28.6,3948
2015/05/17 14:38:02,5.5923,2.2098,2.0725,11.5443,28.6,3949
2015/05/17 14:38:03,5.5923,2.2104,2.0731,11.5477,28.6,3950
2015/05/17 14:38:04,5.5930,2.2099,2.0737,11.5512,28.6,3951
2015/05/17 14:38:05,5.5927,2.2094,2.0743,11.5546,28.6,3952
2015/05/17 14:38:06,5.5930,2.2096,2.0750,11.5580,28.6,3953
2015/05/17 14:38:07,5.5928,2.2103,2.0756,11.5615,28.6,3954
2015/05/17 14:38:08,5.5926,2.2104,2.0762,11.5649,28.6,3955
2015/05/17 14:38:09,5.5926,2.2096,2.0768,11.5683,28.6,3956
2015/05/17 14:38:10,5.5929,2.2094,2.0774,11.5718,28.6,3957
2015/05/17 14:38:11,5.3008,0.4040,2.0780,11.5752,28.6,3958
2015/05/17 14:38:12,5.5882,2.2114,2.0781,11.5758,28.6,3959
2015/05/17 14:38:13,5.5900,2.2105,2.0788,11.5792,28.6,3960
2015/05/17 14:38:14,5.5907,2.2098,2.0794,11.5827,28.6,3961
2015/05/17 14:38:15,5.5911,2.2099,2.0800,11.5861,28.6,3962
2015/05/17 14:38:16,5.5911,2.2108,2.0806,11.5895,28.6,3963
2015/05/17 14:38:17,5.5915,2.2106,2.0812,11.5930,28.6,3964
2015/05/17 14:38:18,5.5918,2.2096,2.0818,11.5964,28.6,3965
2015/05/17 14:38:19,5.5919,2.2097,2.0824,11.5998,28.6,3966
2015/05/17 14:38:20,5.5919,2.2105,2.0831,11.6033,28.6,3967
2015/05/17 14:38:21,5.5921,2.2107,2.0837,11.6067,28.6,3968
2015/05/17 14:38:22,5.5921,2.2099,2.0843,11.6101,28.6,3969
2015/05/17 14:38:23,5.5923,2.2096,2.0849,11.6136,28.6,3970
2015/05/17 14:38:24,5.5924,2.2100,2.0855,11.6170,28.6,3971
2015/05/17 14:38:25,5.5924,2.2107,2.0861,11.6204,28.6,3972
2015/05/17 14:38:26,5.5925,2.2105,2.0867,11.6239,28.6,3973
2015/05/17 14:38:27,5.5926,2.2096,2.0874,11.6273,28.6,3974
2015/05/17 14:38:28,5.5927,2.2096,2.0880,11.6307,28.6,3975
2015/05/17 14:38:29,5.5925,2.2106,2.0886,11.6342,28.6,3976
2015/05/17 14:38:30,5.5928,2.2106,2.0892,11.6376,28.6,3977
2015/05/17 14:38:31,5.3526,0.0052,2.0898,11.6410,28.6,3978
2015/05/17 14:38:32,5.3777,1.1968,2.0898,11.6410,28.6,3979
2015/05/17 14:38:33,5.5892,2.2109,2.0901,11.6428,28.6,3980
2015/05/17 14:38:34,5.5904,2.2111,2.0908,11.6463,28.6,3981
2015/05/17 14:38:35,5.5909,2.2107,2.0914,11.6497,28.6,3982
2015/05/17 14:38:36,5.5912,2.2099,2.0920,11.6531,28.6,3983
2015/05/17 14:38:37,5.5916,2.2098,2.0926,11.6566,28.6,3984
2015/05/17 14:38:38,5.5915,2.2109,2.0932,11.6600,28.6,3985
2015/05/17 14:38:39,5.5916,2.2109,2.0938,11.6634,28.6,3986
2015/05/17 14:38:40,5.5917,2.2098,2.0944,11.6669,28.6,3987
2015/05/17 14:38:41,5.5919,2.2098,2.0951,11.6703,28.6,3988
2015/05/17 14:38:42,5.5919,2.2105,2.0957,11.6737,28.6,3989
2015/05/17 14:38:43,5.5921,2.2108,2.0963,11.6772,28.6,3990
2015/05/17 14:38:44,5.5922,2.2103,2.0969,11.6806,28.6,3991
2015/05/17 14:38:45,5.5924,2.2096,2.0975,11.6840,28.6,3992
2015/05/17 14:38:46,5.5922,2.2098,2.0981,11.6875,28.6,3993
2015/05/17 14:38:47,5.5924,2.2106,2.0987,11.6909,28.6,3994
2015/05/17 14:38:48,5.5924,2.2106,2.0994,11.6943,28.6,3995
2015/05/17 14:38:49,5.5925,2.2096,2.1000,11.6978,28.6,3996
2015/05/17 14:38:50,5.5926,2.2095,2.1006,11.7012,28.6,3997
2015/05/17 14:38:51,5.5925,2.2105,2.1012,11.7046,28.6,3998
2015/05/17 14:38:52,5.3129,0.4052,2.1018,11.7081,28.6,3999
2015/05/17 14:38:53,5.5872,2.2112,2.1019,11.7087,28.6,4000
2015/05/17 14:38:54,5.5898,2.2102,2.1025,11.7121,28.6,4001
2015/05/17 14:38:55,5.5906,2.2104,2.1032,11.7155,28.6,4002
2015/05/17 14:38:56,5.5909,2.2110,2.1038,11.7190,28.6,4003
2015/05/17 14:38:57,5.5912,2.2109,2.1044,11.7224,28.6,4004
2015/05/17 14:38:58,5.5916,2.2098,2.1050,11.7258,28.6,4005
2015/05/17 14:38:59,5.5918,2.2099,2.1056,11.7293,28.6,4006
2015/05/17 14:39:00,5.5917,2.2109,2.1062,11.7327,28.6,4007
2015/05/17 14:39:01,5.5919,2.2109,2.1068,11.7361,28.6,4008
2015/05/17 14:39:02,5.5919,2.2101,2.1074,11.7396,28.6,4009
2015/05/17 14:39:03,5.5921,2.2098,2.1081,11.7430,28.6,4010
2015/05/17 14:39:04,5.5922,2.2104,2.1087,11.7464,28.6,4011
2015/05/17 14:39:05,5.5923,2.2109,2.1093,11.7499,28.6,4012
2015/05/17 14:39:06,5.5924,2.2105,2.1099,11.7533,28.6,4013
2015/05/17 14:39:07,5.5925,2.2098,2.1105,11.7567,28.6,4014
2015/05/17 14:39:08,5.5926,2.2098,2.1111,11.7602,28.6,4015
2015/05/17 14:39:09,5.5925,2.2109,2.1117,11.7636,28.6,4016
2015/05/17 14:39:10,5.5925,2.2108,2.1124,11.7670,28.6,4017
2015/05/17 14:39:11,5.5928,2.2098,2.1130,11.7705,28.6,4018
2015/05/17 14:39:12,5.5092,0.9388,2.1136,11.7739,28.6,4019
2015/05/17 14:39:13,5.3001,0.4041,2.1138,11.7753,28.6,4020
2015/05/17 14:39:14,5.5886,2.2114,2.1140,11.7759,28.6,4021
2015/05/17 14:39:15,5.5902,2.2108,2.1146,11.7794,28.6,4022
2015/05/17 14:39:16,5.5908,2.2102,2.1152,11.7828,28.6,4023
2015/05/17 14:39:17,5.5911,2.2102,2.1158,11.7862,28.6,4024
2015/05/17 14:39:18,5.5914,2.2109,2.1164,11.7897,28.6,4025
2015/05/17 14:39:19,5.5916,2.2109,2.1170,11.7931,28.6,4026
2015/05/17 14:39:20,5.5919,2.2100,2.1176,11.7965,28.6,4027
2015/05/17 14:39:21,5.5920,2.2099,2.1183,11.8000,28.6,4028
2015/05/17 14:39:22,5.5922,2.2108,2.1189,11.8034,28.6,4029
2015/05/17 14:39:23,5.5922,2.2109,2.1195,11.8068,28.6,4030
2015/05/17 14:39:24,5.5924,2.2102,2.1201,11.8103,28.6,4031
2015/05/17 14:39:25,5.5925,2.2098,2.1207,11.8137,28.6,4032
2015/05/17 14:39:26,5.5924,2.2102,2.1213,11.8171,28.6,4033
2015/05/17 14:39:27,5.5923,2.2109,2.1219,11.8206,28.6,4034
2015/05/17 14:39:28,5.5925,2.2108,2.1226,11.8240,28.6,4035
2015/05/17 14:39:29,5.5926,2.2099,2.1232,11.8274,28.6,4036
2015/05/17 14:39:30,5.5927,2.2098,2.1238,11.8309,28.6,4037
2015/05/17 14:39:31,5.5926,2.2108,2.1244,11.8343,28.6,4038
2015/05/17 14:39:32,5.5928,2.2107,2.1250,11.8377,28.6,4039
2015/05/17 14:39:33,5.3645,0.0224,2.1256,11.8412,28.6,4040
2015/05/17 14:39:34,5.5845,2.2118,2.1256,11.8412,28.6,4041
2015/05/17 14:39:35,5.5893,2.2108,2.1262,11.8446,28.6,4042
2015/05/17 14:39:36,5.5906,2.2112,2.1269,11.8481,28.6,4043
2015/05/17 14:39:37,5.5909,2.2106,2.1275,11.8515,28.6,4044
2015/05/17 14:39:38,5.5914,2.2100,2.1281,11.8549,28.6,4045
2015/05/17 14:39:39,5.5914,2.2100,2.1287,11.8584,28.6,4046
2015/05/17 14:39:40,5.5918,2.2109,2.1293,11.8618,28.6,4047
2015/05/17 14:39:41,5.5919,2.2108,2.1299,11.8652,28.6,4048
2015/05/17 14:39:42,5.5919,2.2098,2.1305,11.8687,28.6,4049
2015/05/17 14:39:43,5.5919,2.2098,2.1312,11.8721,28.6,4050
2015/05/17 14:39:44,5.5921,2.2105,2.1318,11.8755,28.6,4051
2015/05/17 14:39:45,5.5922,2.2109,2.1324,11.8790,28.6,4052
2015/05/17 14:39:46,5.5923,2.2104,2.1330,11.8824,28.6,4053
2015/05/17 14:39:47,5.5925,2.2098,2.1336,11.8858,28.6,4054
2015/05/17 14:39:48,5.5925,2.2100,2.1342,11.8893,28.6,4055
2015/05/17 14:39:49,5.5926,2.2108,2.1348,11.8927,28.6,4056
2015/05/17 14:39:50,5.5926,2.2107,2.1355,11.8961,28.6,4057
2015/05/17 14:39:51,5.5927,2.2097,2.1361,11.8996,28.6,4058
2015/05/17 14:39:52,5.5929,2.2097,2.1367,11.9030,28.6,4059
2015/05/17 14:39:53,5.5928,2.2105,2.1373,11.9064,28.6,4060
2015/05/17 14:39:54,5.3003,0.4063,2.1379,11.9099,28.6,4061
2015/05/17 14:39:55,5.5882,2.2111,2.1380,11.9105,28.6,4062
2015/05/17 14:39:56,5.5901,2.2102,2.1386,11.9139,28.6,4063
2015/05/17 14:39:57,5.5907,2.2104,2.1393,11.9173,28.6,4064
2015/05/17 14:39:58,5.5912,2.2111,2.1399,11.9208,28.6,4065
2015/05/17 14:39:59,5.5914,2.2110,2.1405,11.9242,28.6,4066
2015/05/17 14:40:00,5.5917,2.2099,2.1411,11.9276,28.6,4067
2015/05/17 14:40:01,5.5918,2.2099,2.1417,11.9311,28.6,4068
2015/05/17 14:40:02,5.5918,2.2109,2.1423,11.9345,28.6,4069
2015/05/17 14:40:03,5.5922,2.2109,2.1429,11.9379,28.6,4070
2015/05/17 14:40:04,5.5922,2.2102,2.1436,11.9414,28.6,4071
2015/05/17 14:40:05,5.5922,2.2100,2.1442,11.9448,28.6,4072
2015/05/17 14:40:06,5.5921,2.2103,2.1448,11.9482,28.6,4073
2015/05/17 14:40:07,5.5924,2.2109,2.1454,11.9517,28.6,4074
2015/05/17 14:40:08,5.5925,2.2106,2.1460,11.9551,28.6,4075
2015/05/17 14:40:09,5.5926,2.2099,2.1466,11.9585,28.6,4076
2015/05/17 14:40:10,5.5927,2.2098,2.1472,11.9620,28.6,4077
2015/05/17 14:40:11,5.5926,2.2109,2.1479,11.9654,28.6,4078
2015/05/17 14:40:12,5.5926,2.2109,2.1485,11.9688,28.6,4079
2015/05/17 14:40:13,5.5927,2.2100,2.1491,11.9723,28.6,4080
2015/05/17 14:40:14,5.3498,0.0053,2.1497,11.9757,28.6,4081
2015/05/17 14:40:15,5.3235,0.8528,2.1497,11.9757,28.6,4082
2015/05/17 14:40:16,5.5891,2.2114,2.1499,11.9770,28.6,4083
2015/05/17 14:40:17,5.5902,2.2109,2.1505,11.9804,28.6,4084
2015/05/17 14:40:18,5.5908,2.2102,2.1512,11.9838,28.6,4085
2015/05/17 14:40:19,5.5910,2.2102,2.1518,11.9873,28.6,4086
2015/05/17 14:40:20,5.5912,2.2111,2.1524,11.9907,28.6,4087
2015/05/17 14:40:21,5.5917,2.2110,2.1530,11.9941,28.6,4088
2015/05/17 14:40:22,5.5918,2.2099,2.1536,11.9976,28.6,4089
2015/05/17 14:40:23,5.5920,2.2100,2.1542,12.0010,28.6,4090
2015/05/17 14:40:24,5.5920,2.2109,2.1548,12.0044,28.6,4091
2015/05/17 14:40:25,5.5920,2.2112,2.1555,12.0079,28.6,4092
2015/05/17 14:40:26,5.5923,2.2105,2.1561,12.0113,28.6,4093
2015/05/17 14:40:27,5.5924,2.2100,2.1567,12.0147,28.6,4094
2015/05/17 14:40:28,5.5924,2.2103,2.1573,12.0182,28.6,4095
2015/05/17 14:40:29,5.5925,2.2109,2.1579,12.0216,28.6,4096
2015/05/17 14:40:30,5.5926,2.2109,2.1585,12.0250,28.6,4097
2015/05/17 14:40:31,5.5927,2.2099,2.1591,12.0285,28.6,4098
2015/05/17 14:40:32,5.5927,2.2100,2.1598,12.0319,28.6,4099
2015/05/17 14:40:33,5.5927,2.2109,2.1604,12.0353,28.6,4100
2015/05/17 14:40:34,5.5926,2.2109,2.1610,12.0388,28.6,4101
2015/05/17 14:40:35,5.3182,0.3414,2.1616,12.0422,28.6,4102
2015/05/17 14:40:36,5.5871,2.2113,2.1617,12.0427,28.6,4103
2015/05/17 14:40:37,5.5897,2.2108,2.1623,12.0461,28.6,4104
2015/05/17 14:40:38,5.5906,2.2112,2.1629,12.0496,28.6,4105
2015/05/17 14:40:39,5.5908,2.2109,2.1635,12.0530,28.6,4106
2015/05/17 14:40:40,5.5911,2.2100,2.1641,12.0564,28.6,4107
2015/05/17 14:40:41,5.5916,2.2099,2.1648,12.0599,28.6,4108
2015/05/17 14:40:42,5.5917,2.2109,2.1654,12.0633,28.6,4109
2015/05/17 14:40:43,5.5918,2.2109,2.1660,12.0667,28.6,4110
2015/05/17 14:40:44,5.5920,2.2100,2.1666,12.0702,28.6,4111
2015/05/17 14:40:45,5.5922,2.2099,2.1672,12.0736,28.6,4112
2015/05/17 14:40:46,5.5922,2.2105,2.1678,12.0770,28.6,4113
2015/05/17 14:40:47,5.5921,2.2108,2.1684,12.0805,28.6,4114
2015/05/17 14:40:48,5.5922,2.2105,2.1691,12.0839,28.6,4115
2015/05/17 14:40:49,5.5923,2.2099,2.1697,12.0873,28.6,4116
2015/05/17 14:40:50,5.5924,2.2099,2.1703,12.0908,28.6,4117
2015/05/17 14:40:51,5.5925,2.2109,2.1709,12.0942,28.6,4118
2015/05/17 14:40:52,5.5925,2.2108,2.1715,12.0976,28.5,4119
2015/05/17 14:40:53,5.5927,2.2098,2.1721,12.1011,28.5,4120
2015/05/17 14:40:54,5.5928,2.2097,2.1727,12.1045,28.6,4121
2015/05/17 14:40:55,5.5562,1.3399,2.1734,12.1079,28.5,4122
2015/05/17 14:40:56,5.2999,0.4066,2.1737,12.1100,28.6,4123
2015/05/17 14:40:57,5.5886,2.2112,2.1738,12.1106,28.5,4124
2015/05/17 14:40:58,5.5903,2.2102,2.1745,12.1140,28.5,4125
2015/05/17 14:40:59,5.5908,2.2104,2.1751,12.1175,28.5,4126
2015/05/17 14:41:00,5.5911,2.2110,2.1757,12.1209,28.5,4127
2015/05/17 14:41:01,5.5916,2.2110,2.1763,12.1243,28.5,4128
2015/05/17 14:41:02,5.5917,2.2101,2.1769,12.1278,28.5,4129
2015/05/17 14:41:03,5.5918,2.2099,2.1775,12.1312,28.6,4130
2015/05/17 14:41:04,5.5920,2.2110,2.1781,12.1346,28.6,4131
2015/05/17 14:41:05,5.5921,2.2110,2.1788,12.1381,28.5,4132
2015/05/17 14:41:06,5.5922,2.2103,2.1794,12.1415,28.6,4133
2015/05/17 14:41:07,5.5925,2.2098,2.1800,12.1449,28.5,4134
2015/05/17 14:41:08,5.5924,2.2103,2.1806,12.1484,28.6,4135
2015/05/17 14:41:09,5.5926,2.2109,2.1812,12.1518,28.6,4136
2015/05/17 14:41:10,5.5924,2.2107,2.1818,12.1552,28.6,4137
2015/05/17 14:41:11,5.5926,2.2098,2.1824,12.1587,28.5,4138
2015/05/17 14:41:12,5.5927,2.2098,2.1831,12.1621,28.6,4139
2015/05/17 14:41:13,5.5926,2.2109,2.1837,12.1655,28.5,4140
2015/05/17 14:41:14,5.5927,2.2109,2.1843,12.1690,28.6,4141
2015/05/17 14:41:15,5.5927,2.2100,2.1849,12.1724,28.6,4142
2015/05/17 14:41:16,5.3624,0.0052,2.1855,12.1758,28.6,4143
2015/05/17 14:41:17,5.5502,2.1928,2.1855,12.1759,28.6,4144
2015/05/17 14:41:18,5.5892,2.2115,2.1861,12.1792,28.6,4145
2015/05/17 14:41:19,5.5906,2.2112,2.1867,12.1827,28.6,4146
2015/05/17 14:41:20,5.5909,2.2102,2.1874,12.1861,28.6,4147
2015/05/17 14:41:21,5.5911,2.2102,2.1880,12.1895,28.6,4148
