    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,       9,  5.1741,  0.0001,  18.3, 805.3
    1,      12,  5.1728,  0.0001,  18.3, 805.3
    2,      15,  5.2928,  0.9654,  18.3, 805.3
    3,      18,  5.3016,  0.9669,  18.3, 805.3
    4,      21,  5.3046,  0.9678,  18.3, 805.3
    5,      24,  5.3065,  0.9682,  18.3, 805.3
    6,      27,  5.3046,  0.9391,  18.3, 805.3
    7,      30,  5.3024,  0.9349,  18.4, 805.4
    8,      33,  5.2986,  0.9197,  18.4, 805.4
    9,      36,  5.2992,  0.9203,  18.4, 805.4
   10,      39,  5.2998,  0.9203,  18.5, 805.5
   11,      42,  5.3003,  0.9223,  18.5, 805.5
   12,      45,  5.3010,  0.9216,  18.5, 805.5
   13,      48,  5.3015,  0.9223,  18.5, 805.5
   14,      51,  5.3020,  0.9223,  18.5, 805.5
   15,      54,  5.3022,  0.9232,  18.5, 805.5
   16,      57,  5.3027,  0.9242,  18.5, 805.5
   17,      60,  5.3030,  0.9236,  18.6, 805.6
   18,      63,  5.3033,  0.9242,  18.6, 805.6
   19,      66,  5.3036,  0.9245,  18.6, 805.6
   20,      69,  5.3038,  0.9249,  18.6, 805.6
   21,      72,  5.3042,  0.9252,  18.6, 805.6
   22,      75,  5.3044,  0.9255,  18.6, 805.6
   23,      78,  5.3046,  0.9255,  18.6, 805.6
   24,      81,  5.3047,  0.9257,  18.6, 805.6
   25,      84,  5.3052,  0.9263,  18.6, 805.6
   26,      87,  5.3054,  0.9260,  18.6, 805.6
   27,      90,  5.3058,  0.9266,  18.6, 805.6
   28,      93,  5.3061,  0.9266,  18.7, 805.7
   29,      96,  5.3061,  0.9270,  18.7, 805.7
   30,      99,  5.3065,  0.9273,  18.7, 805.7
   31,     102,  5.3066,  0.9273,  18.8, 805.8
   32,     105,  5.3068,  0.9270,  18.8, 805.8
   33,     108,  5.3069,  0.9276,  18.8, 805.8
   34,     111,  5.3073,  0.9276,  18.8, 805.8
   35,     114,  5.3076,  0.9283,  18.8, 805.8
   36,     117,  5.3077,  0.9283,  18.8, 805.8
   37,     120,  5.3079,  0.9286,  18.8, 805.8
   38,     123,  5.3082,  0.9283,  18.8, 805.8
   39,     126,  5.3084,  0.9283,  18.8, 805.8
   40,     129,  5.3086,  0.9286,  18.8, 805.8
   41,     132,  5.3086,  0.9289,  18.9, 805.9
   42,     135,  5.3088,  0.9299,  18.9, 805.9
   43,     138,  5.3089,  0.9292,  18.9, 805.9
   44,     141,  5.3093,  0.9296,  18.9, 805.9
   45,     144,  5.3093,  0.9296,  18.9, 805.9
   46,     147,  5.3095,  0.9292,  18.9, 805.9
   47,     150,  5.3098,  0.9305,  18.9, 805.9
   48,     153,  5.3101,  0.9296,  18.9, 805.9
