    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,      35,  5.1711, -0.0006,  21.3, 808.3
    1,      39,  5.1721, -0.0009,  21.4, 808.4
    2,      43,  5.1736,  0.0001,  21.5, 808.5
    3,      47,  5.1738,  0.0001,  21.5, 808.5
    4,      51,  5.4506,  1.7763,  21.5, 808.5
    5,      55,  5.5719,  2.0163,  21.6, 808.6
    6,      59,  5.5784,  2.0170,  21.6, 808.6
    7,      63,  5.5827,  2.0176,  21.7, 808.7
    8,      67,  5.5859,  2.0183,  21.8, 808.8
    9,      71,  5.5884,  2.0186,  21.8, 808.8
   10,      75,  5.5905,  2.0192,  21.9, 808.9
   11,      79,  5.5918,  2.0196,  22.0, 809.0
   12,      83,  5.5931,  2.0192,  22.0, 809.0
   13,      87,  5.5943,  2.0192,  22.0, 809.0
   14,      91,  5.5956,  2.0192,  22.0, 809.0
   15,      95,  5.5965,  2.0199,  22.0, 809.0
   16,      99,  5.5973,  2.0204,  22.1, 809.1
   17,     103,  5.5984,  2.0202,  22.1, 809.1
   18,     107,  5.5991,  2.0202,  22.1, 809.1
   19,     111,  5.5998,  2.0202,  22.1, 809.1
   20,     115,  5.6005,  2.0204,  22.1, 809.1
   21,     119,  5.6011,  2.0202,  22.1, 809.1
   22,     123,  5.6018,  2.0204,  22.1, 809.1
   23,     127,  5.6024,  2.0204,  22.2, 809.2
   24,     131,  5.6031,  2.0202,  22.2, 809.2
   25,     135,  5.6035,  2.0207,  22.2, 809.2
   26,     139,  5.6042,  2.0204,  22.2, 809.2
   27,     143,  5.6050,  2.0204,  22.2, 809.2
   28,     147,  5.6054,  2.0207,  22.2, 809.2
   29,     151,  5.6056,  2.0207,  22.3, 809.3
   30,     155,  5.6066,  2.0204,  22.3, 809.3
   31,     159,  5.6068,  2.0207,  22.3, 809.3
   32,     163,  5.6072,  2.0207,  22.3, 809.3
   33,     167,  5.6079,  2.0204,  22.3, 809.3
   34,     171,  5.6083,  2.0204,  22.3, 809.3
   35,     175,  5.6086,  2.0207,  22.3, 809.3
   36,     179,  5.6091,  2.0207,  22.3, 809.3
   37,     183,  5.6097,  2.0207,  22.3, 809.3
   38,     187,  5.6100,  2.0210,  22.3, 809.3
   39,     191,  5.6104,  2.0207,  22.3, 809.3
   40,     195,  5.6109,  2.0207,  22.3, 809.3
   41,     199,  5.6113,  2.0210,  22.3, 809.3
   42,     203,  5.6117,  2.0210,  22.4, 809.4
   43,     207,  5.6120,  2.0207,  22.4, 809.4
   44,     211,  5.6124,  2.0214,  22.4, 809.4
   45,     215,  5.6127,  2.0214,  22.4, 809.4
   46,     219,  5.6131,  2.0220,  22.4, 809.4
   47,     223,  5.6136,  2.0214,  22.4, 809.4
   48,     227,  5.6139,  2.0214,  22.5, 809.5
   49,     231,  5.6140,  2.0210,  22.5, 809.5
   50,     235,  5.6146,  2.0217,  22.5, 809.5
   51,     239,  5.6150,  2.0217,  22.5, 809.5
   52,     243,  5.6154,  2.0214,  22.5, 809.5
   53,     247,  5.6158,  2.0214,  22.5, 809.5
   54,     251,  5.6161,  2.0210,  22.5, 809.5
   55,     255,  5.6163,  2.0210,  22.5, 809.5
   56,     259,  5.6164,  2.0214,  22.5, 809.5
   57,     263,  5.6169,  2.0217,  22.5, 809.5
   58,     267,  5.6175,  2.0217,  22.5, 809.5
   59,     271,  5.6177,  2.0217,  22.5, 809.5
   60,     275,  5.6179,  2.0214,  22.5, 809.5
   61,     279,  5.6184,  2.0214,  22.5, 809.5
   62,     283,  5.6187,  2.0217,  22.5, 809.5
   63,     287,  5.6189,  2.0220,  22.5, 809.5
   64,     291,  5.6193,  2.0217,  22.5, 809.5
   65,     295,  5.6195,  2.0217,  22.5, 809.5
   66,     299,  5.6198,  2.0217,  22.6, 809.6
   67,     303,  5.6201,  2.0223,  22.6, 809.6
   68,     307,  5.6204,  2.0220,  22.6, 809.6
   69,     311,  5.6206,  2.0223,  22.6, 809.6
   70,     315,  5.6210,  2.0220,  22.6, 809.6
   71,     319,  5.6213,  2.0217,  22.6, 809.6
   72,     323,  5.6217,  2.0220,  22.6, 809.6
   73,     327,  5.6217,  2.0220,  22.6, 809.6
   74,     331,  5.6221,  2.0223,  22.6, 809.6
   75,     335,  5.6224,  2.0220,  22.6, 809.6
   76,     339,  5.6228,  2.0220,  22.6, 809.6
   77,     343,  5.6231,  2.0220,  22.7, 809.7
   78,     347,  5.6234,  2.0223,  22.7, 809.7
   79,     351,  5.6235,  2.0223,  22.7, 809.7
   80,     355,  5.6239,  2.0220,  22.7, 809.7
   81,     359,  5.6243,  2.0223,  22.7, 809.7
   82,     363,  5.6243,  2.0220,  22.6, 809.6
   83,     367,  5.6245,  2.0223,  22.6, 809.6
   84,     371,  5.6249,  2.0220,  22.7, 809.7
   85,     375,  5.6252,  2.0223,  22.7, 809.7
   86,     379,  5.6255,  2.0223,  22.7, 809.7
   87,     383,  5.6257,  2.0223,  22.7, 809.7
   88,     387,  5.6258,  2.0217,  22.7, 809.7
   89,     391,  5.6261,  2.0223,  22.7, 809.7
   90,     395,  5.6261,  2.0220,  22.7, 809.7
   91,     399,  5.6266,  2.0223,  22.7, 809.7
   92,     403,  5.6267,  2.0226,  22.7, 809.7
   93,     407,  5.6270,  2.0220,  22.8, 809.8
   94,     411,  5.6270,  2.0223,  22.8, 809.8
   95,     415,  5.6274,  2.0226,  22.8, 809.8
   96,     419,  5.6274,  2.0226,  22.8, 809.8
   97,     423,  5.6279,  2.0223,  22.8, 809.8
   98,     427,  5.6279,  2.0223,  22.8, 809.8
   99,     431,  5.6281,  2.0226,  22.8, 809.8
  100,     435,  5.6285,  2.0226,  22.8, 809.8
  101,     439,  5.6287,  2.0226,  22.8, 809.8
  102,     443,  5.6289,  2.0226,  22.8, 809.8
  103,     447,  5.6291,  2.0226,  22.8, 809.8
  104,     451,  5.6293,  2.0226,  22.8, 809.8
  105,     455,  5.6296,  2.0226,  22.8, 809.8
  106,     459,  5.6299,  2.0230,  22.8, 809.8
  107,     463,  5.6301,  2.0226,  22.8, 809.8
  108,     467,  5.6303,  2.0223,  22.8, 809.8
  109,     471,  5.6304,  2.0233,  22.9, 809.9
  110,     475,  5.6309,  2.0223,  22.8, 809.8
  111,     479,  5.6308,  2.0226,  22.9, 809.9
  112,     483,  5.6312,  2.0226,  22.9, 809.9
  113,     487,  5.6315,  2.0223,  22.9, 809.9
  114,     491,  5.6312,  2.0230,  22.9, 809.9
  115,     495,  5.6316,  2.0226,  23.0, 810.0
  116,     499,  5.6320,  2.0233,  23.0, 810.0
  117,     503,  5.6320,  2.0223,  23.0, 810.0
  118,     507,  5.6324,  2.0230,  23.0, 810.0
  119,     511,  5.6324,  2.0230,  23.0, 810.0
  120,     515,  5.6329,  2.0230,  23.0, 810.0
  121,     519,  5.6329,  2.0233,  23.0, 810.0
  122,     523,  5.6331,  2.0226,  23.0, 810.0
  123,     527,  5.6333,  2.0226,  23.0, 810.0
  124,     531,  5.6335,  2.0230,  23.0, 810.0
  125,     535,  5.6336,  2.0226,  23.0, 810.0
  126,     539,  5.6338,  2.0230,  23.0, 810.0
  127,     543,  5.6337,  2.0226,  23.0, 810.0
  128,     547,  5.6341,  2.0230,  23.0, 810.0
  129,     551,  5.6342,  2.0230,  23.0, 810.0
  130,     555,  5.6344,  2.0230,  23.0, 810.0
  131,     559,  5.6343,  2.0230,  23.0, 810.0
  132,     563,  5.6347,  2.0233,  23.0, 810.0
  133,     567,  5.6348,  2.0230,  23.0, 810.0
  134,     571,  5.6349,  2.0233,  23.0, 810.0
  135,     575,  5.6352,  2.0230,  23.0, 810.0
  136,     579,  5.6351,  2.0233,  23.0, 810.0
  137,     583,  5.6356,  2.0226,  23.0, 810.0
  138,     587,  5.6355,  2.0230,  23.0, 810.0
  139,     591,  5.6357,  2.0226,  23.0, 810.0
  140,     595,  5.6362,  2.0226,  23.0, 810.0
  141,     599,  5.6362,  2.0230,  23.0, 810.0
  142,     603,  5.6365,  2.0230,  23.0, 810.0
  143,     607,  5.6364,  2.0230,  23.0, 810.0
  144,     611,  5.6366,  2.0230,  23.0, 810.0
  145,     615,  5.6367,  2.0230,  23.0, 810.0
  146,     619,  5.6367,  2.0230,  23.1, 810.1
  147,     623,  5.6368,  2.0233,  23.1, 810.1
  148,     627,  5.6369,  2.0233,  23.1, 810.1
  149,     631,  5.6374,  2.0230,  23.1, 810.1
  150,     635,  5.6373,  2.0233,  23.1, 810.1
  151,     639,  5.6377,  2.0230,  23.1, 810.1
  152,     643,  5.6375,  2.0233,  23.1, 810.1
  153,     647,  5.6377,  2.0233,  23.1, 810.1
  154,     651,  5.6380,  2.0230,  23.1, 810.1
  155,     655,  5.6381,  2.0230,  23.1, 810.1
  156,     659,  5.6380,  2.0233,  23.1, 810.1
  157,     663,  5.6385,  2.0236,  23.1, 810.1
  158,     667,  5.6383,  2.0233,  23.1, 810.1
  159,     671,  5.6388,  2.0236,  23.1, 810.1
  160,     675,  5.6388,  2.0233,  23.1, 810.1
  161,     679,  5.6390,  2.0233,  23.1, 810.1
  162,     683,  5.6390,  2.0233,  23.1, 810.1
  163,     687,  5.6393,  2.0233,  23.1, 810.1
  164,     691,  5.6393,  2.0230,  23.1, 810.1
  165,     695,  5.6396,  2.0236,  23.1, 810.1
  166,     699,  5.6396,  2.0233,  23.1, 810.1
  167,     703,  5.6397,  2.0236,  23.1, 810.1
  168,     707,  5.6397,  2.0233,  23.1, 810.1
  169,     711,  5.6401,  2.0233,  23.1, 810.1
  170,     715,  5.6401,  2.0233,  23.1, 810.1
  171,     719,  5.6401,  2.0239,  23.1, 810.1
  172,     723,  5.6404,  2.0233,  23.1, 810.1
  173,     727,  5.6407,  2.0239,  23.1, 810.1
  174,     731,  5.6408,  2.0233,  23.1, 810.1
  175,     735,  5.6409,  2.0239,  23.0, 810.0
  176,     739,  5.6409,  2.0243,  23.0, 810.0
  177,     743,  5.6410,  2.0236,  23.0, 810.0
  178,     747,  5.6413,  2.0230,  23.0, 810.0
  179,     751,  5.6412,  2.0233,  23.0, 810.0
  180,     755,  5.6412,  2.0236,  23.0, 810.0
  181,     759,  5.6414,  2.0233,  23.0, 810.0
  182,     763,  5.6415,  2.0226,  23.0, 810.0
  183,     767,  5.6417,  2.0230,  23.0, 810.0
  184,     771,  5.6418,  2.0226,  23.0, 810.0
  185,     775,  5.6421,  2.0230,  23.1, 810.1
  186,     779,  5.6421,  2.0230,  23.1, 810.1
  187,     783,  5.6420,  2.0230,  23.1, 810.1
  188,     787,  5.6423,  2.0230,  23.1, 810.1
  189,     791,  5.6423,  2.0230,  23.1, 810.1
  190,     795,  5.6427,  2.0230,  23.1, 810.1
  191,     799,  5.6426,  2.0233,  23.1, 810.1
  192,     803,  5.6429,  2.0233,  23.1, 810.1
  193,     807,  5.6429,  2.0233,  23.1, 810.1
  194,     811,  5.6430,  2.0233,  23.1, 810.1
  195,     815,  5.6431,  2.0233,  23.1, 810.1
  196,     819,  5.6432,  2.0233,  23.1, 810.1
  197,     823,  5.6434,  2.0233,  23.1, 810.1
  198,     827,  5.6434,  2.0226,  23.1, 810.1
  199,     831,  5.6433,  2.0233,  23.2, 810.2
  200,     835,  5.6435,  2.0233,  23.2, 810.2
  201,     839,  5.6435,  2.0233,  23.2, 810.2
  202,     843,  5.6437,  2.0233,  23.2, 810.2
  203,     847,  5.6438,  2.0233,  23.2, 810.2
  204,     851,  5.6439,  2.0230,  23.2, 810.2
  205,     855,  5.6439,  2.0233,  23.2, 810.2
  206,     859,  5.6441,  2.0233,  23.2, 810.2
  207,     863,  5.6443,  2.0233,  23.2, 810.2
  208,     867,  5.6443,  2.0236,  23.2, 810.2
  209,     871,  5.6445,  2.0236,  23.2, 810.2
  210,     875,  5.6445,  2.0239,  23.2, 810.2
  211,     879,  5.6445,  2.0236,  23.2, 810.2
  212,     883,  5.6448,  2.0239,  23.2, 810.2
  213,     887,  5.6447,  2.0236,  23.2, 810.2
  214,     891,  5.6448,  2.0236,  23.2, 810.2
  215,     895,  5.6450,  2.0233,  23.2, 810.2
  216,     899,  5.6450,  2.0236,  23.2, 810.2
  217,     903,  5.6451,  2.0236,  23.2, 810.2
  218,     907,  5.6454,  2.0233,  23.2, 810.2
  219,     911,  5.6453,  2.0236,  23.2, 810.2
  220,     915,  5.6455,  2.0233,  23.2, 810.2
  221,     919,  5.6455,  2.0233,  23.2, 810.2
  222,     923,  5.6455,  2.0230,  23.2, 810.2
  223,     927,  5.6455,  2.0230,  23.1, 810.1
  224,     931,  5.6457,  2.0236,  23.1, 810.1
  225,     935,  5.6460,  2.0230,  23.1, 810.1
  226,     939,  5.6460,  2.0233,  23.1, 810.1
  227,     943,  5.6459,  2.0230,  23.1, 810.1
  228,     947,  5.6461,  2.0233,  23.1, 810.1
  229,     951,  5.6460,  2.0233,  23.1, 810.1
  230,     955,  5.6461,  2.0233,  23.1, 810.1
  231,     959,  5.6463,  2.0233,  23.1, 810.1
  232,     963,  5.6463,  2.0230,  23.0, 810.0
  233,     967,  5.6465,  2.0233,  23.0, 810.0
  234,     971,  5.6467,  2.0233,  23.0, 810.0
  235,     975,  5.6469,  2.0230,  23.0, 810.0
  236,     979,  5.6468,  2.0233,  23.0, 810.0
  237,     983,  5.6467,  2.0230,  23.0, 810.0
  238,     987,  5.6469,  2.0233,  23.0, 810.0
  239,     991,  5.6468,  2.0230,  23.0, 810.0
  240,     995,  5.6469,  2.0236,  23.0, 810.0
  241,     999,  5.6469,  2.0236,  23.0, 810.0
  242,    1003,  5.6470,  2.0243,  23.0, 810.0
  243,    1007,  5.6472,  2.0236,  23.0, 810.0
  244,    1011,  5.6474,  2.0233,  23.0, 810.0
  245,    1015,  5.6471,  2.0236,  23.0, 810.0
  246,    1019,  5.6473,  2.0233,  23.0, 810.0
  247,    1023,  5.6473,  2.0236,  23.0, 810.0
  248,    1027,  5.6476,  2.0236,  23.0, 810.0
  249,    1031,  5.6476,  2.0233,  23.0, 810.0
  250,    1035,  5.6479,  2.0239,  23.0, 810.0
  251,    1039,  5.6478,  2.0236,  23.0, 810.0
  252,    1043,  5.6480,  2.0236,  23.0, 810.0
  253,    1047,  5.6479,  2.0236,  23.0, 810.0
  254,    1051,  5.6478,  2.0236,  23.0, 810.0
  255,    1055,  5.6480,  2.0230,  23.0, 810.0
  256,    1059,  5.6481,  2.0236,  23.0, 810.0
  257,    1063,  5.6481,  2.0236,  23.0, 810.0
  258,    1067,  5.6483,  2.0233,  23.1, 810.1
  259,    1071,  5.6482,  2.0236,  23.1, 810.1
  260,    1075,  5.6482,  2.0236,  23.1, 810.1
  261,    1079,  5.6485,  2.0236,  23.1, 810.1
  262,    1083,  5.6484,  2.0236,  23.1, 810.1
  263,    1087,  5.6485,  2.0236,  23.1, 810.1
  264,    1091,  5.6487,  2.0233,  23.1, 810.1
  265,    1095,  5.6488,  2.0233,  23.1, 810.1
  266,    1099,  5.6488,  2.0233,  23.1, 810.1
  267,    1103,  5.6488,  2.0236,  23.2, 810.2
  268,    1107,  5.6491,  2.0233,  23.2, 810.2
  269,    1111,  5.6490,  2.0236,  23.2, 810.2
  270,    1115,  5.6490,  2.0236,  23.2, 810.2
  271,    1119,  5.6493,  2.0239,  23.2, 810.2
  272,    1123,  5.6493,  2.0233,  23.2, 810.2
  273,    1127,  5.6493,  2.0233,  23.2, 810.2
  274,    1131,  5.6495,  2.0233,  23.3, 810.3
  275,    1135,  5.6494,  2.0236,  23.3, 810.3
  276,    1139,  5.6496,  2.0233,  23.3, 810.3
  277,    1143,  5.6497,  2.0233,  23.3, 810.3
  278,    1147,  5.6497,  2.0236,  23.3, 810.3
  279,    1151,  5.6497,  2.0236,  23.3, 810.3
  280,    1155,  5.6499,  2.0230,  23.3, 810.3
  281,    1159,  5.6498,  2.0236,  23.3, 810.3
  282,    1163,  5.6500,  2.0239,  23.3, 810.3
  283,    1167,  5.6500,  2.0236,  23.3, 810.3
  284,    1171,  5.6499,  2.0236,  23.3, 810.3
  285,    1175,  5.6500,  2.0233,  23.3, 810.3
  286,    1179,  5.6501,  2.0236,  23.2, 810.2
  287,    1183,  5.6503,  2.0233,  23.2, 810.2
  288,    1187,  5.6501,  2.0236,  23.2, 810.2
  289,    1191,  5.6502,  2.0230,  23.1, 810.1
  290,    1195,  5.6505,  2.0233,  23.1, 810.1
  291,    1199,  5.6505,  2.0233,  23.1, 810.1
  292,    1203,  5.6507,  2.0230,  23.1, 810.1
  293,    1207,  5.6507,  2.0236,  23.1, 810.1
  294,    1211,  5.6507,  2.0230,  23.1, 810.1
  295,    1215,  5.6510,  2.0230,  23.1, 810.1
  296,    1219,  5.6508,  2.0233,  23.1, 810.1
