    i,    t(s),    U(V),    I(A),   Vd+,   Vd-
  968,    2912,  5.1863,  0.0056, 0.875, 0.875
  969,    2915,  5.1891,  0.0056, 0.876, 0.875
  970,    2918,  5.1876,  0.0056, 0.876, 0.876
  971,    2921,  5.1903,  0.0056, 0.875, 0.876
  972,    2924,  5.1883,  0.0056, 0.875, 0.876
  973,    2927,  5.1896,  0.0056, 0.876, 0.876
  974,    2930,  5.1886,  0.0056, 0.876, 0.876
  975,    2933,  5.1896,  0.0056, 0.876, 0.876
  976,    2936,  5.1888,  0.0056, 0.876, 0.876
  977,    2939,  5.1886,  0.0056, 0.876, 0.876
  978,    2942,  5.1886,  0.0056, 0.876, 0.876
  979,    2945,  5.1868,  0.0056, 0.875, 0.876
  980,    2948,  5.1868,  0.0056, 0.875, 0.876
  981,    2951,  5.1861,  0.0056, 0.876, 0.876
  982,    2954,  5.1873,  0.0056, 0.876, 0.876
  983,    2957,  5.1863,  0.0056, 0.876, 0.876
  984,    2960,  5.1888,  0.0056, 0.876, 0.876
  985,    2963,  5.1861,  0.0056, 0.876, 0.875
  986,    2966,  5.1878,  0.0056, 0.876, 0.876
  987,    2969,  5.1873,  0.0056, 0.876, 0.876
  988,    2972,  5.1888,  0.0056, 0.876, 0.876
  989,    2975,  5.1863,  0.0056, 0.876, 0.876
  990,    2978,  5.1903,  0.0056, 0.876, 0.876
  991,    2981,  5.1881,  0.0056, 0.876, 0.875
  992,    2984,  5.1891,  0.0056, 0.876, 0.876
  993,    2987,  5.1853,  0.0056, 0.875, 0.875
  994,    2990,  5.1891,  0.0056, 0.875, 0.876
  995,    2993,  5.1873,  0.0056, 0.876, 0.876
  996,    2996,  5.1878,  0.0056, 0.876, 0.875
  997,    2999,  5.1871,  0.0056, 0.876, 0.876
  998,    3002,  5.1896,  0.0056, 0.876, 0.876
  999,    3005,  5.1886,  0.0056, 0.876, 0.876
 1000,    3008,  5.1901,  0.0056, 0.876, 0.876
 1001,    3011,  5.1881,  0.0056, 0.876, 0.876
 1002,    3014,  5.1898,  0.0056, 0.876, 0.876
 1003,    3017,  5.1883,  0.0056, 0.875, 0.876
 1004,    3020,  5.1873,  0.0056, 0.876, 0.876
 1005,    3023,  5.1883,  0.0056, 0.876, 0.876
 1006,    3026,  5.1878,  0.0056, 0.876, 0.876
 1007,    3029,  5.1873,  0.0056, 0.876, 0.876
 1008,    3032,  5.1866,  0.0056, 0.876, 0.876
 1009,    3035,  5.1878,  0.0056, 0.876, 0.875
 1010,    3038,  5.1891,  0.0056, 0.876, 0.876
 1011,    3041,  5.1866,  0.0056, 0.876, 0.876
 1012,    3044,  5.1876,  0.0056, 0.876, 0.876
 1013,    3047,  5.1886,  0.0056, 0.876, 0.876
 1014,    3050,  5.1878,  0.0056, 0.876, 0.876
 1015,    3053,  5.1893,  0.0056, 0.876, 0.876
 1016,    3056,  5.1881,  0.0056, 0.876, 0.876
 1017,    3059,  5.1881,  0.0056, 0.876, 0.876
 1018,    3062,  5.1881,  0.0056, 0.876, 0.876
 1019,    3065,  5.1878,  0.0056, 0.876, 0.876
 1020,    3068,  5.1871,  0.0056, 0.876, 0.876
 1021,    3071,  5.1896,  0.0056, 0.876, 0.876
 1022,    3074,  5.1873,  0.0056, 0.876, 0.876
 1023,    3077,  5.1878,  0.0056, 0.876, 0.876
 1024,    3080,  5.1873,  0.0056, 0.876, 0.876
 1025,    3083,  5.1898,  0.0056, 0.876, 0.876
 1026,    3086,  5.1886,  0.0056, 0.876, 0.876
 1027,    3089,  5.1886,  0.0056, 0.876, 0.876
 1028,    3092,  5.1856,  0.0056, 0.876, 0.876
 1029,    3095,  5.1888,  0.0056, 0.876, 0.876
 1030,    3098,  5.1881,  0.0056, 0.876, 0.876
 1031,    3101,  5.1886,  0.0056, 0.876, 0.876
 1032,    3104,  5.1891,  0.0056, 0.876, 0.876
 1033,    3107,  5.1876,  0.0056, 0.876, 0.876
 1034,    3110,  5.1878,  0.0056, 0.876, 0.876
 1035,    3113,  5.1876,  0.0056, 0.876, 0.876
 1036,    3116,  5.1886,  0.0056, 0.876, 0.876
 1037,    3119,  5.1861,  0.0056, 0.876, 0.875
 1038,    3122,  5.1891,  0.0056, 0.876, 0.876
 1039,    3125,  5.1868,  0.0056, 0.876, 0.876
 1040,    3128,  5.1876,  0.0056, 0.876, 0.876
 1041,    3131,  5.1888,  0.0056, 0.876, 0.876
 1042,    3134,  5.1883,  0.0056, 0.876, 0.876
 1043,    3137,  5.1883,  0.0056, 0.876, 0.875
 1044,    3140,  5.1893,  0.0056, 0.876, 0.876
 1045,    3143,  5.1873,  0.0056, 0.876, 0.876
 1046,    3146,  5.1888,  0.0056, 0.876, 0.876
 1047,    3149,  5.1878,  0.0056, 0.876, 0.876
 1048,    3152,  5.1883,  0.0056, 0.876, 0.876
 1049,    3155,  5.1891,  0.0056, 0.876, 0.876
 1050,    3158,  5.1893,  0.0056, 0.876, 0.876
 1051,    3161,  5.1886,  0.0056, 0.876, 0.876
 1052,    3164,  5.1901,  0.0056, 0.876, 0.876
 1053,    3167,  5.1866,  0.0056, 0.876, 0.876
 1054,    3170,  5.1909,  0.0056, 0.876, 0.876
 1055,    3173,  5.1893,  0.0056, 0.876, 0.876
 1056,    3176,  5.1888,  0.0056, 0.876, 0.876
 1057,    3179,  5.1893,  0.0056, 0.876, 0.876
 1058,    3182,  5.1883,  0.0056, 0.876, 0.876
 1059,    3185,  5.1886,  0.0056, 0.876, 0.876
 1060,    3188,  5.1891,  0.0056, 0.876, 0.876
 1061,    3191,  5.1893,  0.0056, 0.876, 0.876
 1062,    3194,  5.1868,  0.0056, 0.876, 0.876
 1063,    3197,  5.1881,  0.0056, 0.876, 0.876
 1064,    3200,  5.1863,  0.0056, 0.876, 0.876
 1065,    3203,  5.1863,  0.0056, 0.876, 0.876
 1066,    3206,  5.1873,  0.0056, 0.876, 0.876
 1067,    3209,  5.1878,  0.0056, 0.876, 0.876
 1068,    3212,  5.1878,  0.0056, 0.876, 0.876
 1069,    3215,  5.1873,  0.0056, 0.876, 0.876
 1070,    3218,  5.1848,  0.0056, 0.876, 0.876
 1071,    3221,  5.1873,  0.0056, 0.876, 0.876
 1072,    3224,  5.1868,  0.0056, 0.876, 0.876
 1073,    3227,  5.1881,  0.0056, 0.876, 0.876
 1074,    3230,  5.1866,  0.0056, 0.876, 0.876
 1075,    3233,  5.1881,  0.0056, 0.876, 0.876
 1076,    3236,  5.1871,  0.0056, 0.876, 0.876
 1077,    3239,  5.1893,  0.0056, 0.876, 0.876
 1078,    3242,  5.1873,  0.0056, 0.876, 0.876
 1079,    3245,  5.1881,  0.0056, 0.876, 0.876
 1080,    3248,  5.1868,  0.0056, 0.876, 0.876
 1081,    3251,  5.1856,  0.0056, 0.876, 0.876
 1082,    3254,  5.1873,  0.0056, 0.876, 0.876
 1083,    3257,  5.1861,  0.0056, 0.876, 0.876
 1084,    3260,  5.1863,  0.0056, 0.876, 0.876
 1085,    3263,  5.1861,  0.0056, 0.876, 0.876
 1086,    3266,  5.1871,  0.0056, 0.876, 0.876
 1087,    3269,  5.1868,  0.0056, 0.876, 0.876
 1088,    3272,  5.1873,  0.0056, 0.876, 0.876
 1089,    3275,  5.1876,  0.0056, 0.876, 0.876
 1090,    3278,  5.1886,  0.0056, 0.876, 0.876
 1091,    3281,  5.1866,  0.0056, 0.876, 0.876
 1092,    3284,  5.1873,  0.0056, 0.876, 0.876
 1093,    3287,  5.1878,  0.0056, 0.876, 0.876
 1094,    3290,  5.1881,  0.0056, 0.876, 0.876
 1095,    3293,  5.1883,  0.0056, 0.876, 0.876
 1096,    3296,  5.1876,  0.0056, 0.876, 0.876
 1097,    3299,  5.1868,  0.0056, 0.876, 0.876
 1098,    3302,  5.1886,  0.0056, 0.876, 0.876
 1099,    3305,  5.1856,  0.0056, 0.876, 0.876
 1100,    3308,  5.1861,  0.0056, 0.876, 0.876
 1101,    3311,  5.1878,  0.0056, 0.876, 0.876
 1102,    3314,  5.1898,  0.0056, 0.876, 0.876
 1103,    3317,  5.1866,  0.0056, 0.876, 0.876
 1104,    3320,  5.1903,  0.0056, 0.876, 0.876
 1105,    3323,  5.1873,  0.0056, 0.876, 0.876
 1106,    3326,  5.1878,  0.0056, 0.876, 0.876
 1107,    3329,  5.1876,  0.0056, 0.876, 0.876
 1108,    3332,  5.1871,  0.0056, 0.876, 0.876
 1109,    3335,  5.1876,  0.0056, 0.876, 0.876
 1110,    3338,  5.1863,  0.0056, 0.876, 0.876
 1111,    3341,  5.1853,  0.0056, 0.876, 0.876
 1112,    3344,  5.1878,  0.0056, 0.876, 0.876
 1113,    3347,  5.1886,  0.0056, 0.876, 0.876
 1114,    3350,  5.1856,  0.0056, 0.876, 0.876
 1115,    3353,  5.1861,  0.0056, 0.876, 0.876
 1116,    3356,  5.1861,  0.0056, 0.876, 0.876
 1117,    3359,  5.1891,  0.0056, 0.876, 0.876
 1118,    3362,  5.1876,  0.0056, 0.876, 0.876
 1119,    3365,  5.1893,  0.0058, 0.876, 0.876
 1120,    3368,  5.1878,  0.0056, 0.876, 0.876
 1121,    3371,  5.1878,  0.0056, 0.876, 0.876
 1122,    3374,  5.1868,  0.0056, 0.876, 0.876
 1123,    3377,  5.1906,  0.0056, 0.876, 0.876
 1124,    3380,  5.1878,  0.0056, 0.876, 0.876
 1125,    3383,  5.1883,  0.0056, 0.876, 0.876
 1126,    3386,  5.1891,  0.0056, 0.876, 0.876
 1127,    3389,  5.1898,  0.0056, 0.876, 0.877
 1128,    3392,  5.1866,  0.0056, 0.876, 0.876
 1129,    3395,  5.1883,  0.0056, 0.876, 0.876
 1130,    3398,  5.1878,  0.0056, 0.876, 0.876
 1131,    3401,  5.1888,  0.0056, 0.876, 0.876
 1132,    3404,  5.1873,  0.0056, 0.876, 0.876
 1133,    3407,  5.1888,  0.0056, 0.876, 0.876
 1134,    3410,  5.1871,  0.0056, 0.876, 0.876
 1135,    3413,  5.1891,  0.0056, 0.876, 0.876
 1136,    3416,  5.1881,  0.0056, 0.876, 0.876
 1137,    3419,  5.1871,  0.0056, 0.876, 0.876
 1138,    3422,  5.1868,  0.0056, 0.876, 0.876
 1139,    3425,  5.1858,  0.0056, 0.876, 0.876
 1140,    3428,  5.1876,  0.0056, 0.876, 0.876
 1141,    3431,  5.1871,  0.0056, 0.876, 0.876
 1142,    3434,  5.1876,  0.0056, 0.876, 0.876
 1143,    3437,  5.1898,  0.0056, 0.877, 0.876
 1144,    3440,  5.1878,  0.0056, 0.876, 0.876
 1145,    3443,  5.1883,  0.0056, 0.876, 0.876
 1146,    3446,  5.1883,  0.0056, 0.876, 0.876
 1147,    3449,  5.1868,  0.0056, 0.876, 0.876
 1148,    3452,  5.1898,  0.0056, 0.876, 0.876
 1149,    3455,  5.1868,  0.0056, 0.876, 0.876
 1150,    3458,  5.1888,  0.0056, 0.876, 0.876
 1151,    3461,  5.1876,  0.0056, 0.876, 0.876
 1152,    3464,  5.1893,  0.0056, 0.876, 0.876
 1153,    3467,  5.1881,  0.0056, 0.876, 0.876
 1154,    3470,  5.1891,  0.0056, 0.876, 0.876
 1155,    3473,  5.1883,  0.0056, 0.876, 0.876
 1156,    3476,  5.1906,  0.0056, 0.876, 0.876
 1157,    3479,  5.1891,  0.0056, 0.876, 0.876
 1158,    3482,  5.1888,  0.0056, 0.876, 0.876
 1159,    3485,  5.1883,  0.0056, 0.876, 0.876
 1160,    3488,  5.1868,  0.0056, 0.876, 0.876
 1161,    3491,  5.1866,  0.0056, 0.876, 0.876
 1162,    3494,  5.1863,  0.0056, 0.876, 0.876
 1163,    3497,  5.1866,  0.0056, 0.876, 0.876
 1164,    3500,  5.1858,  0.0056, 0.876, 0.876
 1165,    3503,  5.1868,  0.0056, 0.876, 0.876
 1166,    3506,  5.1871,  0.0056, 0.876, 0.876
 1167,    3509,  5.1861,  0.0056, 0.876, 0.876
 1168,    3512,  5.1861,  0.0056, 0.876, 0.876
 1169,    3515,  5.1868,  0.0056, 0.876, 0.876
 1170,    3518,  5.1868,  0.0056, 0.876, 0.876
 1171,    3521,  5.1876,  0.0056, 0.876, 0.876
 1172,    3524,  5.1871,  0.0056, 0.876, 0.876
 1173,    3527,  5.1878,  0.0056, 0.876, 0.876
 1174,    3530,  5.1861,  0.0056, 0.876, 0.876
 1175,    3533,  5.1886,  0.0056, 0.876, 0.876
 1176,    3536,  5.1858,  0.0056, 0.876, 0.876
 1177,    3539,  5.1886,  0.0056, 0.876, 0.876
 1178,    3542,  5.1866,  0.0056, 0.876, 0.876
 1179,    3545,  5.1886,  0.0056, 0.876, 0.876
 1180,    3548,  5.1878,  0.0056, 0.876, 0.876
 1181,    3551,  5.1901,  0.0056, 0.876, 0.876
 1182,    3554,  5.1876,  0.0056, 0.876, 0.876
 1183,    3557,  5.1888,  0.0056, 0.876, 0.876
 1184,    3560,  5.1863,  0.0056, 0.876, 0.876
 1185,    3563,  5.1871,  0.0056, 0.876, 0.876
 1186,    3566,  5.1881,  0.0056, 0.876, 0.876
 1187,    3569,  5.1863,  0.0056, 0.876, 0.877
 1188,    3572,  5.1876,  0.0056, 0.876, 0.876
 1189,    3575,  5.1868,  0.0056, 0.876, 0.877
 1190,    3578,  5.1881,  0.0056, 0.877, 0.876
 1191,    3581,  5.1861,  0.0056, 0.876, 0.876
 1192,    3584,  5.1873,  0.0056, 0.876, 0.876
 1193,    3587,  5.1878,  0.0056, 0.877, 0.876
 1194,    3590,  5.1881,  0.0056, 0.876, 0.876
 1195,    3593,  5.1853,  0.0056, 0.876, 0.876
 1196,    3596,  5.1881,  0.0056, 0.876, 0.876
 1197,    3599,  5.1866,  0.0056, 0.876, 0.876
 1198,    3602,  5.1891,  0.0056, 0.876, 0.877
 1199,    3605,  5.1873,  0.0056, 0.876, 0.876
 1200,    3608,  5.1888,  0.0056, 0.876, 0.876
 1201,    3611,  5.1845,  0.0056, 0.876, 0.876
 1202,    3614,  5.1878,  0.0056, 0.876, 0.876
 1203,    3617,  5.1881,  0.0056, 0.876, 0.876
 1204,    3620,  5.1863,  0.0056, 0.876, 0.876
 1205,    3623,  5.1858,  0.0056, 0.876, 0.876
 1206,    3626,  5.1896,  0.0056, 0.876, 0.876
 1207,    3629,  5.1871,  0.0056, 0.876, 0.876
 1208,    3632,  5.1896,  0.0056, 0.876, 0.876
 1209,    3635,  5.1878,  0.0056, 0.876, 0.876
 1210,    3638,  5.1893,  0.0056, 0.877, 0.876
 1211,    3641,  5.1863,  0.0056, 0.876, 0.876
 1212,    3644,  5.1871,  0.0056, 0.876, 0.877
 1213,    3647,  5.1891,  0.0056, 0.876, 0.876
 1214,    3650,  5.1878,  0.0056, 0.876, 0.876
 1215,    3653,  5.1863,  0.0056, 0.876, 0.876
 1216,    3656,  5.1863,  0.0056, 0.876, 0.876
 1217,    3659,  5.1868,  0.0056, 0.876, 0.876
 1218,    3662,  5.1881,  0.0056, 0.876, 0.876
 1219,    3665,  5.1883,  0.0056, 0.876, 0.876
 1220,    3668,  5.1876,  0.0056, 0.876, 0.876
 1221,    3671,  5.1883,  0.0056, 0.876, 0.876
 1222,    3674,  5.1866,  0.0056, 0.876, 0.876
 1223,    3677,  5.1878,  0.0056, 0.877, 0.876
 1224,    3680,  5.1868,  0.0056, 0.876, 0.876
 1225,    3683,  5.1886,  0.0056, 0.876, 0.876
 1226,    3686,  5.1861,  0.0056, 0.876, 0.876
 1227,    3689,  5.1893,  0.0056, 0.876, 0.876
 1228,    3692,  5.1861,  0.0056, 0.876, 0.876
 1229,    3695,  5.1891,  0.0056, 0.876, 0.876
 1230,    3698,  5.1856,  0.0056, 0.876, 0.876
 1231,    3701,  5.1871,  0.0056, 0.876, 0.876
 1232,    3704,  5.1876,  0.0056, 0.876, 0.876
 1233,    3707,  5.1903,  0.0056, 0.876, 0.876
 1234,    3710,  5.1868,  0.0056, 0.876, 0.877
 1235,    3713,  5.1886,  0.0056, 0.876, 0.876
 1236,    3716,  5.1868,  0.0056, 0.876, 0.876
 1237,    3719,  5.1878,  0.0056, 0.876, 0.876
 1238,    3722,  5.1878,  0.0056, 0.876, 0.876
 1239,    3725,  5.1881,  0.0056, 0.876, 0.876
 1240,    3728,  5.1881,  0.0056, 0.876, 0.876
 1241,    3731,  5.1871,  0.0056, 0.876, 0.876
 1242,    3734,  5.1876,  0.0056, 0.876, 0.876
 1243,    3737,  5.1858,  0.0056, 0.876, 0.876
 1244,    3740,  5.1868,  0.0056, 0.876, 0.876
 1245,    3743,  5.1866,  0.0056, 0.876, 0.876
 1246,    3746,  5.1886,  0.0056, 0.876, 0.876
 1247,    3749,  5.1881,  0.0056, 0.876, 0.876
 1248,    3752,  5.1878,  0.0056, 0.876, 0.876
 1249,    3755,  5.1878,  0.0056, 0.876, 0.876
 1250,    3758,  5.1873,  0.0056, 0.876, 0.876
 1251,    3761,  5.1853,  0.0056, 0.876, 0.876
 1252,    3764,  5.1888,  0.0056, 0.876, 0.876
 1253,    3767,  5.1853,  0.0056, 0.876, 0.876
 1254,    3770,  5.1886,  0.0056, 0.876, 0.876
 1255,    3773,  5.1853,  0.0056, 0.876, 0.876
 1256,    3776,  5.1888,  0.0056, 0.876, 0.876
 1257,    3779,  5.1881,  0.0056, 0.876, 0.876
 1258,    3782,  5.1848,  0.0056, 0.876, 0.876
 1259,    3785,  5.1871,  0.0056, 0.876, 0.876
 1260,    3788,  5.1888,  0.0056, 0.876, 0.876
 1261,    3791,  5.1878,  0.0056, 0.876, 0.876
 1262,    3794,  5.1886,  0.0056, 0.877, 0.876
 1263,    3797,  5.1861,  0.0056, 0.876, 0.876
 1264,    3800,  5.1873,  0.0056, 0.876, 0.876
 1265,    3803,  5.1871,  0.0056, 0.876, 0.876
 1266,    3806,  5.1866,  0.0056, 0.876, 0.877
 1267,    3809,  5.1861,  0.0056, 0.876, 0.876
 1268,    3812,  5.1861,  0.0056, 0.876, 0.876
 1269,    3815,  5.1876,  0.0056, 0.876, 0.876
 1270,    3818,  5.1863,  0.0056, 0.876, 0.876
 1271,    3821,  5.1876,  0.0056, 0.876, 0.876
 1272,    3824,  5.1871,  0.0056, 0.877, 0.876
 1273,    3827,  5.1878,  0.0056, 0.876, 0.876
 1274,    3830,  5.1856,  0.0056, 0.876, 0.876
 1275,    3833,  5.1871,  0.0056, 0.876, 0.876
 1276,    3836,  5.1871,  0.0056, 0.876, 0.876
 1277,    3839,  5.1881,  0.0056, 0.877, 0.876
 1278,    3842,  5.1871,  0.0056, 0.876, 0.876
 1279,    3845,  5.1881,  0.0056, 0.876, 0.876
 1280,    3848,  5.1858,  0.0056, 0.876, 0.876
 1281,    3851,  5.1886,  0.0056, 0.876, 0.876
 1282,    3854,  5.1840,  0.0056, 0.876, 0.876
 1283,    3857,  5.1871,  0.0056, 0.876, 0.876
 1284,    3860,  5.1866,  0.0056, 0.876, 0.876
 1285,    3863,  5.1886,  0.0056, 0.876, 0.876
 1286,    3866,  5.1866,  0.0056, 0.876, 0.876
 1287,    3869,  5.1891,  0.0056, 0.876, 0.876
 1288,    3872,  5.1881,  0.0056, 0.877, 0.877
 1289,    3875,  5.1858,  0.0056, 0.876, 0.876
 1290,    3878,  5.1878,  0.0056, 0.877, 0.876
 1291,    3881,  5.1863,  0.0056, 0.876, 0.877
 1292,    3884,  5.1863,  0.0056, 0.876, 0.877
 1293,    3887,  5.1868,  0.0056, 0.877, 0.877
 1294,    3890,  5.1878,  0.0056, 0.877, 0.876
 1295,    3893,  5.1863,  0.0056, 0.876, 0.877
 1296,    3896,  5.1873,  0.0056, 0.877, 0.877
 1297,    3899,  5.1863,  0.0056, 0.877, 0.876
 1298,    3902,  5.1876,  0.0056, 0.876, 0.876
 1299,    3905,  5.1878,  0.0056, 0.877, 0.876
 1300,    3908,  5.1891,  0.0056, 0.877, 0.877
 1301,    3911,  5.1876,  0.0056, 0.877, 0.876
 1302,    3914,  5.1878,  0.0056, 0.876, 0.876
 1303,    3917,  5.1878,  0.0056, 0.876, 0.876
 1304,    3920,  5.1886,  0.0056, 0.877, 0.877
 1305,    3923,  5.1873,  0.0056, 0.876, 0.876
 1306,    3926,  5.1873,  0.0056, 0.877, 0.877
 1307,    3929,  5.1861,  0.0056, 0.876, 0.876
 1308,    3932,  5.1886,  0.0056, 0.877, 0.877
 1309,    3935,  5.1873,  0.0056, 0.876, 0.876
 1310,    3938,  5.1898,  0.0056, 0.876, 0.876
 1311,    3941,  5.1871,  0.0056, 0.876, 0.877
 1312,    3944,  5.1898,  0.0056, 0.876, 0.876
 1313,    3947,  5.1856,  0.0056, 0.876, 0.876
 1314,    3950,  5.1886,  0.0056, 0.876, 0.877
 1315,    3953,  5.1868,  0.0056, 0.876, 0.876
 1316,    3956,  5.1863,  0.0056, 0.876, 0.877
 1317,    3959,  5.1871,  0.0056, 0.876, 0.876
 1318,    3962,  5.1851,  0.0056, 0.876, 0.876
 1319,    3965,  5.1871,  0.0056, 0.876, 0.876
 1320,    3968,  5.1866,  0.0056, 0.876, 0.876
 1321,    3971,  5.1876,  0.0056, 0.877, 0.877
 1322,    3974,  5.1863,  0.0056, 0.876, 0.877
 1323,    3977,  5.1893,  0.0056, 0.877, 0.877
 1324,    3980,  5.1886,  0.0056, 0.877, 0.877
 1325,    3983,  5.1886,  0.0056, 0.877, 0.877
 1326,    3986,  5.1866,  0.0056, 0.876, 0.876
 1327,    3989,  5.1883,  0.0056, 0.876, 0.876
 1328,    3992,  5.1883,  0.0056, 0.877, 0.876
 1329,    3995,  5.1878,  0.0056, 0.877, 0.876
 1330,    3998,  5.1871,  0.0056, 0.876, 0.876
 1331,    4001,  5.1868,  0.0056, 0.877, 0.877
 1332,    4004,  5.1863,  0.0056, 0.876, 0.876
 1333,    4007,  5.1876,  0.0056, 0.877, 0.876
 1334,    4010,  5.1878,  0.0056, 0.876, 0.877
 1335,    4013,  5.1873,  0.0056, 0.877, 0.876
 1336,    4016,  5.1876,  0.0056, 0.876, 0.877
 1337,    4019,  5.1888,  0.0056, 0.876, 0.876
 1338,    4022,  5.1871,  0.0056, 0.876, 0.876
 1339,    4025,  5.1888,  0.0056, 0.876, 0.877
 1340,    4028,  5.1861,  0.0056, 0.876, 0.877
 1341,    4031,  5.1886,  0.0056, 0.876, 0.877
 1342,    4034,  5.1868,  0.0056, 0.877, 0.877
 1343,    4037,  5.1881,  0.0056, 0.876, 0.877
 1344,    4040,  5.1876,  0.0056, 0.877, 0.877
 1345,    4043,  5.1861,  0.0056, 0.876, 0.877
 1346,    4046,  5.1856,  0.0056, 0.876, 0.876
 1347,    4049,  5.1863,  0.0056, 0.876, 0.877
 1348,    4052,  5.1873,  0.0056, 0.876, 0.876
 1349,    4055,  5.1861,  0.0056, 0.877, 0.876
 1350,    4058,  5.1868,  0.0056, 0.876, 0.876
 1351,    4061,  5.1871,  0.0056, 0.877, 0.876
 1352,    4064,  5.1878,  0.0056, 0.876, 0.877
 1353,    4067,  5.1871,  0.0056, 0.877, 0.876
 1354,    4070,  5.1876,  0.0056, 0.876, 0.877
 1355,    4073,  5.1863,  0.0056, 0.876, 0.877
 1356,    4076,  5.1876,  0.0056, 0.876, 0.877
 1357,    4079,  5.1853,  0.0056, 0.876, 0.876
 1358,    4082,  5.1871,  0.0056, 0.877, 0.877
 1359,    4085,  5.1856,  0.0056, 0.876, 0.876
