    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,      32,  4.2558,  0.0000,  26.0, 813.0
    1,      37,  4.2557,  0.0000,  26.0, 813.0
    2,      42,  4.2557,  0.0000,  26.1, 813.1
    3,      47,  4.2557,  0.0000,  26.1, 813.1
    4,      52,  4.2556,  0.0000,  26.2, 813.2
    5,      57,  4.2557,  0.0000,  26.1, 813.1
    6,      62,  4.2556,  0.0000,  26.1, 813.1
    7,      67,  4.2556,  0.0000,  26.1, 813.1
    8,      72,  4.2556,  0.0000,  26.1, 813.1
    9,      77,  4.2556,  0.0000,  26.1, 813.1
   10,      82,  4.2556,  0.0000,  26.1, 813.1
   11,      87,  4.2556, -0.0001,  26.1, 813.1
   12,      92,  4.2556,  0.0000,  26.1, 813.1
   13,      97,  4.2556,  0.0000,  26.1, 813.1
   14,     102,  4.2556,  0.0000,  26.0, 813.0
   15,     107,  4.2556,  0.0000,  26.1, 813.1
   16,     112,  4.2556,  0.0000,  26.1, 813.1
   17,     117,  4.2556,  0.0000,  26.1, 813.1
   18,     122,  4.2556,  0.0000,  26.3, 813.3
   19,     127,  4.2556,  0.0000,  26.4, 813.4
   20,     132,  4.2555,  0.0000,  26.4, 813.4
   21,     137,  4.2555,  0.0000,  26.3, 813.3
   22,     142,  4.2555,  0.0000,  26.3, 813.3
   23,     147,  4.2555,  0.0000,  26.3, 813.3
   24,     152,  4.2555,  0.0000,  26.3, 813.3
   25,     157,  4.2555,  0.0000,  26.1, 813.1
   26,     162,  4.0048,  0.4960,  26.1, 813.1
   27,     167,  3.9993,  0.4975,  26.1, 813.1
   28,     172,  3.9941,  0.4998,  26.1, 813.1
   29,     177,  3.9902,  0.5001,  26.0, 813.0
   30,     182,  3.9868,  0.4999,  26.0, 813.0
   31,     187,  3.9839,  0.4998,  26.0, 813.0
   32,     192,  3.9813,  0.4998,  26.1, 813.1
   33,     197,  3.9788,  0.4996,  26.1, 813.1
   34,     202,  3.9767,  0.4994,  26.0, 813.0
   35,     207,  3.9744,  0.4992,  26.0, 813.0
   36,     212,  3.9725,  0.4991,  26.0, 813.0
   37,     217,  3.9705,  0.4990,  25.9, 812.9
   38,     222,  3.9687,  0.4988,  25.8, 812.8
   39,     227,  3.9671,  0.4988,  25.8, 812.8
   40,     232,  3.9658,  0.4986,  25.8, 812.8
   41,     237,  3.9643,  0.4985,  25.7, 812.7
   42,     242,  3.9630,  0.4984,  25.7, 812.7
   43,     247,  3.9618,  0.4983,  25.7, 812.7
   44,     252,  3.9607,  0.4982,  25.8, 812.8
   45,     257,  3.9595,  0.4980,  25.8, 812.8
   46,     262,  3.9584,  0.4980,  25.8, 812.8
   47,     267,  3.9573,  0.4979,  25.8, 812.8
   48,     272,  3.9562,  0.4978,  25.8, 812.8
   49,     277,  3.9553,  0.4976,  25.8, 812.8
   50,     282,  3.9543,  0.4976,  25.8, 812.8
   51,     287,  3.9533,  0.4975,  25.7, 812.7
   52,     292,  3.9525,  0.4973,  25.6, 812.6
   53,     297,  3.9517,  0.4972,  25.6, 812.6
   54,     302,  3.9509,  0.4972,  25.6, 812.6
   55,     307,  3.9501,  0.4972,  25.6, 812.6
   56,     312,  3.9493,  0.4970,  25.7, 812.7
   57,     317,  3.9486,  0.4970,  25.7, 812.7
