    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,       7,  5.1635, -0.0006,  24.1, 811.1
    1,      10,  5.1642, -0.0006,  24.2, 811.2
    2,      13,  5.1461,  0.0001,  24.3, 811.3
    3,      16,  5.1623,  0.0000,  24.3, 811.3
    4,      19,  5.1611,  0.0000,  24.3, 811.3
    5,      22,  5.1346,  0.3045,  24.3, 811.3
    6,      25,  5.2301,  0.9333,  24.4, 811.4
    7,      28,  5.2284,  0.9176,  24.4, 811.4
    8,      31,  5.2290,  0.9159,  24.4, 811.4
    9,      34,  5.2295,  0.9200,  24.5, 811.5
   10,      37,  5.2300,  0.9200,  24.5, 811.5
   11,      40,  5.2300,  0.9189,  24.5, 811.5
   12,      43,  5.2301,  0.9216,  24.5, 811.5
   13,      46,  5.2301,  0.9206,  24.5, 811.5
   14,      49,  5.2300,  0.9223,  24.5, 811.5
   15,      52,  5.2302,  0.9325,  24.5, 811.5
   16,      55,  5.2308,  0.9429,  24.5, 811.5
   17,      58,  5.2300,  0.9255,  24.5, 811.5
   18,      61,  5.2308,  0.9245,  24.5, 811.5
   19,      64,  5.2301,  0.9263,  24.5, 811.5
   20,      67,  5.2306,  0.9260,  24.5, 811.5
   21,      70,  5.2307,  0.9276,  24.5, 811.5
   22,      73,  5.2308,  0.9359,  24.5, 811.5
   23,      76,  5.2301,  0.9270,  24.5, 811.5
   24,      79,  5.2302,  0.9270,  24.5, 811.5
   25,      82,  5.2308,  0.9273,  24.5, 811.5
   26,      85,  5.2280,  0.9086,  24.5, 811.5
   27,      88,  5.2275,  0.9080,  24.5, 811.5
   28,      91,  5.2276,  0.9083,  24.5, 811.5
   29,      94,  5.2281,  0.9083,  24.5, 811.5
   30,      97,  5.2275,  0.9093,  24.5, 811.5
   31,     100,  5.2279,  0.9096,  24.5, 811.5
   32,     103,  5.2276,  0.9093,  24.6, 811.6
   33,     106,  5.2270,  0.9096,  24.6, 811.6
   34,     109,  5.2284,  0.9109,  24.6, 811.6
   35,     112,  5.2275,  0.9096,  24.6, 811.6
   36,     115,  5.2275,  0.9096,  24.6, 811.6
   37,     118,  5.2268,  0.9109,  24.6, 811.6
   38,     121,  5.2264,  0.9103,  24.6, 811.6
   39,     124,  5.2269,  0.9103,  24.6, 811.6
   40,     127,  5.2273,  0.9099,  24.6, 811.6
   41,     130,  5.2268,  0.9116,  24.6, 811.6
   42,     133,  5.2270,  0.9112,  24.6, 811.6
   43,     136,  5.2269,  0.9103,  24.6, 811.6
   44,     139,  5.2262,  0.9106,  24.6, 811.6
   45,     142,  5.2263,  0.9119,  24.6, 811.6
   46,     145,  5.2267,  0.9109,  24.6, 811.6
   47,     148,  5.2262,  0.9116,  24.6, 811.6
   48,     151,  5.2258,  0.9124,  24.6, 811.6
   49,     154,  5.2266,  0.9124,  24.6, 811.6
   50,     157,  5.2266,  0.9119,  24.6, 811.6
   51,     160,  5.2262,  0.9119,  24.6, 811.6
   52,     163,  5.2265,  0.9119,  24.6, 811.6
   53,     166,  5.2264,  0.9124,  24.6, 811.6
   54,     169,  5.2265,  0.9122,  24.6, 811.6
   55,     172,  5.2264,  0.9119,  24.6, 811.6
   56,     175,  5.2266,  0.9124,  24.6, 811.6
   57,     178,  5.2270,  0.9133,  24.6, 811.6
   58,     181,  5.2264,  0.9124,  24.6, 811.6
   59,     184,  5.2269,  0.9133,  24.5, 811.5
   60,     187,  5.2265,  0.9124,  24.5, 811.5
   61,     190,  5.2263,  0.9137,  24.5, 811.5
   62,     193,  5.2263,  0.9130,  24.5, 811.5
   63,     196,  5.2259,  0.9133,  24.5, 811.5
   64,     199,  5.2271,  0.9130,  24.5, 811.5
   65,     202,  5.2265,  0.9133,  24.5, 811.5
   66,     205,  5.2267,  0.9133,  24.5, 811.5
   67,     208,  5.2269,  0.9143,  24.5, 811.5
   68,     211,  5.2275,  0.9137,  24.5, 811.5
   69,     214,  5.2265,  0.9137,  24.5, 811.5
   70,     217,  5.2270,  0.9146,  24.5, 811.5
   71,     220,  5.2274,  0.9146,  24.5, 811.5
   72,     223,  5.2275,  0.9140,  24.5, 811.5
   73,     226,  5.2274,  0.9143,  24.5, 811.5
   74,     229,  5.2270,  0.9143,  24.5, 811.5
   75,     232,  5.2277,  0.9153,  24.5, 811.5
   76,     235,  5.2273,  0.9146,  24.5, 811.5
   77,     238,  5.2266,  0.9150,  24.5, 811.5
   78,     241,  5.2264,  0.9146,  24.5, 811.5
   79,     244,  5.2277,  0.9156,  24.5, 811.5
   80,     247,  5.2272,  0.9150,  24.5, 811.5
   81,     250,  5.2271,  0.9150,  24.5, 811.5
   82,     253,  5.2271,  0.9153,  24.5, 811.5
   83,     256,  5.2285,  0.9156,  24.5, 811.5
   84,     259,  5.2279,  0.9153,  24.5, 811.5
   85,     262,  5.2278,  0.9153,  24.5, 811.5
   86,     265,  5.2284,  0.9156,  24.5, 811.5
   87,     268,  5.2289,  0.9172,  24.5, 811.5
   88,     271,  5.2281,  0.9153,  24.5, 811.5
   89,     274,  5.2284,  0.9156,  24.5, 811.5
   90,     277,  5.2294,  0.9153,  24.5, 811.5
   91,     280,  5.2286,  0.9166,  24.5, 811.5
   92,     283,  5.2293,  0.9156,  24.5, 811.5
   93,     286,  5.2293,  0.9159,  24.5, 811.5
   94,     289,  5.2293,  0.9169,  24.5, 811.5
   95,     292,  5.2292,  0.9159,  24.5, 811.5
   96,     295,  5.2294,  0.9163,  24.5, 811.5
   97,     298,  5.2288,  0.9190,  24.5, 811.5
   98,     301,  5.2291,  0.9176,  24.5, 811.5
   99,     304,  5.2293,  0.9166,  24.5, 811.5
  100,     307,  5.2293,  0.9169,  24.5, 811.5
  101,     310,  5.2290,  0.9179,  24.5, 811.5
  102,     313,  5.2296,  0.9169,  24.5, 811.5
  103,     316,  5.2292,  0.9172,  24.5, 811.5
  104,     319,  5.2292,  0.9182,  24.5, 811.5
  105,     322,  5.2294,  0.9176,  24.5, 811.5
  106,     325,  5.2294,  0.9172,  24.5, 811.5
  107,     328,  5.2289,  0.9182,  24.5, 811.5
  108,     331,  5.2292,  0.9176,  24.5, 811.5
  109,     334,  5.2295,  0.9185,  24.5, 811.5
  110,     337,  5.2293,  0.9176,  24.4, 811.4
  111,     340,  5.2293,  0.9189,  24.5, 811.5
  112,     343,  5.2293,  0.9179,  24.4, 811.4
  113,     346,  5.2292,  0.9179,  24.4, 811.4
  114,     349,  5.2295,  0.9182,  24.4, 811.4
  115,     352,  5.2294,  0.9200,  24.4, 811.4
  116,     355,  5.2297,  0.9185,  24.4, 811.4
  117,     358,  5.2296,  0.9185,  24.4, 811.4
  118,     361,  5.2299,  0.9182,  24.4, 811.4
  119,     364,  5.2296,  0.9193,  24.4, 811.4
  120,     367,  5.2295,  0.9185,  24.4, 811.4
  121,     370,  5.2297,  0.9190,  24.4, 811.4
  122,     373,  5.2295,  0.9189,  24.4, 811.4
  123,     376,  5.2295,  0.9200,  24.4, 811.4
  124,     379,  5.2293,  0.9203,  24.4, 811.4
  125,     382,  5.2297,  0.9190,  24.4, 811.4
  126,     385,  5.2297,  0.9200,  24.3, 811.3
  127,     388,  5.2298,  0.9190,  24.3, 811.3
  128,     391,  5.2301,  0.9270,  24.4, 811.4
  129,     394,  5.2299,  0.9190,  24.3, 811.3
  130,     397,  5.2299,  0.9193,  24.3, 811.3
  131,     400,  5.2297,  0.9206,  24.3, 811.3
