    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,       9,  4.2615,  0.0000,  27.8, 814.8
    1,      14,  4.2615,  0.0000,  27.9, 814.9
    2,      19,  4.2615,  0.0000,  28.0, 815.0
    3,      24,  4.2615,  0.0000,  28.0, 815.0
    4,      29,  4.2614,  0.0000,  28.0, 815.0
    5,      34,  4.2614,  0.0000,  28.0, 815.0
    6,      39,  4.2614,  0.0000,  27.9, 814.9
    7,      44,  4.2614,  0.0000,  27.9, 814.9
    8,      49,  4.2614,  0.0000,  27.8, 814.8
    9,      54,  4.2614,  0.0000,  27.8, 814.8
   10,      59,  4.2613,  0.0000,  27.8, 814.8
   11,      64,  4.2614,  0.0000,  27.8, 814.8
   12,      69,  4.2612,  0.0000,  27.7, 814.7
   13,      74,  4.2613,  0.0000,  27.7, 814.7
   14,      79,  4.2612,  0.0000,  27.6, 814.6
   15,      84,  4.2612,  0.0000,  27.6, 814.6
   16,      89,  4.2612,  0.0000,  27.6, 814.6
   17,      94,  4.2611,  0.0000,  27.6, 814.6
   18,      99,  3.8814,  0.5078,  27.6, 814.6
   19,     104,  3.8747,  0.5076,  27.5, 814.5
   20,     109,  3.8706,  0.5053,  27.5, 814.5
   21,     114,  3.8707,  0.4998,  27.4, 814.4
   22,     119,  3.8673,  0.4997,  27.4, 814.4
   23,     124,  3.8964,  0.4996,  27.4, 814.4
   24,     129,  3.8709,  0.4994,  27.4, 814.4
   25,     134,  3.8685,  0.4993,  27.3, 814.3
   26,     139,  3.8644,  0.4991,  27.3, 814.3
   27,     144,  3.8627,  0.4990,  27.3, 814.3
   28,     149,  3.8603,  0.4989,  27.3, 814.3
   29,     154,  3.8582,  0.4988,  27.3, 814.3
   30,     159,  3.8629,  0.4987,  27.4, 814.4
   31,     164,  3.8628,  0.4985,  27.4, 814.4
   32,     169,  3.8617,  0.4984,  27.3, 814.3
   33,     174,  3.8605,  0.4984,  27.3, 814.3
   34,     179,  3.8588,  0.4983,  27.3, 814.3
   35,     184,  3.8574,  0.4981,  27.3, 814.3
   36,     189,  3.8560,  0.4980,  27.3, 814.3
   37,     194,  3.8547,  0.4980,  27.3, 814.3
   38,     199,  3.8533,  0.4979,  27.3, 814.3
   39,     204,  3.8521,  0.4978,  27.2, 814.2
   40,     209,  3.8511,  0.4977,  27.2, 814.2
   41,     214,  3.8504,  0.4976,  27.2, 814.2
   42,     219,  3.8494,  0.4976,  27.2, 814.2
   43,     224,  3.8483,  0.4975,  27.2, 814.2
   44,     229,  3.8473,  0.4973,  27.1, 814.1
   45,     234,  3.8461,  0.4972,  27.1, 814.1
   46,     239,  3.8452,  0.4972,  27.1, 814.1
   47,     244,  3.8443,  0.4971,  27.1, 814.1
   48,     249,  3.8435,  0.4971,  27.1, 814.1
   49,     254,  3.8426,  0.4970,  27.1, 814.1
   50,     259,  3.8417,  0.4970,  27.0, 814.0
   51,     264,  3.8409,  0.4969,  27.0, 814.0
   52,     269,  3.8400,  0.4968,  27.0, 814.0
   53,     274,  3.8393,  0.4967,  27.0, 814.0
   54,     279,  3.8385,  0.4966,  27.0, 814.0
   55,     284,  3.8377,  0.4965,  27.0, 814.0
   56,     289,  3.8369,  0.4965,  26.9, 813.9
   57,     294,  3.8360,  0.4964,  26.9, 813.9
   58,     299,  3.8351,  0.4963,  26.9, 813.9
   59,     304,  3.8343,  0.4962,  26.9, 813.9
   60,     309,  3.8333,  0.4962,  26.8, 813.8
   61,     314,  3.8289,  0.4961,  26.8, 813.8
   62,     319,  3.8278,  0.4961,  26.8, 813.8
   63,     324,  3.8270,  0.4960,  26.8, 813.8
   64,     329,  3.8261,  0.4960,  26.8, 813.8
   65,     334,  3.8249,  0.4959,  26.8, 813.8
   66,     339,  3.8236,  0.4958,  26.8, 813.8
   67,     344,  3.8225,  0.4958,  26.8, 813.8
   68,     349,  3.8214,  0.4957,  26.8, 813.8
   69,     354,  3.8205,  0.4956,  26.8, 813.8
   70,     359,  3.8194,  0.4956,  26.8, 813.8
   71,     364,  3.8183,  0.4955,  26.8, 813.8
   72,     369,  3.8174,  0.4955,  26.8, 813.8
