    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,       7,  5.1764,  0.0001,  20.2, 807.2
    1,      10,  5.1767,  0.0001,  20.2, 807.2
    2,      13,  5.1767,  0.0001,  20.3, 807.3
    3,      16,  5.1767,  0.0001,  20.3, 807.3
    4,      19,  5.1767,  0.0001,  20.3, 807.3
    5,      22,  5.1765,  0.0001,  20.3, 807.3
    6,      25,  5.2971,  0.9669,  20.4, 807.4
    7,      28,  5.3015,  0.9678,  20.4, 807.4
    8,      31,  5.3041,  0.9682,  20.4, 807.4
    9,      34,  5.3058,  0.9685,  20.4, 807.4
   10,      37,  5.3071,  0.9682,  20.5, 807.5
   11,      40,  5.3061,  0.9691,  20.5, 807.5
   12,      43,  5.3085,  0.9669,  20.5, 807.5
   13,      46,  5.3095,  0.9665,  20.5, 807.5
   14,      49,  5.3103,  0.9672,  20.5, 807.5
   15,      52,  5.3110,  0.9672,  20.5, 807.5
   16,      55,  5.3117,  0.9672,  20.5, 807.5
   17,      58,  5.3122,  0.9672,  20.6, 807.6
   18,      61,  5.3127,  0.9665,  20.6, 807.6
   19,      64,  5.3134,  0.9662,  20.6, 807.6
   20,      67,  5.3136,  0.9665,  20.6, 807.6
   21,      70,  5.3139,  0.9662,  20.6, 807.6
   22,      73,  5.3145,  0.9669,  20.6, 807.6
   23,      76,  5.3147,  0.9672,  20.7, 807.7
   24,      79,  5.3152,  0.9672,  20.7, 807.7
   25,      82,  5.3154,  0.9675,  20.7, 807.7
   26,      85,  5.3157,  0.9688,  20.7, 807.7
   27,      88,  5.3161,  0.9682,  20.7, 807.7
   28,      91,  5.3053,  0.9049,  20.7, 807.7
   29,      94,  5.3163,  0.9678,  20.7, 807.7
   30,      97,  5.2954,  0.8910,  20.7, 807.7
   31,     100,  5.3028,  0.8966,  20.7, 807.7
   32,     103,  5.3037,  0.8986,  20.7, 807.7
   33,     106,  5.3033,  0.8979,  20.7, 807.7
   34,     109,  5.3054,  0.8987,  20.7, 807.7
   35,     112,  5.3055,  0.8987,  20.7, 807.7
   36,     115,  5.3056,  0.8991,  20.8, 807.8
   37,     118,  5.3058,  0.9004,  20.8, 807.8
   38,     121,  5.3063,  0.9007,  20.8, 807.8
   39,     124,  5.3062,  0.9010,  20.8, 807.8
   40,     127,  5.3066,  0.9013,  20.8, 807.8
   41,     130,  5.3066,  0.9017,  20.8, 807.8
   42,     133,  5.3069,  0.9017,  20.8, 807.8
   43,     136,  5.3070,  0.9020,  20.8, 807.8
   44,     139,  5.3073,  0.9020,  20.8, 807.8
   45,     142,  5.3074,  0.9023,  20.8, 807.8
   46,     145,  5.3075,  0.9023,  20.8, 807.8
   47,     148,  5.3077,  0.9030,  20.9, 807.9
   48,     151,  5.3079,  0.9023,  20.9, 807.9
   49,     154,  5.3081,  0.9030,  20.9, 807.9
   50,     157,  5.3082,  0.9030,  20.9, 807.9
   51,     160,  5.3087,  0.9026,  20.9, 807.9
   52,     163,  5.3087,  0.9030,  20.9, 807.9
   53,     166,  5.3085,  0.9036,  20.9, 807.9
   54,     169,  5.3088,  0.9033,  20.9, 807.9
   55,     172,  5.3088,  0.9030,  20.9, 807.9
   56,     175,  5.3091,  0.9033,  20.9, 807.9
   57,     178,  5.3093,  0.9033,  20.9, 807.9
   58,     181,  5.3095,  0.9046,  21.0, 808.0
   59,     184,  5.3098,  0.9033,  21.0, 808.0
   60,     187,  5.3099,  0.9039,  21.0, 808.0
   61,     190,  5.3098,  0.9039,  21.0, 808.0
   62,     193,  5.3100,  0.9036,  21.0, 808.0
   63,     196,  5.3101,  0.9049,  21.0, 808.0
   64,     199,  5.3104,  0.9043,  21.0, 808.0
   65,     202,  5.3105,  0.9043,  21.0, 808.0
   66,     205,  5.3107,  0.9043,  21.0, 808.0
   67,     208,  5.3109,  0.9046,  21.0, 808.0
   68,     211,  5.3109,  0.9043,  21.0, 808.0
   69,     214,  5.3111,  0.9049,  21.0, 808.0
   70,     217,  5.3114,  0.9049,  21.0, 808.0
   71,     220,  5.3114,  0.9049,  21.0, 808.0
   72,     223,  5.3189,  0.9445,  21.0, 808.0
   73,     226,  5.3206,  0.9425,  21.0, 808.0
   74,     229,  5.3118,  0.9130,  21.0, 808.0
   75,     232,  5.3117,  0.9137,  21.0, 808.0
   76,     235,  5.3123,  0.9203,  21.1, 808.1
   77,     238,  5.3124,  0.9197,  21.1, 808.1
   78,     241,  5.3125,  0.9049,  21.1, 808.1
   79,     244,  5.3124,  0.9052,  21.1, 808.1
   80,     247,  5.3128,  0.9054,  21.1, 808.1
   81,     250,  5.3128,  0.9057,  21.1, 808.1
   82,     253,  5.3130,  0.9060,  21.1, 808.1
   83,     256,  5.3130,  0.9057,  21.1, 808.1
   84,     259,  5.3130,  0.9067,  21.1, 808.1
   85,     262,  5.3132,  0.9060,  21.1, 808.1
   86,     265,  5.3133,  0.9064,  21.1, 808.1
   87,     268,  5.3136,  0.9064,  21.1, 808.1
   88,     271,  5.3137,  0.9064,  21.1, 808.1
   89,     274,  5.3138,  0.9077,  21.1, 808.1
   90,     277,  5.3140,  0.9070,  21.1, 808.1
   91,     280,  5.3141,  0.9070,  21.1, 808.1
   92,     283,  5.3141,  0.9073,  21.1, 808.1
   93,     286,  5.3143,  0.9073,  21.1, 808.1
   94,     289,  5.3144,  0.9080,  21.1, 808.1
   95,     292,  5.3145,  0.9073,  21.2, 808.2
   96,     295,  5.3147,  0.9077,  21.2, 808.2
   97,     298,  5.3148,  0.9077,  21.2, 808.2
   98,     301,  5.3149,  0.9080,  21.2, 808.2
   99,     304,  5.3147,  0.9080,  21.2, 808.2
  100,     307,  5.3152,  0.9080,  21.2, 808.2
  101,     310,  5.3152,  0.9086,  21.2, 808.2
  102,     313,  5.3152,  0.9083,  21.2, 808.2
  103,     316,  5.3154,  0.9090,  21.2, 808.2
  104,     319,  5.3156,  0.9083,  21.2, 808.2
  105,     322,  5.3157,  0.9090,  21.2, 808.2
  106,     325,  5.3155,  0.9086,  21.2, 808.2
  107,     328,  5.3160,  0.9090,  21.2, 808.2
  108,     331,  5.3158,  0.9093,  21.2, 808.2
  109,     334,  5.3162,  0.9093,  21.2, 808.2
  110,     337,  5.3160,  0.9096,  21.2, 808.2
  111,     340,  5.3163,  0.9096,  21.2, 808.2
  112,     343,  5.3164,  0.9096,  21.2, 808.2
  113,     346,  5.3163,  0.9099,  21.2, 808.2
  114,     349,  5.3163,  0.9099,  21.3, 808.3
  115,     352,  5.3165,  0.9099,  21.2, 808.2
  116,     355,  5.3168,  0.9099,  21.2, 808.2
  117,     358,  5.3168,  0.9099,  21.3, 808.3
  118,     361,  5.3167,  0.9106,  21.3, 808.3
  119,     364,  5.3169,  0.9106,  21.3, 808.3
  120,     367,  5.3170,  0.9109,  21.3, 808.3
  121,     370,  5.3173,  0.9106,  21.3, 808.3
  122,     373,  5.3173,  0.9109,  21.3, 808.3
  123,     376,  5.3173,  0.9106,  21.3, 808.3
  124,     379,  5.3173,  0.9109,  21.3, 808.3
  125,     382,  5.3175,  0.9116,  21.3, 808.3
  126,     385,  5.3177,  0.9106,  21.3, 808.3
  127,     388,  5.3177,  0.9116,  21.3, 808.3
  128,     391,  5.3179,  0.9112,  21.3, 808.3
  129,     394,  5.3179,  0.9116,  21.3, 808.3
  130,     397,  5.3180,  0.9122,  21.3, 808.3
  131,     400,  5.3180,  0.9116,  21.3, 808.3
  132,     403,  5.3183,  0.9273,  21.3, 808.3
  133,     406,  5.3185,  0.9270,  21.3, 808.3
  134,     409,  5.3301,  0.9724,  21.3, 808.3
  135,     412,  5.3300,  0.9669,  21.3, 808.3
  136,     415,  5.3215,  0.9255,  21.3, 808.3
  137,     418,  5.3302,  0.9698,  21.3, 808.3
  138,     421,  5.3193,  0.9039,  21.3, 808.3
  139,     424,  5.3191,  0.9033,  21.3, 808.3
