    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,      33,  5.1737,  0.0000,  20.1, 807.1
    1,      36,  5.1735,  0.0000,  20.3, 807.3
    2,      39,  5.1739, -0.0003,  20.4, 807.4
    3,      42,  5.1738, -0.0003,  20.5, 807.5
    4,      45,  5.1734, -0.0003,  20.6, 807.6
    5,      48,  5.2930,  0.9641,  20.6, 807.6
    6,      51,  5.3000,  0.9662,  20.7, 807.7
    7,      54,  5.3031,  0.9669,  20.8, 807.8
    8,      57,  5.3054,  0.9641,  20.9, 807.9
    9,      60,  5.3066,  0.9628,  21.0, 808.0
   10,      63,  5.3078,  0.9635,  21.0, 808.0
   11,      66,  5.3091,  0.9631,  21.1, 808.1
   12,      69,  5.3098,  0.9635,  21.1, 808.1
   13,      72,  5.3103,  0.9635,  21.1, 808.1
   14,      75,  5.3110,  0.9635,  21.2, 808.2
   15,      78,  5.3116,  0.9635,  21.3, 808.3
   16,      81,  5.3122,  0.9635,  21.3, 808.3
   17,      84,  5.3127,  0.9635,  21.4, 808.4
   18,      87,  5.3130,  0.9688,  21.4, 808.4
   19,      90,  5.3136,  0.9695,  21.5, 808.5
   20,      93,  5.3139,  0.9701,  21.5, 808.5
   21,      96,  5.3114,  0.9698,  21.5, 808.5
   22,      99,  5.3137,  0.9685,  21.6, 808.6
   23,     102,  5.3143,  0.9685,  21.6, 808.6
   24,     105,  5.3150,  0.9685,  21.6, 808.6
   25,     108,  5.3153,  0.9682,  21.7, 808.7
   26,     111,  5.3157,  0.9682,  21.7, 808.7
   27,     114,  5.3159,  0.9688,  21.8, 808.8
   28,     117,  5.3161,  0.9685,  21.8, 808.8
   29,     120,  5.3167,  0.9682,  21.8, 808.8
   30,     123,  5.3169,  0.9678,  21.8, 808.8
   31,     126,  5.3172,  0.9678,  21.9, 808.9
   32,     129,  5.3174,  0.9682,  21.9, 808.9
   33,     132,  5.3178,  0.9691,  22.0, 809.0
   34,     135,  5.3178,  0.9688,  22.0, 809.0
   35,     138,  5.3179,  0.9688,  22.0, 809.0
   36,     141,  5.3183,  0.9691,  22.0, 809.0
   37,     144,  5.3187,  0.9651,  22.0, 809.0
   38,     147,  5.3072,  0.9273,  22.1, 809.1
   39,     150,  5.3078,  0.9106,  22.1, 809.1
   40,     153,  5.3076,  0.9106,  22.1, 809.1
   41,     156,  5.3075,  0.9119,  22.1, 809.1
   42,     159,  5.3078,  0.9185,  22.2, 809.2
   43,     162,  5.3079,  0.9185,  22.2, 809.2
   44,     165,  5.3079,  0.9193,  22.3, 809.3
   45,     168,  5.3083,  0.9197,  22.3, 809.3
   46,     171,  5.3084,  0.9203,  22.3, 809.3
   47,     174,  5.3083,  0.9213,  22.3, 809.3
   48,     177,  5.3086,  0.9213,  22.3, 809.3
   49,     180,  5.3089,  0.9216,  22.3, 809.3
   50,     183,  5.3092,  0.9219,  22.4, 809.4
   51,     186,  5.3093,  0.9219,  22.4, 809.4
   52,     189,  5.3095,  0.9223,  22.4, 809.4
   53,     192,  5.3097,  0.9226,  22.5, 809.5
   54,     195,  5.3097,  0.9229,  22.5, 809.5
   55,     198,  5.3101,  0.9232,  22.5, 809.5
   56,     201,  5.3099,  0.9236,  22.5, 809.5
   57,     204,  5.3100,  0.9239,  22.5, 809.5
   58,     207,  5.3102,  0.9239,  22.5, 809.5
   59,     210,  5.3104,  0.9242,  22.6, 809.6
   60,     213,  5.3104,  0.9239,  22.6, 809.6
   61,     216,  5.3108,  0.9245,  22.6, 809.6
   62,     219,  5.3107,  0.9245,  22.6, 809.6
   63,     222,  5.3109,  0.9249,  22.6, 809.6
   64,     225,  5.3110,  0.9249,  22.6, 809.6
   65,     228,  5.3112,  0.9252,  22.6, 809.6
   66,     231,  5.3114,  0.9249,  22.7, 809.7
   67,     234,  5.3115,  0.9263,  22.7, 809.7
   68,     237,  5.3117,  0.9257,  22.7, 809.7
   69,     240,  5.3117,  0.9252,  22.8, 809.8
   70,     243,  5.3119,  0.9257,  22.8, 809.8
   71,     246,  5.3121,  0.9257,  22.8, 809.8
   72,     249,  5.3124,  0.9260,  22.8, 809.8
   73,     252,  5.3125,  0.9255,  22.8, 809.8
   74,     255,  5.3127,  0.9260,  22.8, 809.8
   75,     258,  5.3127,  0.9257,  22.8, 809.8
   76,     261,  5.3128,  0.9260,  22.9, 809.9
   77,     264,  5.3130,  0.9273,  22.9, 809.9
   78,     267,  5.3131,  0.9263,  22.9, 809.9
   79,     270,  5.3130,  0.9266,  22.9, 809.9
   80,     273,  5.3133,  0.9266,  23.0, 810.0
   81,     276,  5.3134,  0.9266,  23.0, 810.0
   82,     279,  5.3249,  0.9724,  23.0, 810.0
   83,     282,  5.3169,  0.9388,  23.0, 810.0
   84,     285,  5.3141,  0.9330,  23.0, 810.0
