    i,    t(s),    U(V),    I(A), Tself, Tprob
    0,      16,  5.1612,  0.0001,  19.3, 806.3
    1,      19,  5.1603,  0.0000,  19.4, 806.4
    2,      22,  5.1614,  0.0001,  19.5, 806.5
    3,      25,  5.1602,  0.0001,  19.6, 806.6
    4,      28,  5.1619,  0.0001,  19.6, 806.6
    5,      31,  5.1608,  0.0001,  19.7, 806.7
    6,      34,  5.1476,  0.3217,  19.7, 806.7
    7,      37,  5.2300,  0.9657,  19.8, 806.8
    8,      40,  5.2301,  0.9669,  19.8, 806.8
    9,      43,  5.2304,  0.9661,  19.8, 806.8
   10,      46,  5.2301,  0.9669,  19.9, 806.9
   11,      49,  5.2302,  0.9669,  19.9, 806.9
   12,      52,  5.2301,  0.9672,  20.0, 807.0
   13,      55,  5.2302,  0.9665,  20.0, 807.0
   14,      58,  5.2301,  0.9675,  20.0, 807.0
   15,      61,  5.2297,  0.9458,  20.0, 807.0
   16,      64,  5.2295,  0.9532,  20.0, 807.0
   17,      67,  5.2294,  0.9422,  20.0, 807.0
   18,      70,  5.2300,  0.9515,  20.0, 807.0
   19,      73,  5.2296,  0.9412,  20.1, 807.1
   20,      76,  5.2293,  0.9419,  20.1, 807.1
   21,      79,  5.2299,  0.9515,  20.1, 807.1
   22,      82,  5.2296,  0.9445,  20.1, 807.1
   23,      85,  5.2296,  0.9469,  20.1, 807.1
   24,      88,  5.2299,  0.9482,  20.1, 807.1
   25,      91,  5.2301,  0.9571,  20.1, 807.1
   26,      94,  5.2298,  0.9445,  20.1, 807.1
   27,      97,  5.2297,  0.9545,  20.1, 807.1
   28,     100,  5.2296,  0.9466,  20.1, 807.1
   29,     103,  5.2299,  0.9476,  20.1, 807.1
   30,     106,  5.2299,  0.9528,  20.1, 807.1
   31,     109,  5.2299,  0.9469,  20.1, 807.1
   32,     112,  5.2297,  0.9463,  20.2, 807.2
   33,     115,  5.2297,  0.9485,  20.2, 807.2
   34,     118,  5.2300,  0.9609,  20.2, 807.2
   35,     121,  5.2299,  0.9445,  20.2, 807.2
   36,     124,  5.2299,  0.9451,  20.2, 807.2
   37,     127,  5.2304,  0.9678,  20.2, 807.2
   38,     130,  5.2299,  0.9466,  20.2, 807.2
   39,     133,  5.2301,  0.9463,  20.2, 807.2
   40,     136,  5.2301,  0.9518,  20.2, 807.2
   41,     139,  5.2299,  0.9469,  20.2, 807.2
   42,     142,  5.2295,  0.9472,  20.2, 807.2
   43,     145,  5.2299,  0.9502,  20.2, 807.2
   44,     148,  5.2300,  0.9451,  20.2, 807.2
   45,     151,  5.2297,  0.9602,  20.2, 807.2
   46,     154,  5.2298,  0.9458,  20.2, 807.2
   47,     157,  5.2300,  0.9455,  20.2, 807.2
   48,     160,  5.2302,  0.9518,  20.2, 807.2
   49,     163,  5.2297,  0.9458,  20.3, 807.3
   50,     166,  5.2302,  0.9476,  20.2, 807.2
   51,     169,  5.2302,  0.9599,  20.3, 807.3
   52,     172,  5.2300,  0.9455,  20.3, 807.3
   53,     175,  5.2302,  0.9528,  20.2, 807.2
   54,     178,  5.2305,  0.9612,  20.3, 807.3
   55,     181,  5.2299,  0.9459,  20.3, 807.3
   56,     184,  5.2305,  0.9565,  20.2, 807.2
   57,     187,  5.2298,  0.9472,  20.2, 807.2
   58,     190,  5.2297,  0.9485,  20.3, 807.3
   59,     193,  5.2298,  0.9479,  20.2, 807.2
   60,     196,  5.2301,  0.9562,  20.2, 807.2
   61,     199,  5.2298,  0.9469,  20.3, 807.3
   62,     202,  5.2301,  0.9476,  20.3, 807.3
   63,     205,  5.2298,  0.9492,  20.3, 807.3
   64,     208,  5.2297,  0.9469,  20.3, 807.3
   65,     211,  5.2301,  0.9571,  20.3, 807.3
   66,     214,  5.2299,  0.9479,  20.3, 807.3
   67,     217,  5.2296,  0.9482,  20.3, 807.3
   68,     220,  5.2300,  0.9518,  20.3, 807.3
   69,     223,  5.2301,  0.9495,  20.3, 807.3
   70,     226,  5.2301,  0.9326,  20.3, 807.3
   71,     229,  5.2299,  0.9336,  20.3, 807.3
   72,     232,  5.2299,  0.9325,  20.3, 807.3
   73,     235,  5.2302,  0.9325,  20.3, 807.3
   74,     238,  5.2301,  0.9326,  20.3, 807.3
   75,     241,  5.2298,  0.9333,  20.3, 807.3
   76,     244,  5.2301,  0.9330,  20.3, 807.3
   77,     247,  5.2300,  0.9362,  20.3, 807.3
   78,     250,  5.2299,  0.9365,  20.3, 807.3
   79,     253,  5.2301,  0.9369,  20.3, 807.3
   80,     256,  5.2301,  0.9330,  20.3, 807.3
   81,     259,  5.2300,  0.9336,  20.3, 807.3
   82,     262,  5.2300,  0.9336,  20.3, 807.3
   83,     265,  5.2301,  0.9339,  20.3, 807.3
   84,     268,  5.2301,  0.9336,  20.3, 807.3
   85,     271,  5.2300,  0.9339,  20.3, 807.3
   86,     274,  5.2299,  0.9378,  20.3, 807.3
   87,     277,  5.2296,  0.9378,  20.3, 807.3
   88,     280,  5.2309,  0.9691,  20.3, 807.3
   89,     283,  5.2301,  0.9511,  20.3, 807.3
   90,     286,  5.2304,  0.9416,  20.3, 807.3
   91,     289,  5.2302,  0.9349,  20.3, 807.3
   92,     292,  5.2301,  0.9339,  20.3, 807.3
   93,     295,  5.2301,  0.9356,  20.3, 807.3
   94,     298,  5.2301,  0.9343,  20.3, 807.3
   95,     301,  5.2300,  0.9365,  20.3, 807.3
   96,     304,  5.2300,  0.9385,  20.3, 807.3
   97,     307,  5.2301,  0.9385,  20.3, 807.3
   98,     310,  5.2300,  0.9356,  20.3, 807.3
   99,     313,  5.2302,  0.9356,  20.3, 807.3
  100,     316,  5.2304,  0.9352,  20.3, 807.3
  101,     319,  5.2301,  0.9352,  20.3, 807.3
  102,     322,  5.2301,  0.9352,  20.3, 807.3
