    i,    t(s),    U(V),    I(A),   Vd+,   Vd-
    0,       7,  5.1815,  0.0431, 2.502, 2.501
    1,      10,  5.1810,  0.0431, 2.501, 2.499
    2,      13,  5.1805,  0.0430, 2.502, 2.502
    3,      16,  5.1845,  0.0430, 2.502, 2.502
    4,      19,  5.1805,  0.0430, 2.502, 2.501
    5,      22,  5.1808,  0.0430, 2.502, 2.501
    6,      25,  5.1833,  0.0431, 2.501, 2.502
    7,      28,  5.1820,  0.0433, 2.503, 2.502
    8,      31,  5.1823,  0.0431, 2.504, 2.501
    9,      34,  5.1823,  0.0431, 2.502, 2.500
   10,      37,  5.1833,  0.0431, 2.503, 2.501
   11,      40,  5.1828,  0.0431, 2.502, 2.502
   12,      43,  5.1825,  0.0433, 2.501, 2.501
   13,      46,  5.1815,  0.0431, 2.502, 2.501
   14,      49,  5.1820,  0.0430, 2.501, 2.502
   15,      52,  5.1810,  0.0431, 2.502, 2.501
   16,      55,  5.1813,  0.0430, 2.500, 2.499
   17,      58,  5.1840,  0.0431, 2.502, 2.503
   18,      61,  5.1805,  0.0430, 2.502, 2.501
   19,      64,  5.1848,  0.0430, 2.502, 2.502
   20,      67,  5.1825,  0.0431, 2.503, 2.501
   21,      70,  5.1853,  0.0431, 2.502, 2.502
   22,      73,  5.1803,  0.0433, 2.501, 2.501
   23,      76,  5.1825,  0.0430, 2.503, 2.502
   24,      79,  5.1828,  0.0430, 2.501, 2.500
   25,      82,  5.1815,  0.0430, 2.502, 2.501
   26,      85,  5.1825,  0.0430, 2.502, 2.501
   27,      88,  5.1818,  0.0433, 2.503, 2.501
   28,      91,  5.1815,  0.0431, 2.501, 2.500
   29,      94,  5.1793,  0.0430, 2.502, 2.502
   30,      97,  5.1818,  0.0431, 2.502, 2.501
   31,     100,  5.1818,  0.0430, 2.502, 2.502
   32,     103,  5.1830,  0.0433, 2.502, 2.501
   33,     106,  5.1808,  0.0430, 2.500, 2.501
   34,     109,  5.1835,  0.0430, 2.503, 2.502
   35,     112,  5.1823,  0.0431, 2.503, 2.501
   36,     115,  5.1830,  0.0431, 2.503, 2.502
   37,     118,  5.1815,  0.0433, 2.501, 2.498
   38,     121,  5.1828,  0.0430, 2.502, 2.501
   39,     124,  5.1808,  0.0431, 2.502, 2.501
   40,     127,  5.1823,  0.0431, 2.500, 2.499
   41,     130,  5.1810,  0.0430, 2.501, 2.502
   42,     133,  5.1820,  0.0433, 2.501, 2.499
   43,     136,  5.1813,  0.0431, 2.503, 2.501
   44,     139,  5.1830,  0.0431, 2.502, 2.502
   45,     142,  5.1808,  0.0431, 2.503, 2.501
   46,     145,  5.1838,  0.0430, 2.503, 2.502
   47,     148,  5.1818,  0.0431, 2.501, 2.500
   48,     151,  5.1828,  0.0431, 2.502, 2.501
   49,     154,  5.1813,  0.0430, 2.501, 2.501
   50,     157,  5.1825,  0.0430, 2.501, 2.500
   51,     160,  5.1815,  0.0430, 2.501, 2.501
   52,     163,  5.1818,  0.0431, 2.501, 2.499
   53,     166,  5.1800,  0.0431, 2.501, 2.501
   54,     169,  5.1793,  0.0431, 2.502, 2.500
   55,     172,  5.1798,  0.0431, 2.501, 2.502
   56,     175,  5.1808,  0.0431, 2.502, 2.502
   57,     178,  5.1828,  0.0431, 2.502, 2.502
   58,     181,  5.1798,  0.0431, 2.502, 2.500
   59,     184,  5.1843,  0.0431, 2.502, 2.502
   60,     187,  5.1805,  0.0431, 2.502, 2.500
   61,     190,  5.1767,  0.1739, 1.862, 1.862
   62,     193,  5.1830,  0.0433, 2.501, 2.499
   63,     196,  5.1843,  0.0433, 2.501, 2.502
   64,     199,  5.1815,  0.0433, 2.501, 2.501
   65,     202,  5.1838,  0.0431, 2.502, 2.501
   66,     205,  5.1813,  0.0431, 2.502, 2.502
   67,     208,  5.1856,  0.0433, 2.503, 2.502
   68,     211,  5.1828,  0.0431, 2.502, 2.502
   69,     214,  5.1830,  0.0431, 2.501, 2.499
   70,     217,  5.1830,  0.0431, 2.503, 2.501
   71,     220,  5.1856,  0.0433, 2.503, 2.503
   72,     223,  5.1851,  0.0431, 2.503, 2.503
   73,     226,  5.1853,  0.0431, 2.503, 2.503
   74,     229,  5.1815,  0.0431, 2.501, 2.500
   75,     232,  5.1830,  0.0433, 2.503, 2.502
   76,     235,  5.1840,  0.0431, 2.502, 2.502
   77,     238,  5.1833,  0.0433, 2.502, 2.502
   78,     241,  5.1818,  0.0431, 2.502, 2.501
   79,     244,  5.1833,  0.0431, 2.503, 2.503
   80,     247,  5.1838,  0.0431, 2.502, 2.502
   81,     250,  5.1810,  0.0431, 2.503, 2.501
   82,     253,  5.1851,  0.0431, 2.503, 2.502
   83,     256,  5.1830,  0.0431, 2.502, 2.501
   84,     259,  5.1845,  0.0431, 2.503, 2.503
   85,     262,  5.1830,  0.0433, 2.502, 2.500
   86,     265,  5.1838,  0.0431, 2.503, 2.502
   87,     268,  5.1825,  0.0431, 2.502, 2.500
   88,     271,  5.1858,  0.0431, 2.503, 2.503
   89,     274,  5.1835,  0.0431, 2.503, 2.502
   90,     277,  5.1856,  0.0431, 2.502, 2.501
   91,     280,  5.1833,  0.0431, 2.502, 2.502
   92,     283,  5.1858,  0.0431, 2.503, 2.503
   93,     286,  5.1848,  0.0431, 2.502, 2.501
   94,     289,  5.1838,  0.0431, 2.503, 2.502
   95,     292,  5.1813,  0.0433, 2.499, 2.502
   96,     295,  5.1843,  0.0431, 2.503, 2.502
   97,     298,  5.1845,  0.0431, 2.504, 2.503
   98,     301,  5.1868,  0.0431, 2.503, 2.503
   99,     304,  5.1840,  0.0431, 2.503, 2.503
  100,     307,  5.1828,  0.0431, 2.503, 2.502
  101,     310,  5.1835,  0.0431, 2.503, 2.502
  102,     313,  5.1835,  0.0431, 2.502, 2.502
  103,     316,  5.1825,  0.0431, 2.501, 2.502
  104,     319,  5.1823,  0.0431, 2.503, 2.503
  105,     322,  5.1840,  0.0433, 2.503, 2.501
  106,     325,  5.1803,  0.0433, 2.503, 2.502
  107,     328,  5.1845,  0.0431, 2.501, 2.502
  108,     331,  5.1815,  0.0431, 2.503, 2.502
  109,     334,  5.1848,  0.0431, 2.503, 2.503
  110,     337,  5.1825,  0.0431, 2.502, 2.501
  111,     340,  5.1876,  0.0431, 2.503, 2.502
  112,     343,  5.1840,  0.0431, 2.503, 2.501
  113,     346,  5.1820,  0.0441, 2.503, 2.502
  114,     349,  5.1823,  0.0431, 2.503, 2.499
  115,     352,  5.1873,  0.0431, 2.504, 2.503
  116,     355,  5.1845,  0.0430, 2.502, 2.501
  117,     358,  5.1856,  0.0431, 2.503, 2.502
  118,     361,  5.1803,  0.0430, 2.502, 2.502
  119,     364,  5.1828,  0.0431, 2.503, 2.503
  120,     367,  5.1840,  0.0430, 2.501, 2.501
  121,     370,  5.1856,  0.0431, 2.503, 2.503
  122,     373,  5.1823,  0.0431, 2.500, 2.502
  123,     376,  5.1858,  0.0431, 2.503, 2.502
  124,     379,  5.1838,  0.0431, 2.503, 2.502
  125,     382,  5.1848,  0.0431, 2.502, 2.502
  126,     385,  5.1856,  0.0431, 2.503, 2.502
  127,     388,  5.1830,  0.0430, 2.502, 2.502
  128,     391,  5.1833,  0.0430, 2.503, 2.501
  129,     394,  5.1815,  0.0430, 2.503, 2.503
  130,     397,  5.1823,  0.0431, 2.502, 2.502
  131,     400,  5.1828,  0.0430, 2.502, 2.500
  132,     403,  5.1845,  0.0430, 2.503, 2.503
  133,     406,  5.1810,  0.0431, 2.502, 2.502
  134,     409,  5.1871,  0.0430, 2.504, 2.503
  135,     412,  5.1833,  0.0431, 2.502, 2.501
  136,     415,  5.1848,  0.0430, 2.502, 2.503
  137,     418,  5.1845,  0.0430, 2.502, 2.501
  138,     421,  5.1833,  0.0431, 2.503, 2.502
  139,     424,  5.1848,  0.0430, 2.502, 2.500
  140,     427,  5.1866,  0.0431, 2.503, 2.504
  141,     430,  5.1823,  0.0431, 2.503, 2.502
  142,     433,  5.1863,  0.0430, 2.502, 2.502
  143,     436,  5.1835,  0.0431, 2.502, 2.502
  144,     439,  5.1863,  0.0430, 2.503, 2.502
  145,     442,  5.1843,  0.0431, 2.502, 2.502
  146,     445,  5.1856,  0.0430, 2.502, 2.503
  147,     448,  5.1835,  0.0431, 2.502, 2.502
  148,     451,  5.1825,  0.0431, 2.502, 2.502
  149,     454,  5.1833,  0.0431, 2.502, 2.501
  150,     457,  5.1835,  0.0431, 2.503, 2.502
  151,     460,  5.1838,  0.0430, 2.503, 2.501
  152,     463,  5.1843,  0.0430, 2.504, 2.503
  153,     466,  5.1825,  0.0430, 2.501, 2.499
  154,     469,  5.1828,  0.0431, 2.503, 2.502
  155,     472,  5.1815,  0.0431, 2.501, 2.500
  156,     475,  5.1830,  0.0430, 2.503, 2.503
  157,     478,  5.1840,  0.0430, 2.503, 2.501
  158,     481,  5.1825,  0.0431, 2.503, 2.502
  159,     484,  5.1798,  0.0430, 2.501, 2.501
  160,     487,  5.1810,  0.0431, 2.503, 2.501
  161,     490,  5.1856,  0.0430, 2.503, 2.503
  162,     493,  5.1835,  0.0430, 2.502, 2.501
  163,     496,  5.1868,  0.0431, 2.504, 2.503
  164,     499,  5.1830,  0.0431, 2.502, 2.500
  165,     502,  5.1868,  0.0430, 2.504, 2.503
  166,     505,  5.1818,  0.0430, 2.502, 2.500
  167,     508,  5.1856,  0.0430, 2.503, 2.503
  168,     511,  5.1835,  0.0430, 2.502, 2.502
  169,     514,  5.1861,  0.0431, 2.504, 2.503
  170,     517,  5.1835,  0.0431, 2.502, 2.503
  171,     520,  5.1840,  0.0430, 2.501, 2.502
  172,     523,  5.1858,  0.0430, 2.502, 2.503
  173,     526,  5.1843,  0.0430, 2.503, 2.501
  174,     529,  5.1838,  0.0430, 2.503, 2.502
  175,     532,  5.1863,  0.0430, 2.503, 2.503
  176,     535,  5.1856,  0.0431, 2.503, 2.503
  177,     538,  5.1845,  0.0430, 2.501, 2.503
  178,     541,  5.1810,  0.0431, 2.503, 2.502
  179,     544,  5.1838,  0.0431, 2.503, 2.503
  180,     547,  5.1838,  0.0431, 2.503, 2.501
  181,     550,  5.1823,  0.0430, 2.503, 2.502
  182,     553,  5.1808,  0.0431, 2.503, 2.502
  183,     556,  5.1828,  0.0431, 2.502, 2.501
  184,     559,  5.1861,  0.0430, 2.503, 2.503
  185,     562,  5.1818,  0.0430, 2.503, 2.501
  186,     565,  5.1856,  0.0430, 2.503, 2.502
  187,     568,  5.1838,  0.0430, 2.503, 2.502
  188,     571,  5.1858,  0.0430, 2.504, 2.503
  189,     574,  5.1843,  0.0430, 2.502, 2.499
  190,     577,  5.1866,  0.0430, 2.504, 2.503
  191,     580,  5.1838,  0.0430, 2.502, 2.501
  192,     583,  5.1856,  0.0431, 2.504, 2.503
  193,     586,  5.1833,  0.0430, 2.501, 2.499
  194,     589,  5.1856,  0.0430, 2.503, 2.503
  195,     592,  5.1813,  0.0430, 2.502, 2.503
  196,     595,  5.1848,  0.0430, 2.503, 2.502
  197,     598,  5.1823,  0.0431, 2.500, 2.501
  198,     601,  5.1840,  0.0430, 2.502, 2.502
  199,     604,  5.1835,  0.0431, 2.501, 2.502
  200,     607,  5.1853,  0.0430, 2.501, 2.502
  201,     610,  5.1843,  0.0430, 2.503, 2.503
  202,     613,  5.1828,  0.0430, 2.500, 2.502
  203,     616,  5.1825,  0.0431, 2.502, 2.502
  204,     619,  5.1843,  0.0431, 2.503, 2.502
  205,     622,  5.1838,  0.0431, 2.502, 2.501
  206,     625,  5.1823,  0.0430, 2.503, 2.502
  207,     628,  5.1856,  0.0431, 2.503, 2.503
  208,     631,  5.1823,  0.0430, 2.502, 2.499
  209,     634,  5.1848,  0.0430, 2.503, 2.502
  210,     637,  5.1810,  0.0431, 2.503, 2.502
  211,     640,  5.1838,  0.0431, 2.502, 2.502
  212,     643,  5.1798,  0.0431, 2.502, 2.501
  213,     646,  5.1840,  0.0431, 2.503, 2.501
  214,     649,  5.1835,  0.0430, 2.503, 2.501
  215,     652,  5.1861,  0.0430, 2.504, 2.502
  216,     655,  5.1835,  0.0430, 2.502, 2.501
  217,     658,  5.1876,  0.0430, 2.503, 2.503
  218,     661,  5.1856,  0.0431, 2.501, 2.500
  219,     664,  5.1848,  0.0430, 2.503, 2.503
  220,     667,  5.1838,  0.0431, 2.502, 2.502
  221,     670,  5.1838,  0.0430, 2.503, 2.502
  222,     673,  5.1845,  0.0431, 2.501, 2.502
  223,     676,  5.1851,  0.0431, 2.503, 2.503
  224,     679,  5.1825,  0.0430, 2.502, 2.502
  225,     682,  5.1858,  0.0430, 2.503, 2.502
  226,     685,  5.1828,  0.0431, 2.502, 2.501
  227,     688,  5.1861,  0.0430, 2.503, 2.503
  228,     691,  5.1845,  0.0430, 2.503, 2.500
  229,     694,  5.1851,  0.0430, 2.503, 2.503
  230,     697,  5.1823,  0.0430, 2.501, 2.500
  231,     700,  5.1833,  0.0430, 2.503, 2.502
  232,     703,  5.1810,  0.0430, 2.501, 2.500
  233,     706,  5.1840,  0.0430, 2.503, 2.502
  234,     709,  5.1835,  0.0431, 2.503, 2.502
  235,     712,  5.1823,  0.0430, 2.503, 2.502
  236,     715,  5.1833,  0.0430, 2.501, 2.501
  237,     718,  5.1810,  0.0430, 2.503, 2.502
  238,     721,  5.1845,  0.0430, 2.504, 2.503
  239,     724,  5.1815,  0.0431, 2.502, 2.501
  240,     727,  5.1856,  0.0431, 2.500, 2.502
  241,     730,  5.1835,  0.0430, 2.503, 2.501
  242,     733,  5.1861,  0.0430, 2.503, 2.503
  243,     736,  5.1838,  0.0431, 2.499, 2.499
  244,     739,  5.1851,  0.0430, 2.503, 2.502
  245,     742,  5.1818,  0.0430, 2.502, 2.501
  246,     745,  5.1851,  0.0431, 2.504, 2.503
  247,     748,  5.1851,  0.0431, 2.502, 2.502
  248,     751,  5.1878,  0.0430, 2.504, 2.502
  249,     754,  5.1818,  0.0430, 2.502, 2.502
  250,     757,  5.1863,  0.0430, 2.503, 2.503
  251,     760,  5.1840,  0.0430, 2.502, 2.503
  252,     763,  5.1858,  0.0430, 2.503, 2.503
  253,     766,  5.1820,  0.0430, 2.503, 2.501
  254,     769,  5.1780,  0.0880, 1.857, 1.857
  255,     772,  5.1805,  0.0539, 1.853, 1.853
  256,     775,  5.1793,  0.0537, 1.854, 1.853
  257,     778,  5.1798,  0.0537, 1.853, 1.852
  258,     781,  5.1800,  0.0542, 1.853, 1.853
  259,     784,  5.1803,  0.0565, 1.854, 1.853
  260,     787,  5.1823,  0.0430, 2.503, 2.502
  261,     790,  5.1830,  0.0431, 2.499, 2.500
  262,     793,  5.1787,  0.0430, 2.502, 2.501
  263,     796,  5.1825,  0.0431, 2.502, 2.499
  264,     799,  5.1810,  0.0431, 2.503, 2.502
  265,     802,  5.1871,  0.0430, 2.503, 2.503
  266,     805,  5.1823,  0.0431, 2.502, 2.501
  267,     808,  5.1810,  0.0431, 2.503, 2.502
  268,     811,  5.1845,  0.0430, 2.500, 2.501
  269,     814,  5.1838,  0.0431, 2.503, 2.502
  270,     817,  5.1845,  0.0430, 2.501, 2.501
  271,     820,  5.1840,  0.0430, 2.502, 2.500
  272,     823,  5.1813,  0.0431, 2.502, 2.502
  273,     826,  5.1838,  0.0430, 2.502, 2.502
  274,     829,  5.1820,  0.0431, 2.501, 2.502
  275,     832,  5.1840,  0.0431, 2.503, 2.503
  276,     835,  5.1838,  0.0430, 2.502, 2.503
  277,     838,  5.1866,  0.0430, 2.504, 2.503
  278,     841,  5.1825,  0.0431, 2.503, 2.500
  279,     844,  5.1861,  0.0430, 2.501, 2.501
  280,     847,  5.1828,  0.0430, 2.502, 2.502
  281,     850,  5.1843,  0.0430, 2.503, 2.502
  282,     853,  5.1823,  0.0430, 2.503, 2.502
  283,     856,  5.1823,  0.0431, 2.502, 2.502
  284,     859,  5.1840,  0.0430, 2.502, 2.500
  285,     862,  5.1828,  0.0430, 2.502, 2.502
  286,     865,  5.1813,  0.0430, 2.503, 2.502
  287,     868,  5.1830,  0.0430, 2.503, 2.503
  288,     871,  5.1840,  0.0430, 2.503, 2.501
  289,     874,  5.1813,  0.0430, 2.502, 2.502
  290,     877,  5.1825,  0.0430, 2.502, 2.502
  291,     880,  5.1823,  0.0431, 2.503, 2.502
  292,     883,  5.1868,  0.0431, 2.504, 2.503
  293,     886,  5.1843,  0.0431, 2.501, 2.501
  294,     889,  5.1840,  0.0431, 2.504, 2.503
  295,     892,  5.1851,  0.0431, 2.503, 2.502
  296,     895,  5.1840,  0.0431, 2.502, 2.502
  297,     898,  5.1835,  0.0431, 2.501, 2.501
  298,     901,  5.1863,  0.0431, 2.502, 2.503
  299,     904,  5.1835,  0.0431, 2.502, 2.503
  300,     907,  5.1878,  0.0431, 2.504, 2.504
  301,     910,  5.1825,  0.0431, 2.500, 2.501
  302,     913,  5.1828,  0.0431, 2.501, 2.501
  303,     916,  5.1818,  0.0431, 2.502, 2.502
  304,     919,  5.1840,  0.0431, 2.503, 2.503
  305,     922,  5.1828,  0.0431, 2.503, 2.502
  306,     925,  5.1848,  0.0431, 2.502, 2.501
  307,     928,  5.1823,  0.0431, 2.502, 2.502
  308,     931,  5.1833,  0.0431, 2.502, 2.502
  309,     934,  5.1840,  0.0431, 2.503, 2.503
  310,     937,  5.1838,  0.0431, 2.502, 2.503
  311,     940,  5.1830,  0.0431, 2.502, 2.502
  312,     943,  5.1825,  0.0431, 2.501, 2.503
  313,     946,  5.1823,  0.0431, 2.502, 2.502
  314,     949,  5.1835,  0.0431, 2.503, 2.503
  315,     952,  5.1820,  0.0431, 2.502, 2.500
  316,     955,  5.1808,  0.0431, 2.504, 2.502
  317,     958,  5.1858,  0.0431, 2.504, 2.503
  318,     961,  5.1810,  0.0431, 2.502, 2.499
  319,     964,  5.1823,  0.0433, 2.503, 2.502
  320,     967,  5.1851,  0.0431, 2.502, 2.500
  321,     970,  5.1843,  0.0431, 2.504, 2.502
  322,     973,  5.1823,  0.0431, 2.500, 2.501
  323,     976,  5.1861,  0.0431, 2.503, 2.503
  324,     979,  5.1830,  0.0431, 2.500, 2.500
  325,     982,  5.1845,  0.0431, 2.503, 2.503
  326,     985,  5.1835,  0.0431, 2.499, 2.502
  327,     988,  5.1848,  0.0433, 2.504, 2.503
  328,     991,  5.1830,  0.0431, 2.501, 2.502
  329,     994,  5.1858,  0.0431, 2.502, 2.502
  330,     997,  5.1825,  0.0431, 2.502, 2.502
  331,    1000,  5.1845,  0.0431, 2.501, 2.502
  332,    1003,  5.1818,  0.0431, 2.502, 2.501
  333,    1006,  5.1858,  0.0431, 2.503, 2.503
  334,    1009,  5.1866,  0.0431, 2.504, 2.503
  335,    1012,  5.1828,  0.0431, 2.503, 2.502
  336,    1015,  5.1843,  0.0431, 2.503, 2.502
  337,    1018,  5.1823,  0.0431, 2.501, 2.502
  338,    1021,  5.1848,  0.0431, 2.502, 2.502
  339,    1024,  5.1825,  0.0433, 2.503, 2.501
  340,    1027,  5.1851,  0.0433, 2.502, 2.503
  341,    1030,  5.1813,  0.0431, 2.502, 2.501
  342,    1033,  5.1858,  0.0431, 2.504, 2.503
  343,    1036,  5.1815,  0.0431, 2.502, 2.501
  344,    1039,  5.1861,  0.0431, 2.503, 2.503
  345,    1042,  5.1838,  0.0431, 2.502, 2.500
  346,    1045,  5.1863,  0.0431, 2.503, 2.501
  347,    1048,  5.1843,  0.0431, 2.500, 2.500
  348,    1051,  5.1840,  0.0431, 2.503, 2.502
  349,    1054,  5.1828,  0.0431, 2.502, 2.501
  350,    1057,  5.1843,  0.0431, 2.503, 2.501
  351,    1060,  5.1840,  0.0431, 2.500, 2.501
  352,    1063,  5.1858,  0.0431, 2.503, 2.503
  353,    1066,  5.1815,  0.0431, 2.501, 2.502
  354,    1069,  5.1871,  0.0430, 2.502, 2.500
  355,    1072,  5.1838,  0.0430, 2.503, 2.502
  356,    1075,  5.1848,  0.0430, 2.503, 2.502
  357,    1078,  5.1838,  0.0431, 2.503, 2.502
  358,    1081,  5.1863,  0.0430, 2.503, 2.503
  359,    1084,  5.1838,  0.0431, 2.503, 2.503
  360,    1087,  5.1830,  0.0431, 2.503, 2.502
  361,    1090,  5.1813,  0.0431, 2.501, 2.501
  362,    1093,  5.1828,  0.0431, 2.503, 2.502
  363,    1096,  5.1810,  0.0430, 2.501, 2.501
  364,    1099,  5.1825,  0.0431, 2.501, 2.502
  365,    1102,  5.1863,  0.0431, 2.504, 2.503
  366,    1105,  5.1820,  0.0430, 2.502, 2.502
  367,    1108,  5.1840,  0.0430, 2.503, 2.501
  368,    1111,  5.1808,  0.0431, 2.503, 2.501
  369,    1114,  5.1861,  0.0430, 2.503, 2.500
  370,    1117,  5.1838,  0.0430, 2.502, 2.501
  371,    1120,  5.1876,  0.0431, 2.505, 2.503
  372,    1123,  5.1856,  0.0430, 2.502, 2.499
  373,    1126,  5.1863,  0.0430, 2.504, 2.503
  374,    1129,  5.1828,  0.0430, 2.502, 2.501
  375,    1132,  5.1863,  0.0430, 2.504, 2.503
  376,    1135,  5.1848,  0.0430, 2.501, 2.502
  377,    1138,  5.1881,  0.0430, 2.504, 2.503
  378,    1141,  5.1851,  0.0430, 2.503, 2.504
  379,    1144,  5.1871,  0.0430, 2.504, 2.502
  380,    1147,  5.1843,  0.0431, 2.499, 2.503
  381,    1150,  5.1845,  0.0430, 2.503, 2.503
  382,    1153,  5.1825,  0.0430, 2.500, 2.502
  383,    1156,  5.1853,  0.0431, 2.503, 2.502
  384,    1159,  5.1851,  0.0430, 2.503, 2.503
  385,    1162,  5.1840,  0.0430, 2.502, 2.501
  386,    1165,  5.1833,  0.0431, 2.504, 2.503
  387,    1168,  5.1853,  0.0430, 2.504, 2.503
  388,    1171,  5.1873,  0.0430, 2.504, 2.503
  389,    1174,  5.1843,  0.0430, 2.503, 2.502
  390,    1177,  5.1845,  0.0430, 2.502, 2.501
  391,    1180,  5.1823,  0.0431, 2.503, 2.503
  392,    1183,  5.1830,  0.0430, 2.503, 2.503
  393,    1186,  5.1818,  0.0430, 2.503, 2.501
  394,    1189,  5.1853,  0.0430, 2.504, 2.503
  395,    1192,  5.1861,  0.0430, 2.502, 2.501
  396,    1195,  5.1848,  0.0430, 2.503, 2.502
  397,    1198,  5.1853,  0.0431, 2.501, 2.501
  398,    1201,  5.1883,  0.0430, 2.505, 2.504
  399,    1204,  5.1835,  0.0430, 2.500, 2.501
  400,    1207,  5.1871,  0.0430, 2.505, 2.503
  401,    1210,  5.1851,  0.0430, 2.500, 2.502
  402,    1213,  5.1858,  0.0430, 2.504, 2.504
  403,    1216,  5.1845,  0.0431, 2.502, 2.502
  404,    1219,  5.1863,  0.0430, 2.502, 2.503
  405,    1222,  5.1840,  0.0431, 2.501, 2.502
  406,    1225,  5.1868,  0.0430, 2.504, 2.503
  407,    1228,  5.1848,  0.0430, 2.502, 2.502
  408,    1231,  5.1845,  0.0430, 2.502, 2.501
  409,    1234,  5.1835,  0.0430, 2.503, 2.502
  410,    1237,  5.1858,  0.0431, 2.504, 2.503
  411,    1240,  5.1853,  0.0431, 2.504, 2.503
  412,    1243,  5.1853,  0.0431, 2.503, 2.502
  413,    1246,  5.1863,  0.0430, 2.503, 2.504
  414,    1249,  5.1840,  0.0441, 2.502, 2.502
  415,    1252,  5.1858,  0.0430, 2.503, 2.503
  416,    1255,  5.1820,  0.0430, 2.503, 2.502
  417,    1258,  5.1856,  0.0430, 2.504, 2.503
  418,    1261,  5.1828,  0.0430, 2.503, 2.502
  419,    1264,  5.1851,  0.0430, 2.503, 2.502
  420,    1267,  5.1823,  0.0430, 2.503, 2.502
  421,    1270,  5.1853,  0.0430, 2.503, 2.503
  422,    1273,  5.1838,  0.0430, 2.501, 2.499
  423,    1276,  5.1878,  0.0430, 2.505, 2.505
  424,    1279,  5.1856,  0.0431, 2.501, 2.499
  425,    1282,  5.1883,  0.0430, 2.505, 2.504
  426,    1285,  5.1856,  0.0431, 2.501, 2.498
  427,    1288,  5.1898,  0.0430, 2.506, 2.505
  428,    1291,  5.1891,  0.0430, 2.501, 2.500
  429,    1294,  5.1906,  0.0431, 2.506, 2.504
  430,    1297,  5.1901,  0.0430, 2.503, 2.505
  431,    1300,  5.1888,  0.0430, 2.504, 2.502
  432,    1303,  5.1856,  0.0430, 2.503, 2.503
  433,    1306,  5.1866,  0.0431, 2.504, 2.503
  434,    1309,  5.1903,  0.0430, 2.504, 2.504
  435,    1312,  5.1833,  0.0431, 2.503, 2.501
  436,    1315,  5.1840,  0.0430, 2.503, 2.503
  437,    1318,  5.1845,  0.0431, 2.504, 2.503
  438,    1321,  5.1863,  0.0430, 2.504, 2.503
  439,    1324,  5.1851,  0.0430, 2.503, 2.503
  440,    1327,  5.1856,  0.0430, 2.503, 2.503
  441,    1330,  5.1843,  0.0430, 2.504, 2.503
  442,    1333,  5.1858,  0.0430, 2.504, 2.502
  443,    1336,  5.1830,  0.0430, 2.503, 2.502
  444,    1339,  5.1863,  0.0431, 2.505, 2.504
  445,    1342,  5.1828,  0.0430, 2.503, 2.501
  446,    1345,  5.1878,  0.0430, 2.505, 2.504
  447,    1348,  5.1833,  0.0431, 2.502, 2.500
  448,    1351,  5.1876,  0.0430, 2.505, 2.504
  449,    1354,  5.1866,  0.0430, 2.501, 2.501
  450,    1357,  5.1866,  0.0431, 2.504, 2.503
  451,    1360,  5.1861,  0.0430, 2.500, 2.501
  452,    1363,  5.1853,  0.0431, 2.504, 2.503
  453,    1366,  5.1848,  0.0430, 2.501, 2.500
  454,    1369,  5.1861,  0.0430, 2.504, 2.503
  455,    1372,  5.1803,  0.0431, 2.501, 2.499
  456,    1375,  5.1868,  0.0430, 2.503, 2.503
  457,    1378,  5.1851,  0.0430, 2.502, 2.503
  458,    1381,  5.1858,  0.0431, 2.503, 2.502
  459,    1384,  5.1851,  0.0431, 2.503, 2.502
  460,    1387,  5.1871,  0.0430, 2.503, 2.501
  461,    1390,  5.1881,  0.0431, 2.505, 2.503
  462,    1393,  5.1835,  0.0430, 2.501, 2.502
  463,    1396,  5.1851,  0.0430, 2.504, 2.502
  464,    1399,  5.1866,  0.0430, 2.501, 2.503
  465,    1402,  5.1871,  0.0430, 2.504, 2.503
  466,    1405,  5.1858,  0.0430, 2.501, 2.501
  467,    1408,  5.1848,  0.0431, 2.503, 2.502
  468,    1411,  5.1813,  0.0431, 2.502, 2.500
  469,    1414,  5.1851,  0.0431, 2.503, 2.503
  470,    1417,  5.1818,  0.0431, 2.503, 2.501
  471,    1420,  5.1858,  0.0430, 2.504, 2.503
  472,    1423,  5.1840,  0.0431, 2.503, 2.501
  473,    1426,  5.1866,  0.0430, 2.504, 2.503
  474,    1429,  5.1825,  0.0431, 2.502, 2.500
  475,    1432,  5.1871,  0.0430, 2.504, 2.503
  476,    1435,  5.1848,  0.0430, 2.502, 2.498
  477,    1438,  5.1863,  0.0430, 2.504, 2.503
  478,    1441,  5.1876,  0.0430, 2.502, 2.502
  479,    1444,  5.1863,  0.0430, 2.503, 2.503
  480,    1447,  5.1828,  0.0430, 2.501, 2.501
  481,    1450,  5.1838,  0.0430, 2.503, 2.502
  482,    1453,  5.1848,  0.0431, 2.502, 2.503
  483,    1456,  5.1878,  0.0430, 2.504, 2.503
  484,    1459,  5.1845,  0.0431, 2.499, 2.502
  485,    1462,  5.1856,  0.0431, 2.503, 2.503
  486,    1465,  5.1840,  0.0431, 2.501, 2.500
  487,    1468,  5.1868,  0.0431, 2.503, 2.503
  488,    1471,  5.1813,  0.0430, 2.502, 2.502
  489,    1474,  5.1833,  0.0430, 2.502, 2.501
  490,    1477,  5.1825,  0.0431, 2.501, 2.502
  491,    1480,  5.1848,  0.0430, 2.504, 2.503
  492,    1483,  5.1813,  0.0431, 2.503, 2.502
